ann_gen_coal_MWh,ann_gen_diesel_MWh,ann_gen_gas_ccgt_MWh,ann_gen_gas_ct_MWh,ann_gen_hydro_MWh,ann_gen_nuclear_MWh,ann_gen_other_MWh,ann_gen_solarPV_MWh,ann_gen_total_MWh,ann_gen_vre_MWh,ann_gen_vre_nocurt_MWh,ann_gen_wind_MWh,capacity_solarPV_MW,capacity_vre_MW,capacity_wind_MW,date_time,dispatch_cost,new_capacity_coal_MW,new_capacity_gas_ccgt_MW,new_capacity_gas_ct_MW,scenario
2400431935.88,950358.21,33390981.8,1973123.79,128787887.33,30046800.0,507253.34,0.0,3482904481.0,886816140.59,888594834.626,886816140.59,0.0,400031.0,400031.0,2016-11-10 04:48:51,5.16804998117e+12,277200.0,35750.0,91550.0,S0W400
2423375575.4,941384.58,34939466.63,2931523.57,128787887.33,30046800.0,482237.88,174399367.69,3482904481.0,861399605.8,862515830.985,687000238.15,100079.0,400086.0,300007.0,2016-11-10 09:44:08,5.220848014e+12,261360.0,34000.0,97400.0,S100W300
2455954442.59,1267744.48,41830962.07,3764313.5,128787887.33,30046800.0,573118.61,345497950.15,3482904481.0,820679212.23,825174373.967,475181262.14,200004.0,400009.0,200005.0,2016-11-10 15:07:38,5.36297551312e+12,262680.0,41000.0,94500.0,S200W200
2547057974.9,1368609.34,36447006.65,3628276.58,128787887.33,30046800.0,236656.96,499150113.39,3482904481.0,735331269.22,771532273.397,236181155.82,300014.0,400037.0,100023.0,2016-11-11 02:20:06,5.5812040814e+12,288420.0,34500.0,80950.0,S300W100
2725571319.55,1542145.58,34589165.17,2953164.02,128787887.33,30046800.0,16258.72,559397740.34,3482904481.0,559397740.34,689271559.155,0.0,400003.0,400003.0,0.0,2016-11-11 13:13:59,6.01447863036e+12,327360.0,32500.0,52950.0,S400W0
