,HYDRO-STORAGE,HYDRO-ROR,NUCLEAR,HYDRO-PONDAGE,solarPV,wind,Bat-Storage-Discharge,Bat-Storage-Charge,curtailment,load,netload,netnetload,Bat-Storage-Energy-MWh
1,2164.415,2295.33513,11444.64,3549.516,0.0,99476.6458242,0.0,0.0,0.0,234669,135192.354176,115738.448046,0.0
2,2164.415,2295.33513,11444.64,3549.516,0.0,96145.1478967,0.0,0.0,0.0,230127,133981.852103,114527.945973,0.0
3,2164.415,2295.33513,11444.64,3549.516,0.0,92267.2718607,0.0,0.0,0.0,230589,138321.728139,118867.822009,0.0
4,2164.415,2295.33513,11444.64,3549.516,0.0,85667.9183559,0.0,0.0,0.0,232488,146820.081644,127366.175514,0.0
5,14208.0263012,2295.33513,11444.64,3549.516,0.0,79973.0529136,0.0,0.0,0.0,237568,157594.947086,126097.429655,0.0
6,24448.4884268,2295.33513,11444.64,3549.516,0.0,77275.5907879,0.0,0.0,0.0,245111,167835.409212,126097.429655,0.0
7,36685.0,2295.33513,11444.64,3549.516,0.0,76035.0004198,0.0,0.0,0.0,254385,178349.99958,124375.50845,0.0
8,36685.0,2295.33513,11444.64,3549.516,9775.30977135,75427.9852543,0.0,0.0,0.0,264191,178987.704974,125013.213844,0.0
9,2164.415,2295.33513,11444.64,3549.516,63092.775029,69148.1535943,0.0,0.0,0.0,272083,139842.071377,120388.165247,0.0
10,2164.415,2295.33513,11444.64,3549.516,116477.487303,65048.928681,0.0,0.0,0.0,277079,95552.5840158,76098.6778858,0.0
11,2164.415,2295.33513,11444.64,3549.516,159348.673134,68768.0580924,0.0,0.0,0.0,276365,48248.2687736,28794.3626436,0.0
12,2164.415,2295.33513,11444.64,3549.516,184155.354607,69203.7392629,0.0,0.0,1569.0,272813,19453.90613,-3.49245965481e-10,0.0
13,2164.415,2295.33513,11444.64,3549.516,182233.907713,66244.1861566,0.0,0.0,13666.0,267932,19453.90613,4.07453626394e-10,0.0
14,2164.415,2295.33513,11444.64,3549.516,185305.884704,58073.2091657,0.0,0.0,2975.0,262833,19453.90613,-2.91038304567e-10,0.0
15,2164.415,2295.33513,11444.64,3549.516,173364.743914,54446.927935,0.0,0.0,0.0,258380,30568.3281509,11114.4220209,0.0
16,2164.415,2295.33513,11444.64,3549.516,140879.097429,57732.4100711,0.0,0.0,0.0,257096,58484.4924998,39030.5863698,0.0
17,2164.415,2295.33513,11444.64,3549.516,83530.9975599,64415.3820784,0.0,0.0,0.0,258851,110904.620362,91450.7142317,0.0
18,36685.0,2295.33513,11444.64,3549.516,11016.2574316,64953.3955068,0.0,0.0,0.0,261378,185408.347062,131433.855932,0.0
19,36685.0,2295.33513,11444.64,3549.516,929.785164449,75117.5068879,0.0,0.0,0.0,262257,186209.707948,132235.216818,0.0
20,23485.3197705,2295.33513,11444.64,3549.516,494.334850568,93607.4245937,0.0,0.0,0.0,260974,166872.240556,126097.429655,0.0
