"generator_posoco","generator_cea","zones_gp","Region","Zone","Node.Name","Fuel","year","month","daily.mwh.monthly.avg","daily.min.monthly.avg","daily.max.monthly.avg","daily.mwh.monthly.avg.fraction","daily.min.monthly.avg.fraction","daily.max.monthly.avg.fraction","gen._capacity_mw"
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,1,110.178915967742,3.81709344867742,4.94925174596774,0.306052544354839,0.254472896578495,0.329950116397849,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,2,115.351988357143,3.82577319582143,4.67717231225,0.320422189880952,0.255051546388095,0.311811487483333,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,3,119.553042935484,4.33388759567742,5.25693382112903,0.3320917859319,0.288925839711828,0.350462254741935,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,4,93.05567,3.4070103092,4.3657731958,0.258487972222222,0.227134020613333,0.291051546386667,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,5,150.879946806452,5.63165946129032,6.4405719986129,0.419110963351254,0.375443964086021,0.429371466574194,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,6,236.4453608,9.12824742266667,9.8140206187,0.656792668888889,0.608549828177778,0.654268041246667,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,7,283.626205483871,11.5801795817419,11.8499501167419,0.78785057078853,0.772011972116129,0.789996674449462,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,8,254.562021935484,10.3434652475806,10.7237778520968,0.707116727598566,0.68956434983871,0.714918523473118,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,9,152.523711366667,5.35587628856667,7.0564948455,0.423676976018519,0.357058419237778,0.4704329897,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,10,144.714333322581,5.43811107409677,5.56301962087097,0.401984259229391,0.362540738273118,0.370867974724731,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,11,87.3731959,2.74680412366667,3.5348453608,0.242703321944444,0.183120274911111,0.235656357386667,15
"GEN_111000_UBDCPH-1_132_1","GEN_131100_UBDCPH-1_132_1","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,12,98.8293981935484,2.85653475222581,4.49630861322581,0.27452610609319,0.190435650148387,0.299753907548387,15
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,1,121.196807483871,4.19880279345161,5.44417692054839,0.306052544151189,0.254472896572825,0.329950116396872,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,2,126.887187071429,4.20835051546429,5.14488954342857,0.320422189574315,0.255051546391775,0.31181148748052,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,3,131.508347193548,4.76727635516129,5.78262720319355,0.332091785842294,0.288925839706745,0.350462254739003,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,4,102.3612371,3.7477113403,4.8023505155,0.258487972474747,0.227134020624242,0.291051546393939,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,5,165.967941322581,6.19482540735484,7.08462919835484,0.41911096293581,0.375443964082111,0.42937146656696,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,6,260.089896933333,10.0410721646667,10.7954226801333,0.656792669023569,0.608549828161616,0.654268041220202,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,7,311.988826,12.7381975393871,13.0349451274194,0.787850570707071,0.772011972084066,0.789996674389052,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,8,280.01822416129,11.3778117724516,11.7961556364839,0.707116727680026,0.689564349845552,0.714918523423265,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,9,167.776082333333,5.8914639175,7.7621443302,0.423676975589226,0.357058419242424,0.470432989709091,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,10,159.185766548387,5.98192218151613,6.11932158287097,0.401984258960573,0.362540738273705,0.370867974719453,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,11,96.1105154333333,3.02148453606667,3.88832989693333,0.242703321801347,0.183120274913131,0.235656357389899,16.5
"GEN_111000_UBDCPH-1_132_2","GEN_131100_UBDCPH-1_132_2","Punjab","PUNJAB","NR","111000_UBDCPH-1_132","HYDRO-ROR",2014,12,108.712337903226,3.14218822745161,4.94593947448387,0.274526105816227,0.190435650148583,0.299753907544477,16.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,1,143.232590580645,4.96222148322581,6.43402726970968,0.306052543975738,0.254472896575682,0.329950116395368,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,2,149.957584642857,4.97350515457143,6.08032400596429,0.320422189407814,0.255051546388278,0.311811487485348,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,3,155.418955774194,5.63405387435484,6.83401396745161,0.332091785842294,0.288925839710505,0.350462254741108,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,4,120.9723712,4.4291134021,5.6755051547,0.258487972649573,0.227134020620513,0.291051546394872,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,5,196.143930870968,7.32115729954839,8.37274359780645,0.419110963399504,0.375443964079405,0.429371466554177,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,6,307.378969033333,11.8667216489667,12.7582268047333,0.656792668874644,0.608549828152137,0.654268041268376,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,7,368.714067096774,15.0542334541935,15.4049351503226,0.787850570719603,0.772011972009926,0.789996674375517,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,8,330.930628516129,13.4465048218387,13.9409112076774,0.707116727598566,0.689564349837883,0.714918523470637,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,9,198.2808248,6.96263917543333,9.1734432984,0.423676976068376,0.357058419252991,0.470432989661539,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,10,188.12863316129,7.06954439641935,7.23192550712903,0.401984258891646,0.362540738277916,0.370867974724566,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,11,113.585154666667,3.57084536073333,4.59529896903333,0.242703321937322,0.183120274909402,0.235656357386325,19.5
"GEN_111009_MUKERIAN-4_132_1","GEN_131110_MUKERIAN-4_132_1","Punjab","PUNJAB","NR","111009_MUKERIAN-4_132","HYDRO-ROR",2014,12,128.478217451613,3.71349517787097,5.84520119712903,0.27452610566584,0.190435650147229,0.299753907545079,19.5
