"state","fuel","generator_cea","node","gen_capacity","voltage","region","vom","var_cost","heat_rate","fuel_price","owner_type","generator_posoco","type","zones_gp"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_362003_SAT2_220_6","362003_SAT2_220",220,220,"WR",2043,2614,11.43,50,"MADHYA PRADESH State or Private","GEN_322010_SAT2_220_6","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_362003_SAT2_220_7","362003_SAT2_220",220,220,"WR",1428,1999,11.43,50,"MADHYA PRADESH State or Private","GEN_322010_SAT2_220_7","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_362017_BIRST2_220_1","362017_BIRST2_220",210,220,"WR",1928,2499,11.43,50,"MADHYA PRADESH State or Private","GEN_322014_BIRST2_220_1","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_362017_BIRST2_220_2","362017_BIRST2_220",210,220,"WR",1928,2499,11.43,50,"MADHYA PRADESH State or Private","GEN_322014_BIRST2_220_2","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_362017_BIRST2_220_3","362017_BIRST2_220",210,220,"WR",1928,2499,11.43,50,"MADHYA PRADESH State or Private","GEN_322014_BIRST2_220_3","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_362026_AMARK2_220_1","362026_AMARK2_220",120,220,"WR",1038,1609,11.43,50,"MADHYA PRADESH State or Private","GEN_322013_AMARK2_220_1","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_362026_AMARK2_220_2","362026_AMARK2_220",120,220,"WR",1038,1609,11.43,50,"MADHYA PRADESH State or Private","GEN_322013_AMARK2_220_2","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_362026_AMARK2_220_3","362026_AMARK2_220",210,220,"WR",1038,1609,11.43,50,"MADHYA PRADESH State or Private","GEN_322013_AMARK2_220_3","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364003_SATPU4_400_10","364003_SATPU4_400",210,400,"WR",1208,1779,11.43,50,"MADHYA PRADESH State or Private","GEN_324003_SATPURA_400_10","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364003_SATPU4_400_11","364003_SATPU4_400",210,400,"WR",1208,1779,11.43,50,"MADHYA PRADESH State or Private","GEN_324003_SATPURA_400_11","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364003_SATPU4_400_8","364003_SATPU4_400",210,400,"WR",1208,1779,11.43,50,"MADHYA PRADESH State or Private","GEN_324003_SATPURA_400_8","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364003_SATPU4_400_9","364003_SATPU4_400",210,400,"WR",1208,1779,11.43,50,"MADHYA PRADESH State or Private","GEN_324003_SATPURA_400_9","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364008_VINDH_W4_400_1","364008_VINDH_W4_400",210,400,"WR",958,1529,11.43,50,"MADHYA PRADESH Central","GEN_324030_VINDHYACHAL_400_1","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364008_VINDH_W4_400_10","364008_VINDH_W4_400",500,400,"WR",858,1429,11.43,50,"MADHYA PRADESH Central","GEN_324030_VINDHYACHAL_400_10","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364008_VINDH_W4_400_2","364008_VINDH_W4_400",210,400,"WR",958,1529,11.43,50,"MADHYA PRADESH Central","GEN_324030_VINDHYACHAL_400_2","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364008_VINDH_W4_400_3","364008_VINDH_W4_400",210,400,"WR",958,1529,11.43,50,"MADHYA PRADESH Central","GEN_324030_VINDHYACHAL_400_3","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364008_VINDH_W4_400_4","364008_VINDH_W4_400",210,400,"WR",958,1529,11.43,50,"MADHYA PRADESH Central","GEN_324030_VINDHYACHAL_400_4","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364008_VINDH_W4_400_5","364008_VINDH_W4_400",210,400,"WR",958,1529,11.43,50,"MADHYA PRADESH Central","GEN_324030_VINDHYACHAL_400_5","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364008_VINDH_W4_400_6","364008_VINDH_W4_400",210,400,"WR",958,1529,11.43,50,"MADHYA PRADESH Central","GEN_324030_VINDHYACHAL_400_6","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364008_VINDH_W4_400_7","364008_VINDH_W4_400",500,400,"WR",978,1549,11.43,50,"MADHYA PRADESH Central","GEN_324030_VINDHYACHAL_400_7","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364008_VINDH_W4_400_8","364008_VINDH_W4_400",500,400,"WR",978,1549,11.43,50,"MADHYA PRADESH Central","GEN_324030_VINDHYACHAL_400_8","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364008_VINDH_W4_400_9","364008_VINDH_W4_400",500,400,"WR",858,1429,11.43,50,"MADHYA PRADESH Central","GEN_324030_VINDHYACHAL_400_9","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364022_VINDH-IV-V_400_1","364022_VINDH-IV-V_400",500,400,"WR",898,1469,11.43,50,"MADHYA PRADESH Central","GEN_324031_VINDH-IV_400_1","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364027_MAHAN_400_1","364027_MAHAN_400",600,400,"WR",1365,1936,11.43,50,"MADHYA PRADESH State or Private","GEN_324034_MAHAN_400_1","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364027_MAHAN_400_2","364027_MAHAN_400",600,400,"WR",1365,1936,11.43,50,"MADHYA PRADESH State or Private","GEN_324034_MAHAN_400_2","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364028_JP-BINA_400_1","364028_JP-BINA_400",250,400,"WR",2078,2649,11.43,50,"MADHYA PRADESH State or Private","GEN_324035_JP-BINA_400_1","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364028_JP-BINA_400_2","364028_JP-BINA_400",250,400,"WR",2078,2649,11.43,50,"MADHYA PRADESH State or Private","GEN_324035_JP-BINA_400_2","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364030_MALWA_400_1","364030_MALWA_400",600,400,"WR",1396,1967,11.43,50,"MADHYA PRADESH State or Private","GEN_324025_MALWA_400_1","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364030_MALWA_400_2","364030_MALWA_400",600,400,"WR",1396,1967,11.43,50,"MADHYA PRADESH State or Private","GEN_324025_MALWA_400_2","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364034_ANUPPUR_400_1","364034_ANUPPUR_400",600,400,"WR",1047,1618,11.43,50,"MADHYA PRADESH State or Private",NA,"coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364034_ANUPPUR_400_2","364034_ANUPPUR_400",600,400,"WR",1047,1618,11.43,50,"MADHYA PRADESH State or Private",NA,"coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364038_JHABUAPOWER_400_1","364038_JHABUAPOWER_400",600,400,"WR",1047,1618,11.43,50,"MADHYA PRADESH State or Private",NA,"coal","Madhya_Pradesh"
"MADHYA PRADESH","SUBCRITICAL-COAL","GEN_364038_JHABUAPOWER_400_2","364038_JHABUAPOWER_400",600,400,"WR",1047,1618,11.43,50,"MADHYA PRADESH State or Private",NA,"coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_364033_NIGRI_400_1","364033_NIGRI_400",660,400,"WR",666,1237,11.43,50,"MADHYA PRADESH State or Private","GEN_324028_NIGRI_400_1","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_364033_NIGRI_400_2","364033_NIGRI_400",660,400,"WR",666,1237,11.43,50,"MADHYA PRADESH State or Private","GEN_324028_NIGRI_400_2","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368024_SASAN_765_1","368024_SASAN_765",660,765,"WR",644,1215,11.43,50,"MADHYA PRADESH Central","GEN_327008_SASAN_765_1","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368024_SASAN_765_2","368024_SASAN_765",660,765,"WR",644,1215,11.43,50,"MADHYA PRADESH Central","GEN_327008_SASAN_765_2","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368024_SASAN_765_3","368024_SASAN_765",660,765,"WR",644,1215,11.43,50,"MADHYA PRADESH Central","GEN_327008_SASAN_765_3","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368024_SASAN_765_4","368024_SASAN_765",660,765,"WR",644,1215,11.43,50,"MADHYA PRADESH Central","GEN_327008_SASAN_765_4","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368024_SASAN_765_5","368024_SASAN_765",660,765,"WR",644,1215,11.43,50,"MADHYA PRADESH Central","GEN_327008_SASAN_765_5","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368024_SASAN_765_6","368024_SASAN_765",660,765,"WR",644,1215,11.43,50,"MADHYA PRADESH Central","GEN_327008_SASAN_765_6","coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368027_GADARWARAST_765_1","368027_GADARWARAST_765",800,765,"WR",644,1215,11.43,50,"MADHYA PRADESH Central",NA,"coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368027_GADARWARAST_765_2","368027_GADARWARAST_765",800,765,"WR",644,1215,11.43,50,"MADHYA PRADESH Central",NA,"coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368039_DWARKESH_400_1","368039_DWARKESH_400",660,400,"WR",644,1215,11.43,50,"MADHYA PRADESH State or Private",NA,"coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368039_DWARKESH_400_2","368039_DWARKESH_400",660,400,"WR",644,1215,11.43,50,"MADHYA PRADESH State or Private",NA,"coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368040_KHARGONE_400_1","368040_KHARGONE_400",660,400,"WR",644,1215,11.43,50,"MADHYA PRADESH Central",NA,"coal","Madhya_Pradesh"
"MADHYA PRADESH","SUPERCRITICAL-COAL","GEN_368040_KHARGONE_400_2","368040_KHARGONE_400",660,400,"WR",644,1215,11.43,50,"MADHYA PRADESH Central",NA,"coal","Madhya_Pradesh"
"MAHARASHTRA","CCGT-LNG","GEN_372024_URAN2_220_5","372024_URAN2_220",108,220,"WR",1062,2520,7.29,200,"MAHARASHTRA State or Private","GEN_332005_URAN2_220_5","gas_ccgt","Maharashtra"
"MAHARASHTRA","CCGT-LNG","GEN_372024_URAN2_220_6","372024_URAN2_220",108,220,"WR",1062,2520,7.29,200,"MAHARASHTRA State or Private","GEN_332005_URAN2_220_6","gas_ccgt","Maharashtra"
"MAHARASHTRA","CCGT-LNG","GEN_372024_URAN2_220_G1","372024_URAN2_220",108,220,"WR",1062,2520,7.29,200,"MAHARASHTRA State or Private","GEN_332005_URAN2_220_7","gas_ccgt","Maharashtra"
"MAHARASHTRA","CCGT-LNG","GEN_372024_URAN2_220_G2","372024_URAN2_220",108,220,"WR",1062,2520,7.29,200,"MAHARASHTRA State or Private","GEN_332005_URAN2_220_8","gas_ccgt","Maharashtra"
"MAHARASHTRA","CCGT-LNG","GEN_372024_URAN2_220_G3","372024_URAN2_220",120,220,"WR",1062,2520,7.29,200,"MAHARASHTRA State or Private","GEN_332005_URAN2_220_W1","gas_ccgt","Maharashtra"
"MAHARASHTRA","CCGT-LNG","GEN_372024_URAN2_220_G4","372024_URAN2_220",120,220,"WR",1062,2520,7.29,200,"MAHARASHTRA State or Private","GEN_332005_URAN2_220_W2","gas_ccgt","Maharashtra"
"MAHARASHTRA","CCGT-LNG","GEN_374024_RGPPL_400_1","374024_RGPPL_400",640,400,"WR",1062,2520,7.29,200,"MAHARASHTRA Central","GEN_334044_RGPPL_400_1","gas_ccgt","Maharashtra"
"MAHARASHTRA","CCGT-LNG","GEN_374024_RGPPL_400_2","374024_RGPPL_400",663.54,400,"WR",1062,2520,7.29,200,"MAHARASHTRA Central","GEN_334044_RGPPL_400_2","gas_ccgt","Maharashtra"
"MAHARASHTRA","CCGT-LNG","GEN_374024_RGPPL_400_3","374024_RGPPL_400",663.54,400,"WR",1062,2520,7.29,200,"MAHARASHTRA Central","GEN_334044_RGPPL_400_3","gas_ccgt","Maharashtra"
"MAHARASHTRA","CCGT-LNG","GEN_374024_RGPPL_400_4","374024_RGPPL_400",235,400,"WR",1062,2520,7.29,200,"MAHARASHTRA Central","GEN_334044_RGPPL_400_4","gas_ccgt","Maharashtra"
"MAHARASHTRA","NUCLEAR","GEN_372007_TAPS2_220_1","372007_TAPS2_220",160,220,"WR",970,970,0,0,"MAHARASHTRA Central","GEN_332219_TAPS2_220_1","mustrun","Maharashtra"
"MAHARASHTRA","NUCLEAR","GEN_372007_TAPS2_220_2","372007_TAPS2_220",160,220,"WR",970,970,0,0,"MAHARASHTRA Central","GEN_332219_TAPS2_220_2","mustrun","Maharashtra"
"MAHARASHTRA","NUCLEAR","GEN_374017_TAPS4_400_1","374017_TAPS4_400",540,400,"WR",970,970,0,0,"MAHARASHTRA Central","GEN_334043_TARAPUR-3&4_400_1","mustrun","Maharashtra"
"MAHARASHTRA","NUCLEAR","GEN_374017_TAPS4_400_2","374017_TAPS4_400",540,400,"WR",970,970,0,0,"MAHARASHTRA Central","GEN_334043_TARAPUR-3&4_400_2","mustrun","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_371006_BHUSA1_132_2","371006_BHUSA1_132",210,132,"WR",2488,3059,11.43,50,"MAHARASHTRA State or Private","GEN_331013_BHUSA1_132_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_371006_BHUSA1_132_3","371006_BHUSA1_132",210,132,"WR",2488,3059,11.43,50,"MAHARASHTRA State or Private","GEN_331013_BHUSA1_132_3","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372005_PARLI2_220_3","372005_PARLI2_220",210,220,"WR",2398,2969,11.43,50,"MAHARASHTRA State or Private","GEN_332024_PARLI2_220_3","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372005_PARLI2_220_4","372005_PARLI2_220",210,220,"WR",2398,2969,11.43,50,"MAHARASHTRA State or Private","GEN_332024_PARLI2_220_4","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372005_PARLI2_220_5","372005_PARLI2_220",210,220,"WR",2398,2969,11.43,50,"MAHARASHTRA State or Private","GEN_332024_PARLI2_220_5","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372005_PARLI2_220_6","372005_PARLI2_220",250,220,"WR",2148,2719,11.43,50,"MAHARASHTRA State or Private","GEN_332024_PARLI2_220_6","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372005_PARLI2_220_7","372005_PARLI2_220",250,220,"WR",2148,2719,11.43,50,"MAHARASHTRA State or Private","GEN_332024_PARLI2_220_7","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372006_CHAND2_220_1","372006_CHAND2_220",210,220,"WR",2058,2629,11.43,50,"MAHARASHTRA State or Private","GEN_332027_CHAND2_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372009_KORAD2_220_5","372009_KORAD2_220",200,220,"WR",2928,3499,11.43,50,"MAHARASHTRA State or Private","GEN_332031_KORAD2_220_5","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372026_BARAMATI_220_1","372026_BARAMATI_220",210,220,"WR",1768,2339,11.43,50,"MAHARASHTRA State or Private",NA,"coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372046_WARDH2_220_1","372046_WARDH2_220",40,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332029_WARDH2_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372046_WARDH2_220_2","372046_WARDH2_220",40,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332029_WARDH2_220_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372051_NASIK2_220_1","372051_NASIK2_220",140,220,"WR",2043,2614,11.43,50,"MAHARASHTRA State or Private","GEN_332040_NASIK2_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372051_NASIK2_220_2","372051_NASIK2_220",140,220,"WR",3318,3889,11.43,50,"MAHARASHTRA State or Private","GEN_332040_NASIK2_220_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372051_NASIK2_220_3","372051_NASIK2_220",210,220,"WR",3318,3889,11.43,50,"MAHARASHTRA State or Private","GEN_332040_NASIK2_220_3","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372051_NASIK2_220_4","372051_NASIK2_220",210,220,"WR",3318,3889,11.43,50,"MAHARASHTRA State or Private","GEN_332040_NASIK2_220_4","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372051_NASIK2_220_5","372051_NASIK2_220",210,220,"WR",3318,3889,11.43,50,"MAHARASHTRA State or Private","GEN_332040_NASIK2_220_5","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372052_TROMB2_220_5","372052_TROMB2_220",500,220,"WR",2088,2659,11.43,50,"MAHARASHTRA State or Private","GEN_332041_TROMB2_220_5","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372052_TROMB2_220_6","372052_TROMB2_220",500,220,"WR",6308,6879,11.43,50,"MAHARASHTRA State or Private","GEN_332041_TROMB2_220_6","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372052_TROMB2_220_7","372052_TROMB2_220",150,220,"WR",4838,5409,11.43,50,"MAHARASHTRA State or Private","GEN_332041_TROMB2_220_7","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372052_TROMB2_220_8","372052_TROMB2_220",250,220,"WR",2018,2589,11.43,50,"MAHARASHTRA State or Private","GEN_332041_TROMB2_220_8","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372052_TROMB2_220_G1","372052_TROMB2_220",180,220,"WR",2088,2659,11.43,50,"MAHARASHTRA State or Private","GEN_332041_TROMB2_220_4","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372053_KKHED2_220_1","372053_KKHED2_220",210,220,"WR",2378,2949,11.43,50,"MAHARASHTRA State or Private","GEN_332042_KKHED2_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372053_KKHED2_220_2","372053_KKHED2_220",210,220,"WR",2378,2949,11.43,50,"MAHARASHTRA State or Private","GEN_332042_KKHED2_220_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372053_KKHED2_220_3","372053_KKHED2_220",210,220,"WR",2378,2949,11.43,50,"MAHARASHTRA State or Private","GEN_332042_KKHED2_220_3","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372053_KKHED2_220_4","372053_KKHED2_220",210,220,"WR",2378,2949,11.43,50,"MAHARASHTRA State or Private","GEN_332042_KKHED2_220_4","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372090_DAHAN2_220_1","372090_DAHAN2_220",250,220,"WR",2338,2909,11.43,50,"MAHARASHTRA State or Private","GEN_332082_DAHAN2_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372090_DAHAN2_220_2","372090_DAHAN2_220",250,220,"WR",2338,2909,11.43,50,"MAHARASHTRA State or Private","GEN_332082_DAHAN2_220_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372111_PARAS_220_3","372111_PARAS_220",250,220,"WR",1768,2339,11.43,50,"MAHARASHTRA State or Private","GEN_332105_PARAS_220_3","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372111_PARAS_220_4","372111_PARAS_220",250,220,"WR",1768,2339,11.43,50,"MAHARASHTRA State or Private","GEN_332105_PARAS_220_4","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372170_PAWAS_220_1","372170_PAWAS_220",22,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332165_PAWAS_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372184_INDORAM_220_1","372184_INDORAM_220",22,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332179_INDORAM_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372187_CHND-MDC_220_1","372187_CHND-MDC_220",63,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332182_CHND-MDC_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372188_MATRDEV_220_1","372188_MATRDEV_220",27,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332183_MATRDEV_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372190_FINOLEX_220_1","372190_FINOLEX_220",22,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332185_FINOLEX_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372195_KSK-WRDH_220_1","372195_KSK-WRDH_220",135,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332190_KSK-WRDH_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372195_KSK-WRDH_220_2","372195_KSK-WRDH_220",135,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332190_KSK-WRDH_220_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372195_KSK-WRDH_220_3","372195_KSK-WRDH_220",135,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332190_KSK-WRDH_220_3","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372195_KSK-WRDH_220_4","372195_KSK-WRDH_220",135,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332190_KSK-WRDH_220_4","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372203_VIDARBHA_220_1","372203_VIDARBHA_220",300,220,"WR",2288,2859,11.43,50,"MAHARASHTRA State or Private","GEN_332198_VIDARBHA_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372203_VIDARBHA_220_2","372203_VIDARBHA_220",300,220,"WR",2288,2859,11.43,50,"MAHARASHTRA State or Private","GEN_332198_VIDARBHA_220_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372204_ABHI-NG_220_1","372204_ABHI-NG_220",62.5,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332199_ABHI-NG_220_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372204_ABHI-NG_220_2","372204_ABHI-NG_220",62.5,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332199_ABHI-NG_220_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372204_ABHI-NG_220_3","372204_ABHI-NG_220",62.5,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332199_ABHI-NG_220_3","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_372204_ABHI-NG_220_4","372204_ABHI-NG_220",62.5,220,"WR",2344,2915,11.43,50,"MAHARASHTRA State or Private","GEN_332199_ABHI-NG_220_4","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374006_CHNDR4_400_2","374006_CHNDR4_400",210,400,"WR",2058,2629,11.43,50,"MAHARASHTRA State or Private","GEN_334007_CHANDRAPUR_400_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374006_CHNDR4_400_3","374006_CHNDR4_400",210,400,"WR",2058,2629,11.43,50,"MAHARASHTRA State or Private","GEN_334007_CHANDRAPUR_400_3","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374006_CHNDR4_400_4","374006_CHNDR4_400",210,400,"WR",2058,2629,11.43,50,"MAHARASHTRA State or Private","GEN_334007_CHANDRAPUR_400_4","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374006_CHNDR4_400_5","374006_CHNDR4_400",500,400,"WR",2058,2629,11.43,50,"MAHARASHTRA State or Private","GEN_334007_CHANDRAPUR_400_5","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374006_CHNDR4_400_6","374006_CHNDR4_400",500,400,"WR",2058,2629,11.43,50,"MAHARASHTRA State or Private","GEN_334007_CHANDRAPUR_400_6","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374006_CHNDR4_400_7","374006_CHNDR4_400",500,400,"WR",2058,2629,11.43,50,"MAHARASHTRA State or Private","GEN_334007_CHANDRAPUR_400_7","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374009_KORADI-I_400_1","374009_KORADI-I_400",210,400,"WR",2928,3499,11.43,50,"MAHARASHTRA State or Private","GEN_334010_KORADI_400_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374009_KORADI-I_400_2","374009_KORADI-I_400",210,400,"WR",2928,3499,11.43,50,"MAHARASHTRA State or Private","GEN_334010_KORADI_400_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374023_JAIGAD_400_1","374023_JAIGAD_400",300,400,"WR",1168,1739,11.43,50,"MAHARASHTRA State or Private","GEN_334023_JAIGAD_400_1","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374023_JAIGAD_400_2","374023_JAIGAD_400",300,400,"WR",1168,1739,11.43,50,"MAHARASHTRA State or Private","GEN_334023_JAIGAD_400_2","coal","Maharashtra"
"MAHARASHTRA","SUBCRITICAL-COAL","GEN_374023_JAIGAD_400_3","374023_JAIGAD_400",300,400,"WR",1168,1739,11.43,50,"MAHARASHTRA State or Private","GEN_334023_JAIGAD_400_3","coal","Maharashtra"
