Timepoint,HYDRO-STORAGE,HYDRO-ROR,NUCLEAR,HYDRO-PONDAGE,solarPV,wind,Bat-Storage-Discharge,Bat-Storage-Charge,curtailment,load,netload,netnetload,Bat-Storage-Energy-MWh
1,16299.1121752,2295.33513,3430.0,748.413,0.0,0.0,0.0,0.0,0.0,234669,234669.0,211896.139695,120000.0
2,1396.73355,2295.33513,3430.0,748.413,0.0,0.0,10360.3786252,0.0,0.0,230127,230127.0,211896.139695,109639.621375
3,1396.73355,2295.33513,3430.0,748.413,0.0,0.0,10822.3786252,0.0,0.0,230589,230589.0,211896.139695,98817.2427496
4,14118.1121752,2295.33513,3430.0,748.413,0.0,0.0,0.0,0.0,0.0,232488,232488.0,211896.139695,98817.2427496
5,1396.73355,2295.33513,3430.0,748.413,0.0,0.0,17801.3786252,0.0,0.0,237568,237568.0,211896.139695,81015.8641244
6,1396.73355,2295.33513,3430.0,748.413,0.0,0.0,25344.3786252,0.0,0.0,245111,245111.0,211896.139695,55671.4854992
7,1396.73355,2295.33513,3430.0,748.413,0.0,0.0,34618.3786252,0.0,0.0,254385,254385.0,211896.139695,21053.106874
8,9605.37718238,2295.33513,3430.0,748.413,15162.6281189,0.0,21053.106874,0.0,0.0,264191,249028.371881,211896.139695,0.0
9,1396.73355,2295.33513,3430.0,748.413,86219.7446432,0.0,0.0,0.0,0.0,272083,185863.255357,177992.773677,0.0
10,1396.73355,2295.33513,3430.0,748.413,157253.021789,0.0,0.0,0.0,0.0,277079,119825.978211,111955.496531,0.0
11,1396.73355,2295.33513,3430.0,748.413,214543.444664,0.0,0.0,-29388.5664586,0.0,276365,61821.5553362,83339.6401149,24980.2814898
12,1396.73355,2295.33513,3430.0,748.413,247063.276961,0.0,0.0,-60000.0,0.0,272813,25749.7230393,77879.2413593,75980.2814898
13,1396.73355,2295.33513,3430.0,748.413,258368.457349,0.0,0.0,-60000.0,0.0,267932,9563.5426511,61693.0609711,126980.28149
14,1396.73355,2295.33513,3430.0,748.413,246874.309143,0.0,0.0,-60000.0,0.0,262833,15958.6908566,68088.2091766,177980.28149
15,1396.73355,2295.33513,3430.0,748.413,225643.923517,0.0,0.0,-58474.0453116,0.0,258380,32736.0764833,83339.6401149,227683.220005
16,1396.73355,2295.33513,3430.0,748.413,180376.207611,0.0,0.0,-14490.3294063,0.0,257096,76719.7923886,83339.6401149,240000.0
