Timepoint,net_load_final,hydro_dispatch_final
1.0,199013.0,1396.73355
2.0,195177.0,1396.73355
3.0,196780.0,1396.73355
4.0,200398.0,1396.73355
5.0,206343.582028,2322.15152191
6.0,206343.582028,10621.1515219
7.0,206343.582028,20105.1515219
8.0,206343.582028,22693.1515219
9.0,196994.0,1396.73355
10.0,162719.0,1396.73355
11.0,127733.0,1396.73355
12.0,103070.0,1396.73355
13.0,90915.0,1396.73355
14.0,93522.0,1396.73355
15.0,101976.0,1396.73355
16.0,124857.0,1396.73355
17.0,168237.0,1396.73355
18.0,206343.582028,21663.1515219
19.0,210422.28355,23673.45
20.0,206343.582028,21306.1515219
21.0,206343.582028,13800.1515219
22.0,206343.582028,5705.15152191
23.0,203251.0,1396.73355
24.0,198785.0,1396.73355
25.0,196207.0,1361.223375
26.0,194542.0,1361.223375
27.0,194809.0,1361.223375
28.0,199284.0,1361.223375
29.0,206642.0,1361.223375
30.0,215856.0,1361.223375
31.0,216222.47509,11340.748285
32.0,216222.47509,15679.748285
33.0,200830.0,1361.223375
34.0,168145.0,1361.223375
35.0,135185.0,1361.223375
36.0,112374.0,1361.223375
37.0,104837.0,1361.223375
38.0,106125.0,1361.223375
39.0,114584.0,1361.223375
40.0,141316.0,1361.223375
41.0,187776.0,1361.223375
42.0,226673.773375,23673.45
43.0,232416.773375,23673.45
44.0,225200.773375,23673.45
45.0,216222.47509,23204.7482851
46.0,216222.47509,13745.748285
47.0,216222.47509,6069.74828505
48.0,215668.0,1361.223375
49.0,211595.0,1427.509035
50.0,208606.0,1427.509035
51.0,208521.0,1427.509035
52.0,211583.0,1427.509035
53.0,218436.0,1427.509035
54.0,228135.0,1427.509035
55.0,233456.078819,7339.43021631
56.0,233456.078819,12492.4302163
57.0,214679.0,1427.509035
58.0,181019.0,1427.509035
59.0,144371.0,1427.509035
60.0,120464.0,1427.509035
61.0,107480.0,1427.509035
62.0,105987.0,1427.509035
63.0,118440.0,1427.509035
64.0,147811.0,1427.509035
65.0,195769.0,1427.509035
66.0,234703.059035,23673.45
67.0,244650.059035,23673.45
68.0,241691.059035,23673.45
69.0,235160.059035,23673.45
70.0,233456.078819,17169.4302163
71.0,233456.078819,8305.43021631
72.0,233193.0,1427.509035
73.0,224409.560961,4519.82549852
74.0,223307.0,1581.38646
75.0,221797.0,1581.38646
76.0,224209.0,1581.38646
77.0,224409.560961,5680.82549852
78.0,224409.560961,11830.8254985
79.0,224409.560961,18757.8254985
80.0,224409.560961,19222.8254985
81.0,205690.0,1581.38646
82.0,166748.0,1581.38646
83.0,131380.0,1581.38646
84.0,108299.0,1581.38646
85.0,93526.0,1581.38646
86.0,93990.0,1581.38646
87.0,106062.0,1581.38646
88.0,134677.0,1581.38646
89.0,179972.0,1581.38646
90.0,224409.560961,14735.8254985
91.0,224409.560961,23580.8254985
92.0,224409.560961,20908.8254985
93.0,224409.560961,15287.8254985
94.0,224409.560961,6175.82549852
95.0,222021.0,1581.38646
96.0,218222.0,1581.38646
97.0,215783.0,1676.08026
98.0,214703.0,1676.08026
99.0,216484.0,1676.08026
100.0,219845.0,1676.08026
101.0,223085.082705,3598.99755546
102.0,223085.082705,10300.9975555
103.0,223085.082705,17611.9975555
104.0,223085.082705,18917.9975555
105.0,203594.0,1676.08026
106.0,165275.0,1676.08026
107.0,130199.0,1676.08026
108.0,104790.0,1676.08026
109.0,89457.0,1676.08026
110.0,88798.0,1676.08026
