Timepoint,net_load_final,hydro_dispatch_final
1.0,158530.0,1396.73355
2.0,156269.0,1396.73355
3.0,159379.0,1396.73355
4.0,165630.0,1396.73355
5.0,171406.361115,4859.37243505
6.0,171406.361115,14432.372435
7.0,171849.28355,23673.45
8.0,175390.28355,23673.45
9.0,171406.361115,3743.37243505
10.0,144991.0,1396.73355
11.0,111852.0,1396.73355
12.0,89331.0,1396.73355
13.0,79245.0,1396.73355
14.0,84912.0,1396.73355
15.0,93658.0,1396.73355
16.0,112488.0,1396.73355
17.0,148542.0,1396.73355
18.0,178423.28355,23673.45
19.0,179572.28355,23673.45
20.0,171406.361115,18058.372435
21.0,171406.361115,6102.37243505
22.0,167610.0,1396.73355
23.0,162163.0,1396.73355
24.0,161198.0,1396.73355
25.0,162334.0,1361.223375
26.0,163163.0,1361.223375
27.0,165667.0,1361.223375
28.0,172834.0,1361.223375
29.0,182819.0,1361.223375
30.0,189470.87509,5470.34828505
31.0,189470.87509,16998.3482851
32.0,189470.87509,22687.3482851
33.0,188867.0,1361.223375
34.0,162272.0,1361.223375
35.0,133422.0,1361.223375
36.0,115908.0,1361.223375
37.0,112503.0,1361.223375
38.0,115349.0,1361.223375
39.0,123368.0,1361.223375
40.0,145850.0,1361.223375
41.0,185153.0,1361.223375
42.0,215422.773375,23673.45
43.0,214221.773375,23673.45
44.0,198877.773375,23673.45
45.0,189470.87509,17712.3482851
46.0,189470.87509,7172.34828505
47.0,189189.0,1361.223375
48.0,186070.0,1361.223375
49.0,184518.0,1427.509035
50.0,183720.0,1427.509035
51.0,184927.0,1427.509035
52.0,189319.0,1427.509035
53.0,198490.0,1427.509035
54.0,209572.0,1427.509035
55.0,219738.063055,3493.44598005
56.0,219738.063055,10261.44598
57.0,206120.0,1427.509035
58.0,179683.0,1427.509035
59.0,147381.0,1427.509035
60.0,127953.0,1427.509035
61.0,118810.0,1427.509035
62.0,118627.0,1427.509035
63.0,129918.0,1427.509035
64.0,155300.0,1427.509035
65.0,197212.0,1427.509035
66.0,229667.059035,23673.45
