Timepoint,net_load_final,hydro_dispatch_final
1,287572.0,1396.73355
2,280653.0,1396.73355
3,282672.0,1396.73355
4,287531.0,1396.73355
5,297205.0,1396.73355
6,305396.951394,6087.78215631
7,305396.951394,20951.7821563
8,308106.28355,23673.45
9,292879.0,1396.73355
10,250291.0,1396.73355
11,204821.0,1396.73355
12,171856.0,1396.73355
13,155368.0,1396.73355
14,159152.0,1396.73355
15,168524.0,1396.73355
16,197529.0,1396.73355
17,254927.0,1396.73355
18,308843.28355,23673.45
19,316252.28355,23673.45
20,307577.28355,23673.45
21,305396.951394,15361.7821563
22,305396.951394,3397.78215631
23,295933.0,1396.73355
24,288207.0,1396.73355
25,283520.0,1361.223375
26,279792.0,1361.223375
27,279723.0,1361.223375
28,285311.0,1361.223375
29,295776.0,1361.223375
30,309632.0,1361.223375
31,316579.650519,10061.5728563
32,316579.650519,16963.5728563
33,296235.0,1361.223375
34,255922.0,1361.223375
35,211668.0,1361.223375
36,181087.0,1361.223375
37,170071.0,1361.223375
38,170165.0,1361.223375
39,182364.0,1361.223375
40,219500.0,1361.223375
41,283065.0,1361.223375
42,340544.773375,23673.45
43,346165.773375,23673.45
44,335590.773375,23673.45
45,322222.773375,23673.45
46,316579.650519,15430.5728563
47,316579.650519,3911.57285631
48,310931.0,1361.223375
49,304146.0,1427.509035
50,299026.0,1427.509035
51,298363.0,1427.509035
52,302366.0,1427.509035
53,312403.0,1427.509035
54,327673.0,1427.509035
55,341395.578819,5396.93021631
56,341395.578819,15117.9302163
57,319939.0,1427.509035
58,278212.0,1427.509035
59,229827.0,1427.509035
60,196646.0,1427.509035
61,178057.0,1427.509035
62,174954.0,1427.509035
63,190598.0,1427.509035
64,229509.0,1427.509035
65,294154.0,1427.509035
66,351628.059035,23673.45
67,363330.059035,23673.45
68,358052.059035,23673.45
69,348509.059035,23673.45
70,341395.578819,18940.9302163
71,341395.578819,5850.93021631
72,334967.0,1427.509035
73,325795.0,1581.38646
74,318730.0,1581.38646
75,315902.0,1581.38646
76,319057.0,1581.38646
77,324890.0,1581.38646
78,326946.789449,8406.59701087
79,326946.789449,19423.5970109
80,326946.789449,21554.5970109
81,301113.0,1581.38646
82,252295.0,1581.38646
83,207388.0,1581.38646
84,176988.0,1581.38646
85,157107.0,1581.38646
86,157750.0,1581.38646
87,173297.0,1581.38646
88,211070.0,1581.38646
89,269577.0,1581.38646
90,326946.789449,17993.5970109
91,332163.93646,23673.45
92,328728.93646,23673.45
93,326946.789449,17713.5970109
94,326946.789449,5099.59701087
95,320026.0,1581.38646
96,313793.0,1581.38646
97,309221.0,1676.08026
98,306930.0,1676.08026
99,308909.0,1676.08026
100,313279.0,1676.08026
101,320055.0,1676.08026
102,325440.880223,5924.20003674
103,325440.880223,17396.2000367
104,325440.880223,20645.2000367
