"","scenario","scenario_main","dispatch_cost","ann_gen_total_MWh","ann_gen_vre_nocurt_MWh","ann_gen_vre_MWh","ann_curt_vre_MWh","ann_gen_solarPV_MWh","ann_gen_wind_MWh","ann_gen_coal_MWh","ann_gen_gas_ccgt_MWh","ann_gen_gas_ct_MWh","ann_gen_diesel_MWh","ann_gen_other_MWh","ann_gen_hydro_MWh","ann_gen_nuclear_MWh","ann_discharge_bat_storage_MWh","ann_charge_bat_storage_MWh","new_capacity_coal_MW","new_capacity_gas_ccgt_MW","new_capacity_gas_ct_MW","capacity_vre_MW","capacity_solarPV_MW","capacity_wind_MW","capacity_bat_storage_MW","energy_bat_storage_MWh","scenario_build","scenario_split","rank","date_time","scenario_econ_dispatch","scenario_sensitivity","ann_cap_cost_coal_mil","ann_cap_cost_ccgt_mil","ann_cap_cost_ct_mil","ann_cap_cost_solar_mil","ann_cap_cost_wind_mil","ann_cap_cost_battery_mil","total_cost_new_conv","total_cost_vre","total_cost_capacity","total_cost_energy","total_cost","system_cost_vre","cost_vre_pMWh","cost_vre_nocurt_pMWh","cost_battery_pMWh","cost_battery_nocurt_pMWh","capacity_value_pMWh","energy_value_pMWh","system_cost_vre_pMWh","system_cost_add_pMWh_load","system_cost_add_perc","vre_share_after_curt","vre_curt","vre_share_nocurt","total_emissions_co2_milTonnes","grid_emissions_factor_kg_kWh","total_emissions_reduced_milTonnes","emissions_reduction","cost_emissions_reduction_pTonneCO2_avg","avoided_conv_cap_mw_perVREmw"
"66","S0W200","wind30LC",3532123259920,2424553182,477166828,477093308.08,73516,0,477093308.08,1763116977.13,23986377.7,1291599.33,229093.08,1139.25,128787887.33,30046800,0,0,126720,0,28800,200005,0,200005,0,0,"200 GW","0-100",2,"2018-01-17 14:02:44","ClcC70m","ClcC70mW30lc",15935.1749323899,0,1877.1704834576,0,16215.2250224738,0,17812.3454158475,16215.2250224738,34027.5704383213,54340.3578449231,88367.9282832444,-2398.33517002544,33.987533985186,33.9822973244775,0,0,4.33264561708114,34.6818613509732,-5.02697298286833,-0.989186456222449,-0.026423200413667,0.196775765374818,0.000154075924154595,0.196806088454776,1633.1434614971,0.673585332597213,432.0349767533,0.209199829298681,-5.55125232694976,0.0450988725281868
"67","S50W150","wind30LC",3583862714080,2424553182,454821772,454776174.16,45593,87798652.91,366977521.2,1783235770.94,25922219,1358091.26,426239.21,0,128787887.33,30046800,0,0,118800,0,25000,200025,50015,150010,0,0,"200 GW","25-75",3,"2018-01-17 16:51:26","ClcC70m","ClcC70mW30lc",14939.2264991155,0,1629.48826689028,3933.60041503327,12161.9254799695,0,16568.7147660058,16095.5258950027,32664.2406610085,55136.3494473846,87800.5901083932,-2965.67334487666,35.3921924883866,35.3886442687769,0,0,7.27986000178731,34.6335038086335,-6.52117132203426,-1.22318345784038,-0.0326737405732639,0.187571127553019,0.000100254303569209,0.187589934251234,1652.6693548908,0.681638731276467,412.5090833596,0.199745007849818,-7.18935282763548,0.10368703912011
"68","S100W100","wind30LC",3669520918960,2424553182,427217839,426206259.72,1011581,174521298.28,251684961.31,1807136232.63,30079657.89,1711103.81,585240.61,0,128787887.33,30046800,0,0,119460,0,27400,200102,100079,100023,0,0,"200 GW","50-50",4,"2018-01-17 18:07:51","ClcC70m","ClcC70mW30lc",15022.2222018884,0,1785.91914051175,7871.05460234159,8109.27453025123,0,16808.1413424001,15980.3291325928,32788.470474993,56454.167984,89242.638458993,-1523.62499427686,37.4943557682406,37.4055755021803,0,0,7.20608914955078,33.8631202477233,-3.57485362903354,-0.628414755175646,-0.0167862478448426,0.175787548354961,0.00236783015046329,0.17620477132516,1676.7566830339,0.691573480624068,388.4217552165,0.188081450020158,-3.92260467858609,0.0883549389811196
"69","S150W50","wind30LC",3817776955360,2424553182,392945562,375118489.13,17827089,246842981.49,128275507.47,1849931247.21,37249321.8,2553020.61,866416.04,0,128787887.33,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,"200 GW","75-25",5,"2018-01-17 19:30:53","ClcC70m","ClcC70mW30lc",15935.1749323899,0,1577.34464234979,11798.0485506176,4056.05606184516,0,17512.5195747397,15854.1046124628,33366.6241872025,58735.0300824615,92101.654269664,1335.3908163942,42.2642580194666,40.3468219154052,0,0,6.30974516022616,32.3945955128805,3.5599173463599,0.550778108852469,0.014712413683105,0.154716544027534,0.0453677928801751,0.162069269058417,1719.9003267263,0.70936795261697,345.2781115241,0.167190449565519,3.8675802833247,0.0680867230889976
"70","S200W0","wind30LC",4037051075410,2424553182,348007539,278446346.85,69561203,278446346.85,0,1945090909.13,38237835.62,2808020.62,1135382.27,0,128787887.33,30046800,0,0,144540,0,11000,200004,200004,0,0,0,"200 GW","100-0",6,"2018-01-17 20:59:34","ClcC70m","ClcC70mW30lc",18176.0589072572,0,716.974837431724,15729.9973489616,0,0,18893.0337446889,15729.9973489616,34623.0310936505,62108.4780832308,96731.5091768813,5965.24572361149,56.4920227071085,45.2001626003901,0,0,3.54247025507387,31.5262305406683,21.4233219113663,2.46034847488509,0.0657209572880858,0.114844396450942,0.199884152940721,0.143534710471036,1808.243593812,0.74580487952852,256.9348444384,0.124412902865707,23.2169589011959,0.0449991000179996
"71","S0W300","wind30LC",3114883959170,2424553182,687477610,681932644.13,5544966,0,681932644.13,1559361150.55,22579295.48,1477765.66,366499.76,1139.25,128787887.33,30046800,0,0,119460,0,33000,300007,0,300007,0,0,"300 GW","0-100",7,"2018-01-17 22:17:23","ClcC70m","ClcC70mW30lc",15022.2222018884,0,2150.92451229517,0,24322.7969966616,0,17173.1467141835,24322.7969966616,41495.9437108451,47921.2916795385,89417.2353903836,-1349.02806288624,35.6674478132547,35.3797660358154,0,0,3.96853700310551,33.6771531988932,-1.97824238874397,-0.556402752021068,-0.014862659445938,0.281261161517388,0.00806566757861395,0.283548166773106,1445.3270847766,0.596121007164032,619.8513534738,0.300144211266767,-2.17637350523791,0.0402657271330336
"72","S75W225","wind30LC",3161631743430,2424553182,662279339,656065595.63,6213742,128867976.45,527197619.18,1583444785.07,23963424.42,1574651.78,670037.57,0,128787887.33,30046800,0,0,109560,0,31400,300060,75025,225035,0,0,"300 GW","25-75",8,"2018-01-17 23:35:14","ClcC70m","ClcC70mW30lc",13777.2866602954,0,2046.63726321419,5900.59724358435,18244.5097019194,0,15823.9239235096,24145.1069455038,39969.0308690134,48640.4883604615,88609.5192294749,-2156.7442237949,36.8028854223303,36.4575874916487,0,0,6.18154304926637,33.9087335091954,-3.28739113613149,-0.889542963959988,-0.0237615182308929,0.270592371617444,0.0093823602883073,0.273155212233245,1468.3753019496,0.605627178174886,596.8031363008,0.288983811397143,-3.61382856860166,0.0785842831433713
"73","S150W150","wind30LC",3317708045430,2424553182,628643078,598136798.9,30506301,238494192.52,359642606.43,1633822536.85,30167129.67,2689828.3,902200.88,0,128787887.33,30046800,0,0,112860,0,31000,300020,150010,150010,0,0,"300 GW","50-50",9,"2018-01-18 01:01:18","ClcC70m","ClcC70mW30lc",14192.2651741597,0,2020.56545094395,11798.0485506176,12161.9254799695,0,16212.8306251037,23959.9740305871,40172.8046556908,51041.6622373846,91214.4668930754,448.203439805598,40.0576825813937,38.1137959982232,0,0,6.13002080406752,33.1783291152498,0.749332662076426,0.18486022213622,0.00493799593321754,0.246699805696405,0.0485271852464429,0.259282032939956,1518.221324914,0.626186027258692,546.9571133364,0.264847387134149,0.819448963871388,0.0689287380841277
"74","S225W75","wind30LC",3623862590950,2424553182,583353677,469369489.9,113984181,287636914.67,181732575.2,1754955851.24,36988651.58,3269001.93,1135500.19,0,128787887.33,30046800,0,0,121440,0,27200,300020,225017,75003,0,0,"300 GW","75-25",10,"2018-01-18 02:30:55","ClcC70m","ClcC70mW30lc",15271.209310207,0,1772.88323437663,17697.230122754,6080.80059178822,0,17044.0925445836,23778.0307145422,40822.1232591258,55751.7321684615,96573.8554275874,5807.59197431755,50.6595150008753,40.760916836635,0,0,6.04071879929715,32.2456187810456,12.3731774205325,2.39532463854923,0.0639840371671522,0.193590098738449,0.195394649239521,0.24060254950514,1633.0851981761,0.673561302057717,432.0932400743,0.209228041544132,13.4405990089521,0.0529964669022065
"75","S300W0","wind30LC",3987552542310,2424553182,519352657,306915697.04,212436968,306915697.04,0,1914458058.22,39618974.8,3283262.81,1442501.75,0,128787887.33,30046800,0,0,143880,0,11400,300014,300014,0,0,0,"300 GW","100-0",11,"2018-01-18 04:04:26","ClcC70m","ClcC70mW30lc",18093.0632044843,0,743.046649701969,23595.6252107526,0,0,18836.1098541863,23595.6252107526,42431.7350649389,61346.9621893846,103778.697254324,13012.4338010537,76.8798254319244,45.432761135855,0,0,3.39934321351035,31.0830619282494,42.3974202901647,5.36694096778684,0.143362008151333,0.126586498212766,0.409041827545709,0.214205512527297,1781.1926899837,0.73464781189679,283.9857482667,0.137511482304304,45.820728260044,0.0308652262894398
"76","S0W400","wind30LC",2809867508840,2424553182,888594843,843674515.67,44920318,0,843674515.67,1397834863.22,21975644.36,1734949.73,497382.38,1139.25,128787887.33,30046800,0,0,113520,0,40200,400031,0,400031,0,0,"400 GW","0-100",12,"2018-01-18 05:22:36","ClcC70m","ClcC70mW30lc",14275.2608769326,0,2620.21713315957,0,32432.1526010111,0,16895.4780100922,32432.1526010111,49327.6306111032,43228.7309052308,92556.361516334,1790.09806306419,38.4415458789285,36.4982453550105,0,0,3.53684220694657,32.7829161463239,2.12178752565805,0.738320807460096,0.0197220640682846,0.347971132138276,0.0505520909600868,0.366498392197363,1296.7387166751,0.534836161277942,768.4397215753,0.372093620261848,2.32952307488021,0.0270479037874565
"77","S100W300","wind30LC",2801857500170,2424553182,862515820,835906570.57,26609277,165365152.73,670541417.8,1404227663.24,22495412.42,2177774.99,909104.08,1969.28,128787887.33,30046800,0,0,101640,750,36400,400086,100079,300007,0,0,"400 GW","25-75",13,"2018-01-18 06:42:15","ClcC70m","ClcC70mW30lc",12781.338227021,58.1273631345119,2372.53491659225,7871.05460234159,24322.7969966616,0,15212.0005067478,32193.8515990032,47405.852105751,43105.5000026154,90511.3521083664,-254.911344903448,38.5136960665955,37.3255201266954,0,0,5.58366365766037,33.2349843663407,-0.3049519574055,-0.1051374524576,-0.00280843713517729,0.344767265480424,0.0308507378218291,0.355742174023387,1303.4549869865,0.537606267688171,761.7234512639,0.368841470139125,-0.334650777103532,0.0643611623500947
"78","S200W200","wind30LC",3053020986540,2424553182,825174368,726237461.9,98936903,275207288.6,451030173.17,1505591312.7,29050032.98,3719724.15,1119963.01,0,128787887.33,30046800,0,0,107580,0,34200,400009,200004,200005,0,0,"400 GW","50-50",14,"2018-01-18 08:13:01","ClcC70m","ClcC70mW30lc",13528.2995519768,0,2229.13994910591,15729.9973489616,16215.2250224738,0,15757.4395010827,31945.2223714354,47702.6618725181,46969.5536390769,94672.215511595,3905.95205832523,43.9872962320885,38.7132994070841,0,0,5.67580490019377,32.9331512389637,5.37834009293104,1.61099871404068,0.0430330820033831,0.299534556425333,0.119898181447148,0.340340799338259,1400.6068174183,0.577676261265982,664.5716208321,0.321798643895933,5.87739821546193,0.056898719778805
"79","S300W100","wind30LC",3467762670630,2424553182,771532271,541920287.76,229611992,317629377.66,224290910.18,1683430448.83,35497543.16,3665695.59,1204519.26,0,128787887.33,30046800,0,0,117480,0,29600,400037,300014,100023,0,0,"400 GW","75-25",15,"2018-01-18 09:46:20","ClcC70m","ClcC70mW30lc",14773.2350935698,0,1929.31410799809,23595.6252107526,8109.27453025123,0,16702.5492015679,31704.8997410038,48407.4489425717,53350.1949327692,101757.643875341,10991.3804220711,58.5047293063237,41.0934201104905,0,0,5.86225043834879,32.3601962697288,20.2822825982461,4.53336330325591,0.121095437929203,0.223513467051679,0.297605157775701,0.31821627041547,1566.9620750657,0.646289009743693,498.2163631847,0.24124615769608,22.0614601090418,0.0436459627484458
"80","S400W0","wind30LC",3960936523480,2424553182,689271552,320913650.07,368357857,320913650.07,0,1899995278.05,39790800.23,3468549.39,1550216.84,0,128787887.33,30046800,0,0,143880,0,11800,400003,400003,0,0,0,"400 GW","100-0",16,"2018-01-18 11:17:42","ClcC70m","ClcC70mW30lc",18093.0632044843,0,769.118461972213,31459.6014558543,0,0,18862.1816664566,31459.6014558543,50321.7831223109,60937.4849766154,111259.268098926,20493.0046456564,98.0313596788174,45.6418103497391,0,0,3.16982459100943,31.0032210485442,63.8583140392638,8.4522809389365,0.225777771012983,0.132359913757503,0.534416226610786,0.284288073001321,1768.1641558271,0.729274230383576,297.0142824233,0.143820154676284,68.9966976620004,0.0221498338762459
"81","S0W0","solar10LC",4607644717470,2424553182,0,0,0,0,0,2226209346.9,37431382.02,1890048.44,187717.24,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-01-17 00:22:52","ClcC70m","ClcC70mS10lc",19006.0159349858,0,873.405711053191,0,0,0,19879.421646039,0,19879.421646039,70886.8418072308,90766.2634532698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.1784382504,0.851776918560659,NA,NA,NA,NA
"82","S0W200","solar10LC",3532123259920,2424553182,477166828,477093308.08,73516,0,477093308.08,1763116977.13,23986377.7,1291599.33,229093.08,1139.25,128787887.33,30046800,0,0,126720,0,28800,200005,0,200005,0,0,"200 GW","0-100",2,"2018-01-17 14:02:44","ClcC70m","ClcC70mS10lc",15935.1749323899,0,1877.1704834576,0,21878.8607463911,0,17812.3454158475,21878.8607463911,39691.2061622386,54340.3578449231,94031.5640071617,3265.3005538919,45.8586619762909,45.8515962605664,0,0,4.33264561708114,34.6818613509732,6.84415500823661,1.34676384008965,0.0359748262147313,0.196775765374818,0.000154075924154595,0.196806088454776,1633.1434614971,0.673585332597213,432.0349767533,0.209199829298681,7.5579541694293,0.0450988725281868
"83","S50W150","solar10LC",3583862714080,2424553182,454821772,454776174.16,45593,87798652.91,366977521.2,1783235770.94,25922219,1358091.26,426239.21,0,128787887.33,30046800,0,0,118800,0,25000,200025,50015,150010,0,0,"200 GW","25-75",3,"2018-01-17 16:51:26","ClcC70m","ClcC70mS10lc",14939.2264991155,0,1629.48826689028,3590.25537352994,16409.8292570993,0,16568.7147660058,20000.0846306292,36568.799396635,55136.3494473846,91705.1488440196,938.885390749783,43.9778637646763,43.9734547945721,0,0,7.27986000178731,34.6335038086335,2.06449995425547,0.387240584252849,0.0103439907629684,0.187571127553019,0.000100254303569209,0.187589934251234,1652.6693548908,0.681638731276467,412.5090833596,0.199745007849818,2.27603567684671,0.10368703912011
"84","S100W100","solar10LC",3669520918960,2424553182,427217839,426206259.72,1011581,174521298.28,251684961.31,1807136232.63,30079657.89,1711103.81,585240.61,0,128787887.33,30046800,0,0,119460,0,27400,200102,100079,100023,0,0,"200 GW","50-50",4,"2018-01-17 18:07:51","ClcC70m","ClcC70mS10lc",15022.2222018884,0,1785.91914051175,7184.02814210743,10941.6729003589,0,16808.1413424001,18125.7010424663,34933.8423848665,56454.167984,91388.0103688665,621.746915596639,42.5280028838013,42.4273037963341,0,0,7.20608914955078,33.8631202477233,1.45879348652719,0.256437730552796,0.00684997808592991,0.175787548354961,0.00236783015046329,0.17620477132516,1676.7566830339,0.691573480624068,388.4217552165,0.188081450020158,1.60070054585405,0.0883549389811196
"85","S150W50","solar10LC",3817776955360,2424553182,392945562,375118489.13,17827089,246842981.49,128275507.47,1849931247.21,37249321.8,2553020.61,866416.04,0,128787887.33,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,"200 GW","75-25",5,"2018-01-17 19:30:53","ClcC70m","ClcC70mS10lc",15935.1749323899,0,1577.34464234979,10768.2536955559,5472.75080263595,0,17512.5195747397,16241.0044981918,33753.5240729315,58735.0300824615,92488.554155393,1722.29070212322,43.2956651533201,41.3314363840349,0,0,6.30974516022616,32.3945955128805,4.59132448021339,0.710353856087626,0.0189750093988383,0.154716544027534,0.0453677928801751,0.162069269058417,1719.9003267263,0.70936795261697,345.2781115241,0.167190449565519,4.98812593280478,0.0680867230889976
"86","S200W0","solar10LC",4037051075410,2424553182,348007539,278446346.85,69561203,278446346.85,0,1945090909.13,38237835.62,2808020.62,1135382.27,0,128787887.33,30046800,0,0,144540,0,11000,200004,200004,0,0,0,"200 GW","100-0",6,"2018-01-17 20:59:34","ClcC70m","ClcC70mS10lc",18176.0589072572,0,716.974837431724,14357.0016140654,0,0,18893.0337446889,14357.0016140654,33250.0353587544,62108.4780832308,95358.5134419851,4592.24998871532,51.5611060316751,41.254858027847,0,0,3.54247025507387,31.5262305406683,16.4924052359329,1.89406032534506,0.0505942385860095,0.114844396450942,0.199884152940721,0.143534710471036,1808.243593812,0.74580487952852,256.9348444384,0.124412902865707,17.8732082787483,0.0449991000179996
"87","S0W300","solar10LC",3114883959170,2424553182,687477610,681932644.13,5544966,0,681932644.13,1559361150.55,22579295.48,1477765.66,366499.76,1139.25,128787887.33,30046800,0,0,119460,0,33000,300007,0,300007,0,0,"300 GW","0-100",7,"2018-01-17 22:17:23","ClcC70m","ClcC70mS10lc",15022.2222018884,0,2150.92451229517,0,32818.2364238022,0,17173.1467141835,32818.2364238022,49991.3831379858,47921.2916795385,97912.6748175243,7146.41136425445,48.1253342339569,47.7371712859161,0,0,3.96853700310551,33.6771531988932,10.4796440319582,2.94751685271734,0.0787342245054928,0.281261161517388,0.00806566757861395,0.283548166773106,1445.3270847766,0.596121007164032,619.8513534738,0.300144211266767,11.529234104603,0.0402657271330336
"88","S75W225","solar10LC",3161631743430,2424553182,662279339,656065595.63,6213742,128867976.45,527197619.18,1583444785.07,23963424.42,1574651.78,670037.57,0,128787887.33,30046800,0,0,109560,0,31400,300060,75025,225035,0,0,"300 GW","25-75",8,"2018-01-17 23:35:14","ClcC70m","ClcC70mS10lc",13777.2866602954,0,2046.63726321419,5385.56251922591,24616.9317170277,0,15823.9239235096,30002.4942362536,45826.4181597633,48640.4883604615,94466.9065202248,3700.64306695497,45.730936717453,45.3018725928481,0,0,6.18154304926637,33.9087335091954,5.64066015899123,1.52631960990946,0.040771129339925,0.270592371617444,0.0093823602883073,0.273155212233245,1468.3753019496,0.605627178174886,596.8031363008,0.288983811397143,6.20077684224799,0.0785842831433713
"89","S150W150","solar10LC",3317708045430,2424553182,628643078,598136798.9,30506301,238494192.52,359642606.43,1633822536.85,30167129.67,2689828.3,902200.88,0,128787887.33,30046800,0,0,112860,0,31000,300020,150010,150010,0,0,"300 GW","50-50",9,"2018-01-18 01:01:18","ClcC70m","ClcC70mS10lc",14192.2651741597,0,2020.56545094395,10768.2536955559,16409.8292570993,0,16212.8306251037,27178.0829526551,43390.9135777588,51041.6622373846,94432.5758151434,3666.3123618736,45.4379048449064,43.2329312192874,0,0,6.13002080406752,33.1783291152498,6.12955492558915,1.51216000914827,0.0403928973429777,0.246699805696405,0.0485271852464429,0.259282032939956,1518.221324914,0.626186027258692,546.9571133364,0.264847387134149,6.70310756086405,0.0689287380841277
"90","S225W75","solar10LC",3623862590950,2424553182,583353677,469369489.9,113984181,287636914.67,181732575.2,1754955851.24,36988651.58,3269001.93,1135500.19,0,128787887.33,30046800,0,0,121440,0,27200,300020,225017,75003,0,0,"300 GW","75-25",10,"2018-01-18 02:30:55","ClcC70m","ClcC70mS10lc",15271.209310207,0,1772.88323437663,16152.5241104786,8204.69584541174,0,17044.0925445836,24357.2199558903,41401.3125004739,55751.7321684615,97153.0446689355,6386.78121566566,51.8934879237244,41.753778053053,0,0,6.04071879929715,32.2456187810456,13.6071503433817,2.63420957852417,0.0703651441920801,0.193590098738449,0.195394649239521,0.24060254950514,1633.0851981761,0.673561302057717,432.0932400743,0.209228041544132,14.78102553645,0.0529964669022065
"91","S300W0","solar10LC",3987552542310,2424553182,519352657,306915697.04,212436968,306915697.04,0,1914458058.22,39618974.8,3283262.81,1442501.75,0,128787887.33,30046800,0,0,143880,0,11400,300014,300014,0,0,0,"300 GW","100-0",11,"2018-01-18 04:04:26","ClcC70m","ClcC70mS10lc",18093.0632044843,0,743.046649701969,21536.0766896774,0,0,18836.1098541863,21536.0766896774,40372.1865438637,61346.9621893846,101719.148733248,10952.8852799785,70.169355615821,41.4671541570208,0,0,3.39934321351035,31.0830619282494,35.6869504740613,4.51748609240384,0.120671325041572,0.126586498212766,0.409041827545709,0.214205512527297,1781.1926899837,0.73464781189679,283.9857482667,0.137511482304304,38.5684329119652,0.0308652262894398
"92","S0W400","solar10LC",2809867508840,2424553182,888594843,843674515.67,44920318,0,843674515.67,1397834863.22,21975644.36,1734949.73,497382.38,1139.25,128787887.33,30046800,0,0,113520,0,40200,400031,0,400031,0,0,"400 GW","0-100",12,"2018-01-18 05:22:36","ClcC70m","ClcC70mS10lc",14275.2608769326,0,2620.21713315957,0,43760.0187157301,0,16895.4780100922,43760.0187157301,60655.4967258223,43228.7309052308,103884.227631053,13117.9641777832,51.868366180266,49.2463118151701,0,0,3.53684220694657,32.7829161463239,15.5486078269955,5.4104666687337,0.144524668954087,0.347971132138276,0.0505520909600868,0.366498392197363,1296.7387166751,0.534836161277942,768.4397215753,0.372093620261848,17.0709085039116,0.0270479037874565
"93","S100W300","solar10LC",2801857500170,2424553182,862515820,835906570.57,26609277,165365152.73,670541417.8,1404227663.24,22495412.42,2177774.99,909104.08,1969.28,128787887.33,30046800,0,0,101640,750,36400,400086,100079,300007,0,0,"400 GW","25-75",13,"2018-01-18 06:42:15","ClcC70m","ClcC70mS10lc",12781.338227021,58.1273631345119,2372.53491659225,7184.02814210743,32818.2364238022,0,15212.0005067478,40002.2645659097,55214.2650726575,43105.5000026154,98319.7650752729,7553.50162200307,47.8549469214393,46.3785865004884,0,0,5.58366365766037,33.2349843663407,9.03629889743824,3.11542006093355,0.0832192637949883,0.344767265480424,0.0308507378218291,0.355742174023387,1303.4549869865,0.537606267688171,761.7234512639,0.368841470139125,9.91633067023184,0.0643611623500947
"94","S200W200","solar10LC",3053020986540,2424553182,825174368,726237461.9,98936903,275207288.6,451030173.17,1505591312.7,29050032.98,3719724.15,1119963.01,0,128787887.33,30046800,0,0,107580,0,34200,400009,200004,200005,0,0,"400 GW","50-50",14,"2018-01-18 08:13:01","ClcC70m","ClcC70mS10lc",13528.2995519768,0,2229.13994910591,14357.0016140654,21878.8607463911,0,15757.4395010827,36235.8623604566,51993.3018615393,46969.5536390769,98962.8555006162,8196.59204734642,49.8953362522163,43.9129761728815,0,0,5.67580490019377,32.9331512389637,11.2863801130588,3.38066086081275,0.0903043899297051,0.299534556425333,0.119898181447148,0.340340799338259,1400.6068174183,0.577676261265982,664.5716208321,0.321798643895933,12.3336474059539,0.056898719778805
"95","S300W100","solar10LC",3467762670630,2424553182,771532271,541920287.76,229611992,317629377.66,224290910.18,1683430448.83,35497543.16,3665695.59,1204519.26,0,128787887.33,30046800,0,0,117480,0,29600,400037,300014,100023,0,0,"400 GW","75-25",15,"2018-01-18 09:46:20","ClcC70m","ClcC70mS10lc",14773.2350935698,0,1929.31410799809,21536.0766896774,10941.6729003589,0,16702.5492015679,32477.7495900363,49180.2987916041,53350.1949327692,102530.493724373,11764.2302711036,59.9308612790294,42.0951278524502,0,0,5.86225043834879,32.3601962697288,21.7084145709518,4.85212300494861,0.12961016377148,0.223513467051679,0.297605157775701,0.31821627041547,1566.9620750657,0.646289009743693,498.2163631847,0.24124615769608,23.6126934810093,0.0436459627484458
"96","S400W0","solar10LC",3960936523480,2424553182,689271552,320913650.07,368357857,320913650.07,0,1899995278.05,39790800.23,3468549.39,1550216.84,0,128787887.33,30046800,0,0,143880,0,11800,400003,400003,0,0,0,"400 GW","100-0",16,"2018-01-18 11:17:42","ClcC70m","ClcC70mS10lc",18093.0632044843,0,769.118461972213,28713.6443102689,0,0,18862.1816664566,28713.6443102689,47575.8259767254,60937.4849766154,108513.310953341,17747.047500071,89.474674274546,41.657956471514,0,0,3.16982459100943,31.0032210485442,55.3016286349924,7.31971879677706,0.195524711769235,0.132359913757503,0.534416226610786,0.284288073001321,1768.1641558271,0.729274230383576,297.0142824233,0.143820154676284,59.7514952994019,0.0221498338762459
"97","S0W0","solar20LC",4607644717470,2424553182,0,0,0,0,0,2226209346.9,37431382.02,1890048.44,187717.24,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-01-17 00:22:52","ClcC70m","ClcC70mS20lc",19006.0159349858,0,873.405711053191,0,0,0,19879.421646039,0,19879.421646039,70886.8418072308,90766.2634532698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.1784382504,0.851776918560659,NA,NA,NA,NA
"98","S0W200","solar20LC",3532123259920,2424553182,477166828,477093308.08,73516,0,477093308.08,1763116977.13,23986377.7,1291599.33,229093.08,1139.25,128787887.33,30046800,0,0,126720,0,28800,200005,0,200005,0,0,"200 GW","0-100",2,"2018-01-17 14:02:44","ClcC70m","ClcC70mS20lc",15935.1749323899,0,1877.1704834576,0,21878.8607463911,0,17812.3454158475,21878.8607463911,39691.2061622386,54340.3578449231,94031.5640071617,3265.3005538919,45.8586619762909,45.8515962605664,0,0,4.33264561708114,34.6818613509732,6.84415500823661,1.34676384008965,0.0359748262147313,0.196775765374818,0.000154075924154595,0.196806088454776,1633.1434614971,0.673585332597213,432.0349767533,0.209199829298681,7.5579541694293,0.0450988725281868
"99","S50W150","solar20LC",3583862714080,2424553182,454821772,454776174.16,45593,87798652.91,366977521.2,1783235770.94,25922219,1358091.26,426239.21,0,128787887.33,30046800,0,0,118800,0,25000,200025,50015,150010,0,0,"200 GW","25-75",3,"2018-01-17 16:51:26","ClcC70m","ClcC70mS20lc",14939.2264991155,0,1629.48826689028,3246.91033202662,16409.8292570993,0,16568.7147660058,19656.7395891259,36225.4543551317,55136.3494473846,91361.8038025163,595.540349246468,43.222887886405,43.2185546058817,0,0,7.27986000178731,34.6335038086335,1.30952407598414,0.245628907490167,0.00656125223831735,0.187571127553019,0.000100254303569209,0.187589934251234,1652.6693548908,0.681638731276467,412.5090833596,0.199745007849818,1.44370238928124,0.10368703912011
"100","S100W100","solar20LC",3669520918960,2424553182,427217839,426206259.72,1011581,174521298.28,251684961.31,1807136232.63,30079657.89,1711103.81,585240.61,0,128787887.33,30046800,0,0,119460,0,27400,200102,100079,100023,0,0,"200 GW","50-50",4,"2018-01-17 18:07:51","ClcC70m","ClcC70mS20lc",15022.2222018884,0,1785.91914051175,6497.00168187327,10941.6729003589,0,16808.1413424001,17438.6745822322,34246.8159246323,56454.167984,90700.9839086323,-65.2795446375094,40.916045188282,40.8191629428475,0,0,7.20608914955078,33.8631202477233,-0.153164208992123,-0.026924360794454,-0.00071920493533501,0.175787548354961,0.00236783015046329,0.17620477132516,1676.7566830339,0.691573480624068,388.4217552165,0.188081450020158,-0.168063564310716,0.0883549389811196
"101","S150W50","solar20LC",3817776955360,2424553182,392945562,375118489.13,17827089,246842981.49,128275507.47,1849931247.21,37249321.8,2553020.61,866416.04,0,128787887.33,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,"200 GW","75-25",5,"2018-01-17 19:30:53","ClcC70m","ClcC70mS20lc",15935.1749323899,0,1577.34464234979,9738.45884049411,5472.75080263595,0,17512.5195747397,15211.2096431301,32723.7292178697,58735.0300824615,91458.7593003313,692.495847061451,40.5504129599395,38.7107302235673,0,0,6.30974516022616,32.3945955128805,1.84607228683274,0.285617924243763,0.00762944094771485,0.154716544027534,0.0453677928801751,0.162069269058417,1719.9003267263,0.70936795261697,345.2781115241,0.167190449565519,2.00561757015146,0.0680867230889976
