"","scenario","scenario_main","dispatch_cost","ann_gen_total_MWh","ann_gen_vre_nocurt_MWh","ann_gen_vre_MWh","ann_curt_vre_MWh","ann_gen_solarPV_MWh","ann_gen_wind_MWh","ann_gen_coal_MWh","ann_gen_gas_ccgt_MWh","ann_gen_gas_ct_MWh","ann_gen_diesel_MWh","ann_gen_other_MWh","ann_gen_hydro_MWh","ann_gen_nuclear_MWh","ann_discharge_bat_storage_MWh","ann_charge_bat_storage_MWh","new_capacity_coal_MW","new_capacity_gas_ccgt_MW","new_capacity_gas_ct_MW","capacity_vre_MW","capacity_solarPV_MW","capacity_wind_MW","capacity_bat_storage_MW","energy_bat_storage_MWh","scenario_build","scenario_split","rank","date_time","scenario_econ_dispatch","scenario_sensitivity","ann_cap_cost_coal_mil","ann_cap_cost_ccgt_mil","ann_cap_cost_ct_mil","ann_cap_cost_solar_mil","ann_cap_cost_wind_mil","ann_cap_cost_battery_mil","total_cost_new_conv","total_cost_vre","total_cost_capacity","total_cost_energy","total_cost","system_cost_vre","cost_vre_pMWh","cost_vre_nocurt_pMWh","cost_battery_pMWh","cost_battery_nocurt_pMWh","capacity_value_pMWh","energy_value_pMWh","system_cost_vre_pMWh","system_cost_add_pMWh_load","system_cost_add_perc","vre_share_after_curt","vre_curt","vre_share_nocurt","total_emissions_co2_milTonnes","grid_emissions_factor_kg_kWh","total_emissions_reduced_milTonnes","emissions_reduction","cost_emissions_reduction_pTonneCO2_avg","avoided_conv_cap_mw_perVREmw"
"1","S0W0","base",4607644717470,2424553182,0,0,0,0,0,2226209346.9,37431382.02,1890048.44,187717.24,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-01-17 00:22:52","ClcC70m","ClcC70m",19006.0159349858,0,873.405711053191,0,0,0,19879.421646039,0,19879.421646039,70886.8418072308,90766.2634532698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.1784382504,0.851776918560659,NA,NA,NA,NA
"2","S0W200","base",3532123259920,2424553182,477166828,477093308.08,73516,0,477093308.08,1763116977.13,23986377.7,1291599.33,229093.08,1139.25,128787887.33,30046800,0,0,126720,0,28800,200005,0,200005,0,0,"200 GW","0-100",2,"2018-01-17 14:02:44","ClcC70m","ClcC70m",15935.1749323899,0,1877.1704834576,0,21878.8607463911,0,17812.3454158475,21878.8607463911,39691.2061622386,54340.3578449231,94031.5640071617,3265.3005538919,45.8586619762909,45.8515962605664,0,0,4.33264561708114,34.6818613509732,6.84415500823661,1.34676384008965,0.0359748262147313,0.196775765374818,0.000154075924154595,0.196806088454776,1633.1434614971,0.673585332597213,432.0349767533,0.209199829298681,7.5579541694293,0.0450988725281868
"3","S50W150","base",3583862714080,2424553182,454821772,454776174.16,45593,87798652.91,366977521.2,1783235770.94,25922219,1358091.26,426239.21,0,128787887.33,30046800,0,0,118800,0,25000,200025,50015,150010,0,0,"200 GW","25-75",3,"2018-01-17 16:51:26","ClcC70m","ClcC70m",14939.2264991155,0,1629.48826689028,3933.60041503327,16409.8292570993,0,16568.7147660058,20343.4296721325,36912.1444381383,55136.3494473846,92048.4938855229,1282.23043225313,44.7328396429477,44.7283549832626,0,0,7.27986000178731,34.6335038086335,2.81947583252681,0.528852261015542,0.0141267292876199,0.187571127553019,0.000100254303569209,0.187589934251234,1652.6693548908,0.681638731276467,412.5090833596,0.199745007849818,3.10836896441225,0.10368703912011
"4","S100W100","base",3669520918960,2424553182,427217839,426206259.72,1011581,174521298.28,251684961.31,1807136232.63,30079657.89,1711103.81,585240.61,0,128787887.33,30046800,0,0,119460,0,27400,200102,100079,100023,0,0,"200 GW","50-50",4,"2018-01-17 18:07:51","ClcC70m","ClcC70m",15022.2222018884,0,1785.91914051175,7871.05460234159,10941.6729003589,0,16808.1413424001,18812.7275027005,35620.8688451006,56454.167984,92075.0368291006,1308.7733758308,44.1399605793206,44.0354446498207,0,0,7.20608914955078,33.8631202477233,3.07075118204651,0.539799821900051,0.014419161107195,0.175787548354961,0.00236783015046329,0.17620477132516,1676.7566830339,0.691573480624068,388.4217552165,0.188081450020158,3.36946465601885,0.0883549389811196
"5","S150W50","base",3817776955360,2424553182,392945562,375118489.13,17827089,246842981.49,128275507.47,1849931247.21,37249321.8,2553020.61,866416.04,0,128787887.33,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,"200 GW","75-25",5,"2018-01-17 19:30:53","ClcC70m","ClcC70m",15935.1749323899,0,1577.34464234979,11798.0485506176,5472.75080263595,0,17512.5195747397,17270.7993532536,34783.3189279933,58735.0300824615,93518.3490104548,2752.08555718498,46.0409173467007,43.9521425445023,0,0,6.30974516022616,32.3945955128805,7.33657667359401,1.13508978793148,0.0303205778499615,0.154716544027534,0.0453677928801751,0.162069269058417,1719.9003267263,0.70936795261697,345.2781115241,0.167190449565519,7.97063429545805,0.0680867230889976
"6","S200W0","base",4037051075410,2424553182,348007539,278446346.85,69561203,278446346.85,0,1945090909.13,38237835.62,2808020.62,1135382.27,0,128787887.33,30046800,0,0,144540,0,11000,200004,200004,0,0,0,"200 GW","100-0",6,"2018-01-17 20:59:34","ClcC70m","ClcC70m",18176.0589072572,0,716.974837431724,15729.9973489616,0,0,18893.0337446889,15729.9973489616,34623.0310936505,62108.4780832308,96731.5091768813,5965.24572361149,56.4920227071085,45.2001626003901,0,0,3.54247025507387,31.5262305406683,21.4233219113663,2.46034847488509,0.0657209572880858,0.114844396450942,0.199884152940721,0.143534710471036,1808.243593812,0.74580487952852,256.9348444384,0.124412902865707,23.2169589011959,0.0449991000179996
"7","S0W300","base",3114883959170,2424553182,687477610,681932644.13,5544966,0,681932644.13,1559361150.55,22579295.48,1477765.66,366499.76,1139.25,128787887.33,30046800,0,0,119460,0,33000,300007,0,300007,0,0,"300 GW","0-100",7,"2018-01-17 22:17:23","ClcC70m","ClcC70m",15022.2222018884,0,2150.92451229517,0,32818.2364238022,0,17173.1467141835,32818.2364238022,49991.3831379858,47921.2916795385,97912.6748175243,7146.41136425445,48.1253342339569,47.7371712859161,0,0,3.96853700310551,33.6771531988932,10.4796440319582,2.94751685271734,0.0787342245054928,0.281261161517388,0.00806566757861395,0.283548166773106,1445.3270847766,0.596121007164032,619.8513534738,0.300144211266767,11.529234104603,0.0402657271330336
"8","S75W225","base",3161631743430,2424553182,662279339,656065595.63,6213742,128867976.45,527197619.18,1583444785.07,23963424.42,1574651.78,670037.57,0,128787887.33,30046800,0,0,109560,0,31400,300060,75025,225035,0,0,"300 GW","25-75",8,"2018-01-17 23:35:14","ClcC70m","ClcC70m",13777.2866602954,0,2046.63726321419,5900.59724358435,24616.9317170277,0,15823.9239235096,30517.5289606121,46341.4528841217,48640.4883604615,94981.9412445832,4215.67779131341,46.5159721282245,46.0795425185566,0,0,6.18154304926637,33.9087335091954,6.42569556976271,1.73874420351379,0.0464454262071041,0.270592371617444,0.0093823602883073,0.273155212233245,1468.3753019496,0.605627178174886,596.8031363008,0.288983811397143,7.06376614815347,0.0785842831433713
"9","S150W150","base",3317708045430,2424553182,628643078,598136798.9,30506301,238494192.52,359642606.43,1633822536.85,30167129.67,2689828.3,902200.88,0,128787887.33,30046800,0,0,112860,0,31000,300020,150010,150010,0,0,"300 GW","50-50",9,"2018-01-18 01:01:18","ClcC70m","ClcC70m",14192.2651741597,0,2020.56545094395,11798.0485506176,16409.8292570993,0,16212.8306251037,28207.8778077169,44420.7084328206,51041.6622373846,95462.3706702052,4696.10721693537,47.1595759692305,44.8710544900279,0,0,6.13002080406752,33.1783291152498,7.85122604991322,1.93689594099214,0.0517384657941011,0.246699805696405,0.0485271852464429,0.259282032939956,1518.221324914,0.626186027258692,546.9571133364,0.264847387134149,8.58587831190173,0.0689287380841277
"10","S225W75","base",3623862590950,2424553182,583353677,469369489.9,113984181,287636914.67,181732575.2,1754955851.24,36988651.58,3269001.93,1135500.19,0,128787887.33,30046800,0,0,121440,0,27200,300020,225017,75003,0,0,"300 GW","75-25",10,"2018-01-18 02:30:55","ClcC70m","ClcC70m",15271.209310207,0,1772.88323437663,17697.230122754,8204.69584541174,0,17044.0925445836,25901.9259681657,42946.0185127493,55751.7321684615,98697.7506812109,7931.48722794108,55.1845114041908,44.4017531549145,0,0,6.04071879929715,32.2456187810456,16.898173823848,3.27131913905821,0.087383648132927,0.193590098738449,0.195394649239521,0.24060254950514,1633.0851981761,0.673561302057717,432.0932400743,0.209228041544132,18.3559623070642,0.0529964669022065
"11","S300W0","base",3987552542310,2424553182,519352657,306915697.04,212436968,306915697.04,0,1914458058.22,39618974.8,3283262.81,1442501.75,0,128787887.33,30046800,0,0,143880,0,11400,300014,300014,0,0,0,"300 GW","100-0",11,"2018-01-18 04:04:26","ClcC70m","ClcC70m",18093.0632044843,0,743.046649701969,23595.6252107526,0,0,18836.1098541863,23595.6252107526,42431.7350649389,61346.9621893846,103778.697254324,13012.4338010537,76.8798254319244,45.432761135855,0,0,3.39934321351035,31.0830619282494,42.3974202901647,5.36694096778684,0.143362008151333,0.126586498212766,0.409041827545709,0.214205512527297,1781.1926899837,0.73464781189679,283.9857482667,0.137511482304304,45.820728260044,0.0308652262894398
