scenario,scenario_main,dispatch_cost,ann_gen_total_MWh,ann_gen_vre_nocurt_MWh,ann_gen_vre_MWh,ann_curt_vre_MWh,ann_gen_solarPV_MWh,ann_gen_wind_MWh,ann_gen_coal_MWh,ann_gen_gas_ccgt_MWh,ann_gen_gas_ct_MWh,ann_gen_diesel_MWh,ann_gen_other_MWh,ann_gen_hydro_MWh,ann_gen_nuclear_MWh,ann_discharge_bat_storage_MWh,ann_charge_bat_storage_MWh,new_capacity_coal_MW,new_capacity_gas_ccgt_MW,new_capacity_gas_ct_MW,capacity_vre_MW,capacity_solarPV_MW,capacity_wind_MW,capacity_bat_storage_MW,energy_bat_storage_MWh,scenario_build,scenario_split,rank,date_time
S300W0_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,3.97987712324e+12,2424548840.0,519352657.0,311558706.22,207793951.0,311558706.22,0.0,1909457676.93,40264436.07,3088146.53,1345186.7,0.0,128787887.33,30046800.0,0.0,0.0,141240.0,0.0,8800.0,300014.0,300014.0,0.0,0.0,0.0,300 GW,100-0,11.0,2018-11-15 18:48:30
S0W400_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,2.8155091137e+12,2424548840.0,888594843.0,842846556.26,45748287.0,0.0,842846556.26,1398004531.13,22606828.99,1779891.42,475205.79,1139.25,128787887.33,30046800.0,0.0,0.0,112860.0,0.0,25600.0,400031.0,0.0,400031.0,0.0,0.0,400 GW,0-100,12.0,2018-11-15 20:04:29
S100W300_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,2.79708955784e+12,2424548840.0,862515820.0,837387506.74,25128326.0,161552050.28,675835456.56,1403324680.44,22014399.17,2094160.82,893405.36,0.0,128787887.33,30046800.0,0.0,0.0,102300.0,0.0,27200.0,400086.0,100079.0,300007.0,0.0,0.0,400 GW,25-75,13.0,2018-11-15 21:21:48
S200W200_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,3.04334942926e+12,2424548840.0,825174368.0,729853758.45,95320598.0,288200109.46,441653649.16,1502113379.21,28944498.02,3671762.42,1130754.6,0.0,128787887.33,30046800.0,0.0,0.0,107580.0,0.0,25000.0,400009.0,200004.0,200005.0,0.0,0.0,400 GW,50-50,14.0,2018-11-15 22:49:24
S300W100_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,3.46015840896e+12,2424548840.0,771532271.0,546706049.5,224826217.0,313897466.4,232808583.04,1678066934.1,36194359.72,3611500.73,1135308.51,0.0,128787887.33,30046800.0,0.0,0.0,115500.0,0.0,23000.0,400037.0,300014.0,100023.0,0.0,0.0,400 GW,75-25,15.0,2018-11-16 00:20:42
S400W0_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,3.95210460446e+12,2424548840.0,689271552.0,326273306.92,362998270.0,326273306.92,0.0,1894157597.52,40459956.06,3310298.16,1512993.81,0.0,128787887.33,30046800.0,0.0,0.0,141240.0,0.0,9200.0,400003.0,400003.0,0.0,0.0,0.0,400 GW,100-0,16.0,2018-11-16 01:51:09
S0W0_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,4.59913895028e+12,2424548732.8,0.0,0.0,0.0,0.0,0.0,2237418445.23,21680433.54,5372303.69,1242669.52,193.41,128787887.33,30046800.0,0.0,0.0,213180.0,3750.0,26600.0,0.0,0.0,0.0,0.0,0.0,0 GW,0-0,1.0,2018-11-17 07:22:47
S0W200_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.55173836009e+12,2424548789.0,477166828.0,467934482.73,9232337.0,0.0,467934482.73,1776263407.64,19104767.42,1805793.15,602216.68,3434.02,128787887.33,30046800.0,0.0,0.0,141240.0,11500.0,43000.0,200005.0,0.0,200005.0,0.0,0.0,200 GW,0-100,2.0,2018-11-17 08:46:32
S50W150_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.57653041149e+12,2424548789.0,454821772.0,452135399.43,2686364.0,87783362.74,364352036.56,1793227456.22,18245998.27,1496163.07,606920.09,2164.58,128787887.33,30046800.0,0.0,0.0,137940.0,5750.0,48600.0,200025.0,50015.0,150010.0,0.0,0.0,200 GW,25-75,3.0,2018-11-17 10:06:33
S100W100_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.64767549082e+12,2424548789.0,427217839.0,425482500.43,1735344.0,174599185.37,250883314.98,1818456557.21,19178286.32,1811781.47,783983.36,992.78,128787887.33,30046800.0,0.0,0.0,145860.0,2000.0,54600.0,200102.0,100079.0,100023.0,0.0,0.0,200 GW,50-50,4.0,2018-11-17 11:28:54
S150W50_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.77952358313e+12,2424548789.0,392945562.0,376256803.01,16688759.0,246763386.15,129493416.97,1866705421.9,18951175.59,2661531.35,1139169.85,0.0,128787887.33,30046800.0,0.0,0.0,166980.0,3500.0,43000.0,200039.0,150010.0,50029.0,0.0,0.0,200 GW,75-25,5.0,2018-11-17 12:58:16
S200W0_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,4.00420736078e+12,2424548789.0,348007539.0,284816753.74,63190793.0,284816753.74,0.0,1954824222.11,20917016.04,3654326.69,1501783.37,0.0,128787887.33,30046800.0,0.0,0.0,192720.0,9000.0,27600.0,200004.0,200004.0,0.0,0.0,0.0,200 GW,100-0,6.0,2018-11-17 14:35:42
S0W300_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.14679909294e+12,2424548789.0,687477610.0,664724223.93,22753400.0,0.0,664724223.93,1577471863.57,20337352.18,2411232.9,762805.13,6623.93,128787887.33,30046800.0,0.0,0.0,128700.0,13750.0,44000.0,300007.0,0.0,300007.0,0.0,0.0,300 GW,0-100,7.0,2018-11-17 16:03:33
S75W225_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.16529411498e+12,2424548789.0,662279339.0,654057821.12,8221527.0,130127587.08,523930234.14,1586538089.61,21554648.61,2593578.51,958539.17,11424.54,128787887.33,30046800.0,0.0,0.0,116820.0,13250.0,51600.0,300060.0,75025.0,225035.0,0.0,0.0,300 GW,25-75,8.0,2018-11-17 17:27:21
S150W150_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.30155656452e+12,2424548789.0,628643078.0,603959662.95,24683418.0,249840854.54,354118808.33,1631613404.2,24511590.05,4225847.81,1398518.65,5077.8,128787887.33,30046800.0,0.0,0.0,125400.0,7500.0,59800.0,300020.0,150010.0,150010.0,0.0,0.0,300 GW,50-50,9.0,2018-11-17 18:56:50
S225W75_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.58039003102e+12,2424548789.0,583353677.0,480223903.41,103129782.0,294561805.13,185662098.29,1756753314.54,22397179.06,4679255.45,1660449.4,0.0,128787887.33,30046800.0,0.0,0.0,152460.0,3750.0,52000.0,300020.0,225017.0,75003.0,0.0,0.0,300 GW,75-25,10.0,2018-11-17 20:33:27
S300W0_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.94995519847e+12,2424548789.0,519352657.0,317705809.82,201646852.0,317705809.82,0.0,1916637647.63,24690368.71,4861804.26,1818471.13,0.0,128787887.33,30046800.0,0.0,0.0,191400.0,10000.0,28400.0,300014.0,300014.0,0.0,0.0,0.0,300 GW,100-0,11.0,2018-11-17 22:16:51
S0W400_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,2.81276758842e+12,2424548789.0,888594843.0,838507540.17,50087288.0,0.0,838507540.17,1401921966.52,21010953.8,3242048.86,1004599.9,26992.53,128787887.33,30046800.0,0.0,0.0,119460.0,14750.0,49400.0,400031.0,0.0,400031.0,0.0,0.0,400 GW,0-100,12.0,2018-11-17 23:45:38
S100W300_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,2.80504499104e+12,2424548789.0,862515820.0,837672839.32,24842987.0,168005531.84,669667307.52,1399302575.34,22958654.32,4407175.27,1282750.43,90106.9,128787887.33,30046800.0,0.0,0.0,100980.0,17000.0,54000.0,400086.0,100079.0,300007.0,0.0,0.0,400 GW,25-75,13.0,2018-11-18 01:12:30
S200W200_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.04446119153e+12,2424548789.0,825174368.0,740423742.31,84750615.0,275730608.67,464693133.45,1488607966.94,27903432.9,6997652.5,1770614.48,10692.68,128787887.33,30046800.0,0.0,0.0,108900.0,14250.0,62000.0,400009.0,200004.0,200005.0,0.0,0.0,400 GW,50-50,14.0,2018-11-18 02:47:55
S300W100_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.42817132669e+12,2424548789.0,771532271.0,556540096.67,214992169.0,344369932.44,212170164.14,1676319887.57,25097909.08,5869091.64,1887116.83,0.0,128787887.33,30046800.0,0.0,0.0,140580.0,4750.0,57600.0,400037.0,300014.0,100023.0,0.0,0.0,400 GW,75-25,15.0,2018-11-18 04:27:46
S400W0_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.9240071232e+12,2424548789.0,689271552.0,333601329.79,355670242.0,333601329.79,0.0,1898008705.44,26777437.64,5365480.23,1961148.33,0.0,128787887.33,30046800.0,0.0,0.0,190080.0,11000.0,28400.0,400003.0,400003.0,0.0,0.0,0.0,400 GW,100-0,16.0,2018-11-18 06:08:28
S0W600_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,2.40598250005e+12,2424548789.0,1286680244.0,1058740207.63,227940048.0,0.0,1058740207.63,1179229718.41,21738200.43,4600337.38,1286511.03,119126.88,128787887.33,30046800.0,0.0,0.0,106260.0,21750.0,51000.0,600016.0,0.0,600016.0,0.0,0.0,600 GW,0-100,17.0,2018-11-18 07:35:58
S150W450_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,2.25718588302e+12,2424548789.0,1267252344.0,1142651846.73,124600500.0,217654858.41,924996988.17,1086709798.42,25512815.42,8879354.42,1686102.64,274183.85,128787887.33,30046800.0,0.0,0.0,75900.0,34500.0,58200.0,600096.0,150088.0,450008.0,0.0,0.0,600 GW,25-75,18.0,2018-11-18 09:04:28
S300W300_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,2.61140684259e+12,2424548789.0,1207988444.0,963254558.85,244733889.0,363805427.28,599449131.27,1261439476.53,28024242.54,10913939.58,2057956.29,23927.94,128787887.33,30046800.0,0.0,0.0,88440.0,22750.0,60600.0,600019.0,300012.0,300007.0,0.0,0.0,600 GW,50-50,19.0,2018-11-18 10:38:43
S450W150_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.17373346384e+12,2424548789.0,1142202959.0,685739675.9,456463320.0,350129700.0,335609975.86,1541111744.67,28537897.51,8161441.89,2161177.09,2164.58,128787887.33,30046800.0,0.0,0.0,120120.0,10250.0,62000.0,600057.0,450047.0,150010.0,0.0,0.0,600 GW,75-25,20.0,2018-11-18 12:08:11
S600W0_ClcC70mLmod_D50_M0_energyOnly,load_modD50M0_energyOnly,3.89430898137e+12,2424548789.0,1026500348.0,351797879.11,674702451.0,351797879.11,0.0,1877531155.99,28101278.96,6123291.12,2160495.99,0.0,128787887.33,30046800.0,0.0,0.0,189420.0,11250.0,29200.0,600051.0,600051.0,0.0,0.0,0.0,600 GW,100-0,21.0,2018-11-18 13:38:24
S0W0_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,4.5665847643e+12,2424548789.0,0.0,0.0,0.0,0.0,0.0,2242572365.78,21718222.07,1186380.92,237132.69,0.0,128787887.33,30046800.0,0.0,0.0,177540.0,0.0,7600.0,0.0,0.0,0.0,0.0,0.0,0 GW,0-0,1.0,2018-11-18 19:52:43
S0W200_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.53748905794e+12,2424548789.0,477166828.0,475646083.92,1520744.0,0.0,475646083.92,1765515430.93,22725819.33,1417994.05,408773.47,0.0,128787887.33,30046800.0,0.0,0.0,133320.0,0.0,24200.0,200005.0,0.0,200005.0,0.0,0.0,200 GW,0-100,2.0,2018-11-18 21:08:00
S50W150_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.57270504695e+12,2424548789.0,454821772.0,454741835.02,79936.0,87829808.41,366912026.55,1785547046.53,23704532.32,1295077.34,425610.39,0.0,128787887.33,30046800.0,0.0,0.0,123420.0,0.0,28000.0,200025.0,50015.0,150010.0,0.0,0.0,200 GW,25-75,3.0,2018-11-18 22:19:42
S100W100_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.64653943081e+12,2424548789.0,427217839.0,426940061.67,277780.0,174811541.47,252128520.08,1810651072.61,25928593.56,1566856.44,627517.28,0.0,128787887.33,30046800.0,0.0,0.0,124080.0,0.0,28600.0,200102.0,100079.0,100023.0,0.0,0.0,200 GW,50-50,4.0,2018-11-18 23:34:10
S150W50_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.75943277482e+12,2424548789.0,392945562.0,386110961.48,6834599.0,255819065.39,130291896.24,1846964926.85,29458436.75,2286838.82,892937.69,0.0,128787887.33,30046800.0,0.0,0.0,135960.0,0.0,19400.0,200039.0,150010.0,50029.0,0.0,0.0,200 GW,75-25,5.0,2018-11-19 00:54:08
S200W0_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.95657408033e+12,2424548789.0,348007539.0,300196257.49,47811286.0,300196257.49,0.0,1935510508.45,26194901.4,2578494.43,1233939.97,0.0,128787887.33,30046800.0,0.0,0.0,160380.0,0.0,16200.0,200004.0,200004.0,0.0,0.0,0.0,200 GW,100-0,6.0,2018-11-19 02:21:42
S0W300_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.12731700047e+12,2424548789.0,687477610.0,676980250.45,10497352.0,0.0,676980250.45,1563933126.27,22381328.53,1825456.46,593939.83,0.0,128787887.33,30046800.0,0.0,0.0,125400.0,0.0,30000.0,300007.0,0.0,300007.0,0.0,0.0,300 GW,0-100,7.0,2018-11-19 03:41:42
S75W225_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.14627570518e+12,2424548789.0,662279339.0,658649897.33,3629441.0,128902375.39,529747522.05,1582473734.09,22180517.62,1720781.1,688211.18,960.23,128787887.33,30046800.0,0.0,0.0,110880.0,1000.0,37000.0,300060.0,75025.0,225035.0,0.0,0.0,300 GW,25-75,8.0,2018-11-19 04:58:55
S150W150_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.27047707939e+12,2424548789.0,628643078.0,611994099.73,16648981.0,252094358.7,359899741.17,1623520229.3,26385918.45,2794229.53,1019624.45,0.0,128787887.33,30046800.0,0.0,0.0,114180.0,500.0,36400.0,300020.0,150010.0,150010.0,0.0,0.0,300 GW,50-50,9.0,2018-11-19 06:21:01
S225W75_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.54553998604e+12,2424548789.0,583353677.0,496418485.97,86935203.0,315657097.17,180761388.78,1732208249.46,32039340.84,3674110.05,1373915.6,0.0,128787887.33,30046800.0,0.0,0.0,127380.0,0.0,26600.0,300020.0,225017.0,75003.0,0.0,0.0,300 GW,75-25,10.0,2018-11-19 07:49:54
S300W0_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.89560644161e+12,2424548789.0,519352657.0,335703895.56,183648760.0,335703895.56,0.0,1897497326.04,27439420.32,3434793.28,1638666.22,0.0,128787887.33,30046800.0,0.0,0.0,159720.0,0.0,16400.0,300014.0,300014.0,0.0,0.0,0.0,300 GW,100-0,11.0,2018-11-19 09:24:28
S0W400_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,2.81513606732e+12,2424548789.0,888594843.0,841275489.84,47319345.0,0.0,841275489.84,1399488703.63,21806868.06,2386545.93,755966.5,527.62,128787887.33,30046800.0,0.0,0.0,120780.0,0.0,32800.0,400031.0,0.0,400031.0,0.0,0.0,400 GW,0-100,12.0,2018-11-19 10:45:33
S100W300_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,2.78177167306e+12,2424548789.0,862515820.0,842735252.02,19780573.0,167030327.58,675704924.49,1397262834.97,22178261.79,2575382.37,958252.79,4117.58,128787887.33,30046800.0,0.0,0.0,99000.0,4250.0,43200.0,400086.0,100079.0,300007.0,0.0,0.0,400 GW,25-75,13.0,2018-11-19 12:06:03
S200W200_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,2.99825481137e+12,2424548789.0,825174368.0,752048400.51,73125962.0,290942753.27,461105647.28,1479749489.96,27991752.77,4595415.96,1329042.4,0.0,128787887.33,30046800.0,0.0,0.0,103620.0,5000.0,40800.0,400009.0,200004.0,200005.0,0.0,0.0,400 GW,50-50,14.0,2018-11-19 13:35:13
S300W100_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.38462998481e+12,2424548789.0,771532271.0,573163670.64,198368606.0,335542699.45,237620971.15,1655644505.23,30972290.79,4392984.3,1540650.64,0.0,128787887.33,30046800.0,0.0,0.0,122100.0,0.0,31000.0,400037.0,300014.0,100023.0,0.0,0.0,400 GW,75-25,15.0,2018-11-19 15:07:51
S400W0_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.86670806566e+12,2424548789.0,689271552.0,351872803.38,337398750.0,351872803.38,0.0,1880079091.65,28116151.53,3832128.39,1813926.68,0.0,128787887.33,30046800.0,0.0,0.0,159720.0,0.0,16400.0,400003.0,400003.0,0.0,0.0,0.0,400 GW,100-0,16.0,2018-11-19 16:41:23
S0W600_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,2.44828715979e+12,2424548789.0,1286680244.0,1033578194.71,253102061.0,0.0,1033578194.71,1207114942.71,20737219.44,3268414.82,1009796.36,5533.5,128787887.33,30046800.0,0.0,0.0,112860.0,1500.0,37400.0,600016.0,0.0,600016.0,0.0,0.0,600 GW,0-100,17.0,2018-11-19 18:02:46
S150W450_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,2.26826584932e+12,2424548789.0,1267252344.0,1125623525.88,141628819.0,217840794.67,907782731.09,1109476093.63,23791849.51,5472334.47,1308467.43,41830.58,128787887.33,30046800.0,0.0,0.0,78540.0,17250.0,49800.0,600096.0,150088.0,450008.0,0.0,0.0,600 GW,25-75,18.0,2018-11-19 19:24:30
S300W300_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,2.56422788461e+12,2424548789.0,1207988444.0,975173336.26,232815119.0,344417359.24,630755977.04,1253802291.61,27586573.88,7473100.5,1672094.04,6705.31,128787887.33,30046800.0,0.0,0.0,87780.0,9500.0,48600.0,600019.0,300012.0,300007.0,0.0,0.0,600 GW,50-50,19.0,2018-11-19 20:52:40
S450W150_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.12072412911e+12,2424548789.0,1142202959.0,701161375.5,441041585.0,374092924.12,327068451.38,1527160096.27,30060710.58,5689276.93,1642642.32,0.0,128787887.33,30046800.0,0.0,0.0,110880.0,1750.0,38800.0,600057.0,450047.0,150010.0,0.0,0.0,600 GW,75-25,20.0,2018-11-19 22:16:52
S600W0_ClcC70mLmod_D25_M25_energyOnly,load_modD25M25_energyOnly,3.83121609693e+12,2424548789.0,1026500348.0,371969030.88,654531319.0,371969030.88,0.0,1858201732.04,29188632.58,4335978.35,2018727.4,0.0,128787887.33,30046800.0,0.0,0.0,159720.0,0.0,16600.0,600051.0,600051.0,0.0,0.0,0.0,600 GW,100-0,21.0,2018-11-19 23:40:49
S0W0_ClcC0m,coal_ccgt_0mingen,4.60255038937e+12,2424553182.0,0.0,0.0,0.0,0.0,0.0,2226991464.31,36718617.79,1840220.87,168192.0,0.0,128787887.33,30046800.0,0.0,0.0,151140.0,0.0,13400.0,0.0,0.0,0.0,0.0,0.0,0 GW,0-0,1.0,2018-11-21 11:56:22
S0W200_ClcC0m,coal_ccgt_0mingen,3.52077235613e+12,2424553182.0,477166828.0,477166824.57,0.0,0.0,477166824.57,1765615148.36,21632407.38,1135922.56,168192.0,0.0,128787887.33,30046800.0,0.0,0.0,126720.0,0.0,28800.0,200005.0,0.0,200005.0,0.0,0.0,200 GW,0-100,2.0,2018-11-21 12:51:21
S50W150_ClcC0m,coal_ccgt_0mingen,3.57069318987e+12,2424553182.0,454821772.0,454821767.92,0.0,87844246.67,366977521.2,1785566511.24,23898737.36,1263286.32,168192.0,0.0,128787887.33,30046800.0,0.0,0.0,118800.0,0.0,25000.0,200025.0,50015.0,150010.0,0.0,0.0,200 GW,25-75,3.0,2018-11-21 13:45:43
S100W100_ClcC0m,coal_ccgt_0mingen,3.63079909076e+12,2424553182.0,427217839.0,427217841.44,0.0,175038224.01,252179617.28,1813537496.43,23553883.33,1241081.61,168192.0,0.0,128787887.33,30046800.0,0.0,0.0,119460.0,0.0,27400.0,200102.0,100079.0,100023.0,0.0,0.0,200 GW,50-50,4.0,2018-11-21 14:40:41
S150W50_ClcC0m,coal_ccgt_0mingen,3.71033434108e+12,2424553182.0,392945562.0,392945560.43,0.0,261665558.16,131280002.53,1846477283.88,24854060.87,1273397.43,168192.0,0.0,128787887.33,30046800.0,0.0,0.0,126720.0,0.0,24200.0,200039.0,150010.0,50029.0,0.0,0.0,200 GW,75-25,5.0,2018-11-21 15:36:02
S200W0_ClcC0m,coal_ccgt_0mingen,3.80632452858e+12,2424553182.0,348007539.0,348007549.39,0.0,348007549.39,0.0,1892984498.14,23353616.83,1204638.26,168192.0,0.0,128787887.33,30046800.0,0.0,0.0,144540.0,0.0,11000.0,200004.0,200004.0,0.0,0.0,0.0,200 GW,100-0,6.0,2018-11-21 16:30:54
S0W300_ClcC0m,coal_ccgt_0mingen,3.08559784902e+12,2424553182.0,687477610.0,686890167.46,587442.0,0.0,686890167.46,1558645834.63,19018912.36,998717.61,164862.59,0.0,128787887.33,30046800.0,0.0,0.0,119460.0,0.0,33000.0,300007.0,0.0,300007.0,0.0,0.0,300 GW,0-100,7.0,2018-11-21 17:27:27
S75W225_ClcC0m,coal_ccgt_0mingen,3.12182735324e+12,2424553182.0,662279339.0,662279334.12,0.0,131453684.91,530825649.28,1582540643.17,19658169.37,1072271.14,168076.8,0.0,128787887.33,30046800.0,0.0,0.0,109560.0,0.0,31400.0,300060.0,75025.0,225035.0,0.0,0.0,300 GW,25-75,8.0,2018-11-21 18:23:10
S150W150_ClcC0m,coal_ccgt_0mingen,3.18976450944e+12,2424553182.0,628643078.0,628643079.26,0.0,261665558.16,366977521.2,1616421614.13,19442193.32,1043415.89,168192.0,0.0,128787887.33,30046800.0,0.0,0.0,112860.0,0.0,31000.0,300020.0,150010.0,150010.0,0.0,0.0,300 GW,50-50,9.0,2018-11-21 19:19:12
S225W75_ClcC0m,coal_ccgt_0mingen,3.29898697551e+12,2424553182.0,583353677.0,583353679.36,0.0,391018640.42,192335039.08,1658934208.87,22117369.28,1145045.14,168192.0,0.0,128787887.33,30046800.0,0.0,0.0,121440.0,0.0,27200.0,300020.0,225017.0,75003.0,0.0,0.0,300 GW,75-25,10.0,2018-11-21 20:15:22
S300W0_ClcC0m,coal_ccgt_0mingen,3.4496361271e+12,2424553182.0,519352657.0,519352656.06,0.0,519352656.06,0.0,1722729242.59,22296175.6,1172228.28,168192.0,0.0,128787887.33,30046800.0,0.0,0.0,143880.0,0.0,11400.0,300014.0,300014.0,0.0,0.0,0.0,300 GW,100-0,11.0,2018-11-21 21:10:48
S0W400_ClcC0m,coal_ccgt_0mingen,2.75947368373e+12,2424553182.0,888594843.0,856376409.01,32218432.0,0.0,856376409.01,1391083896.62,17188144.41,921337.06,147552.0,1155.52,128787887.33,30046800.0,0.0,0.0,113520.0,0.0,40200.0,400031.0,0.0,400031.0,0.0,0.0,400 GW,0-100,12.0,2018-11-21 22:08:31
S100W300_ClcC0m,coal_ccgt_0mingen,2.72525242964e+12,2424553182.0,862515820.0,857723637.31,4792192.0,172299515.37,685424121.97,1390390495.48,16524253.47,920641.03,159467.39,0.0,128787887.33,30046800.0,0.0,0.0,101640.0,750.0,36400.0,400086.0,100079.0,300007.0,0.0,0.0,400 GW,25-75,13.0,2018-11-21 23:05:19
S200W200_ClcC0m,coal_ccgt_0mingen,2.78228422656e+12,2424553182.0,825174368.0,824099140.99,1075230.0,347408807.12,476690333.91,1423708360.55,16843061.36,903406.8,164524.8,0.0,128787887.33,30046800.0,0.0,0.0,107580.0,0.0,34200.0,400009.0,200004.0,200005.0,0.0,0.0,400 GW,50-50,14.0,2018-11-22 00:02:16
S300W100_ClcC0m,coal_ccgt_0mingen,2.91445019052e+12,2424553182.0,771532271.0,771310058.95,222214.0,519239885.31,252070173.56,1473332345.63,19863152.9,1046915.74,166021.58,0.0,128787887.33,30046800.0,0.0,0.0,117480.0,0.0,29600.0,400037.0,300014.0,100023.0,0.0,0.0,400 GW,75-25,15.0,2018-11-22 00:59:10
S400W0_ClcC0m,coal_ccgt_0mingen,3.15287804556e+12,2424553182.0,689271552.0,680623065.04,8648495.0,680623065.04,0.0,1562331639.63,21484801.23,1126771.04,152217.6,0.0,128787887.33,30046800.0,0.0,0.0,143880.0,0.0,11800.0,400003.0,400003.0,0.0,0.0,0.0,400 GW,100-0,16.0,2018-11-22 01:55:13
S0W600_ClcC0m,coal_ccgt_0mingen,2.33805007712e+12,2424553182.0,1286680244.0,1063709601.19,222970659.0,0.0,1063709601.19,1187924344.89,13203717.1,745003.79,133516.8,2311.05,128787887.33,30046800.0,0.0,0.0,108240.0,500.0,35600.0,600016.0,0.0,600016.0,0.0,0.0,600 GW,0-100,17.0,2018-11-22 02:52:33
S150W450_ClcC0m,coal_ccgt_0mingen,2.17168931181e+12,2424553182.0,1267252344.0,1142467804.29,124784534.0,224257569.03,918210235.14,1107237704.45,15005596.93,837792.71,165039.26,4557.0,128787887.33,30046800.0,0.0,0.0,83820.0,8000.0,45800.0,600096.0,150088.0,450008.0,0.0,0.0,600 GW,25-75,18.0,2018-11-22 03:51:02
S300W300_ClcC0m,coal_ccgt_0mingen,2.13603860778e+12,2424553182.0,1207988444.0,1155737439.02,52251004.0,492309774.85,663427664.28,1094580375.55,14457128.34,795844.69,147707.07,0.0,128787887.33,30046800.0,0.0,0.0,95040.0,3750.0,39200.0,600019.0,300012.0,300007.0,0.0,0.0,600 GW,50-50,19.0,2018-11-22 04:48:48
S450W150_ClcC0m,coal_ccgt_0mingen,2.40139351814e+12,2424553182.0,1142202959.0,1047779929.01,94423030.0,730041458.07,317738470.78,1199899423.96,16987667.04,922796.31,128678.4,0.0,128787887.33,30046800.0,0.0,0.0,110880.0,0.0,33000.0,600057.0,450047.0,150010.0,0.0,0.0,600 GW,75-25,20.0,2018-11-22 05:46:02
S600W0_ClcC0m,coal_ccgt_0mingen,2.88396746794e+12,2424553182.0,1026500348.0,834505201.35,191995143.0,834505201.35,0.0,1409175358.62,20836752.91,1076727.43,124454.4,0.0,128787887.33,30046800.0,0.0,0.0,143880.0,0.0,11400.0,600051.0,600051.0,0.0,0.0,0.0,600 GW,100-0,21.0,2018-11-22 06:42:10
S0W600_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,2.44406447662e+12,2424548840.0,1286680244.0,1031456524.29,255223744.0,0.0,1031456524.29,1210878760.3,20453280.22,2214684.88,709763.69,1139.25,128787887.33,30046800.0,0.0,0.0,108240.0,0.0,25800.0,600016.0,0.0,600016.0,0.0,0.0,600 GW,0-100,17.0,2018-11-22 22:00:08
