Timepoint,net_load_final,hydro_dispatch_final
1.0,226799.0,1396.73355
2.0,222257.0,1396.73355
3.0,222719.0,1396.73355
4.0,224618.0,1396.73355
5.0,229698.0,1396.73355
6.0,230110.053239,8527.68031075
7.0,230110.053239,17801.6803107
8.0,230110.053239,17363.6803107
9.0,200566.0,1396.73355
10.0,151908.0,1396.73355
11.0,108416.0,1396.73355
12.0,79212.0,1396.73355
13.0,65288.0,1396.73355
14.0,68355.0,1396.73355
15.0,78793.0,1396.73355
16.0,109896.0,1396.73355
17.0,169064.0,1396.73355
18.0,230110.053239,14948.6803107
19.0,232110.28355,23673.45
20.0,230827.28355,23673.45
21.0,230110.053239,19938.6803107
22.0,230110.053239,12157.6803107
23.0,230110.053239,3804.68031075
24.0,225971.0,1396.73355
25.0,221240.0,1361.223375
26.0,217677.0,1361.223375
27.0,216522.0,1361.223375
28.0,218829.0,1361.223375
29.0,224649.0,1361.223375
30.0,233113.0,1361.223375
31.0,234568.229242,9872.99413337
32.0,234568.229242,10414.9941334
33.0,198743.0,1361.223375
34.0,151064.0,1361.223375
35.0,107378.0,1361.223375
36.0,76208.0,1361.223375
37.0,63774.0,1361.223375
38.0,63112.0,1361.223375
39.0,74336.0,1361.223375
40.0,110914.0,1361.223375
41.0,173633.0,1361.223375
42.0,234568.229242,20720.9941334
43.0,243395.773375,23673.45
44.0,242280.773375,23673.45
45.0,237587.773375,23673.45
46.0,234568.229242,18059.9941334
47.0,234568.229242,9373.99413337
48.0,234568.229242,2958.99413337
49.0,230627.0,1427.509035
50.0,226682.0,1427.509035
51.0,225855.0,1427.509035
52.0,228163.0,1427.509035
53.0,234073.0,1427.509035
54.0,242395.729052,2177.77998337
55.0,242395.729052,12877.7799834
56.0,242395.729052,14252.7799834
57.0,209886.0,1427.509035
58.0,160983.0,1427.509035
59.0,112864.0,1427.509035
60.0,80004.0,1427.509035
61.0,61590.0,1427.509035
62.0,59166.0,1427.509035
63.0,75911.0,1427.509035
64.0,115142.0,1427.509035
65.0,178993.0,1427.509035
66.0,242395.729052,17361.7799834
67.0,249544.059035,23673.45
68.0,248819.059035,23673.45
69.0,244185.059035,23673.45
70.0,242395.729052,16902.7799834
71.0,242395.729052,6834.77998337
72.0,239485.0,1427.509035
73.0,232715.415188,1847.97127169
74.0,228181.0,1581.38646
75.0,225983.0,1581.38646
76.0,227683.0,1581.38646
77.0,231848.0,1581.38646
78.0,232715.415188,7175.97127169
79.0,232715.415188,14598.9712717
80.0,232715.415188,12601.9712717
81.0,193316.0,1581.38646
82.0,140480.0,1581.38646
83.0,96234.0,1581.38646
84.0,67259.0,1581.38646
85.0,49466.0,1581.38646
86.0,52123.0,1581.38646
87.0,69850.0,1581.38646
88.0,108902.0,1581.38646
89.0,168397.0,1581.38646
90.0,232715.415188,11411.9712717
91.0,233838.93646,23673.45
92.0,234178.93646,23673.45
93.0,232715.415188,21987.9712717
94.0,232715.415188,14667.9712717
95.0,232715.415188,7881.97127169
96.0,232715.415188,2760.97127169
97.0,229529.0,1676.08026
98.0,226233.0,1676.08026
99.0,225882.0,1676.08026
100.0,227582.0,1676.08026
101.0,229820.003922,3603.07633796
102.0,229820.003922,10064.076338
103.0,229820.003922,17487.076338
104.0,229820.003922,15702.076338
105.0,193578.0,1676.08026
106.0,141188.0,1676.08026
107.0,94496.0,1676.08026
108.0,61059.0,1676.08026
109.0,41654.0,1676.08026
110.0,40581.0,1676.08026
111.0,58383.0,1676.08026
112.0,97981.0,1676.08026
113.0,161058.0,1676.08026
114.0,229820.003922,13592.076338
115.0,233830.63026,23673.45
116.0,234170.63026,23673.45
117.0,231020.63026,23673.45
118.0,229820.003922,17556.076338
119.0,229820.003922,9323.07633796
120.0,229820.003922,2945.07633796
121.0,225479.0,1784.97813
122.0,220770.0,1784.97813
123.0,218991.0,1784.97813
124.0,221095.0,1784.97813
125.0,226120.0,1784.97813
126.0,234023.0,1784.97813
127.0,234351.471703,10356.5064267
128.0,234351.471703,10891.5064267
129.0,195091.0,1784.97813
130.0,144333.0,1784.97813
131.0,99684.0,1784.97813
132.0,67945.0,1784.97813
133.0,50043.0,1784.97813
134.0,48551.0,1784.97813
135.0,63850.0,1784.97813
136.0,101881.0,1784.97813
137.0,167432.0,1784.97813
138.0,234351.471703,20309.5064267
139.0,247779.52813,23673.45
140.0,247893.52813,23673.45
141.0,244025.52813,23673.45
142.0,234857.52813,23673.45
143.0,234351.471703,14078.5064267
144.0,234351.471703,5977.50642674
145.0,232586.0,1825.222995
146.0,228110.0,1825.222995
147.0,226613.0,1825.222995
148.0,228676.0,1825.222995
149.0,234000.0,1825.222995
150.0,240546.28983,3821.93316482
151.0,240546.28983,13774.9331648
152.0,240546.28983,14452.9331648
153.0,204021.0,1825.222995
154.0,149119.0,1825.222995
155.0,99933.0,1825.222995
156.0,65315.0,1825.222995
157.0,47778.0,1825.222995
158.0,47265.0,1825.222995
159.0,65174.0,1825.222995
160.0,104682.0,1825.222995
161.0,170088.0,1825.222995
162.0,240546.28983,16024.9331648
