Generator,Fuel
GEN_184418_DULHASTI_400_3,HYDRO-PONDAGE
GEN_184419_DEHAR_400_3,HYDRO-ROR
GEN_184419_DEHAR_400_4,HYDRO-ROR
GEN_184419_DEHAR_400_5,HYDRO-ROR
GEN_184419_DEHAR_400_6,HYDRO-ROR
GEN_184424_DADR-NCR_400_5,SUBCRITICAL-COAL
GEN_184424_DADR-NCR_400_6,SUBCRITICAL-COAL
GEN_184431_KANPUR_400_1,SUPERCRITICAL-COAL
GEN_184440_KOLDAM_400_1,HYDRO-ROR
GEN_184440_KOLDAM_400_2,HYDRO-ROR
GEN_184440_KOLDAM_400_3,HYDRO-ROR
GEN_184440_KOLDAM_400_4,HYDRO-ROR
GEN_184446_RIHNDEXT_400_5,SUBCRITICAL-COAL
GEN_184452_KOTESHWA_400_1,HYDRO-ROR
GEN_184452_KOTESHWA_400_2,HYDRO-ROR
GEN_184452_KOTESHWA_400_3,HYDRO-ROR
GEN_184452_KOTESHWA_400_4,HYDRO-ROR
GEN_184453_URIG-2_400_1,HYDRO-ROR
GEN_184453_URIG-2_400_2,HYDRO-ROR
GEN_184453_URIG-2_400_3,HYDRO-ROR
GEN_184453_URIG-2_400_4,HYDRO-ROR
GEN_184456_KARCHAMW_400_1,HYDRO-PONDAGE
GEN_184456_KARCHAMW_400_2,HYDRO-PONDAGE
GEN_184456_KARCHAMW_400_3,HYDRO-PONDAGE
GEN_184456_KARCHAMW_400_4,HYDRO-PONDAGE
GEN_184458_SHRECEM_400_1,SUBCRITICAL-COAL
GEN_184458_SHRECEM_400_2,SUBCRITICAL-COAL
GEN_184470_PARBT-II_400_1,HYDRO-PONDAGE
GEN_184470_PARBT-II_400_2,HYDRO-PONDAGE
GEN_184470_PARBT-II_400_3,HYDRO-PONDAGE
GEN_184470_PARBT-II_400_4,HYDRO-PONDAGE
GEN_184471_PARBTI-3_400_1,HYDRO-PONDAGE
GEN_184471_PARBTI-3_400_2,HYDRO-PONDAGE
GEN_184471_PARBTI-3_400_3,HYDRO-PONDAGE
GEN_184471_PARBTI-3_400_4,HYDRO-PONDAGE
GEN_184478_RAMPUR_400_1,HYDRO-ROR
GEN_184478_RAMPUR_400_2,HYDRO-ROR
GEN_184478_RAMPUR_400_3,HYDRO-ROR
GEN_184478_RAMPUR_400_4,HYDRO-ROR
GEN_184478_RAMPUR_400_5,HYDRO-ROR
GEN_184478_RAMPUR_400_6,HYDRO-ROR
GEN_184485_BAJOLIHOLI_400_1,HYDRO-STORAGE
GEN_184485_BAJOLIHOLI_400_2,HYDRO-STORAGE
GEN_184485_BAJOLIHOLI_400_3,HYDRO-STORAGE
GEN_184499_TEHRI4_400_1,HYDRO-STORAGE
GEN_184499_TEHRI4_400_2,HYDRO-STORAGE
GEN_184499_TEHRI4_400_3,HYDRO-STORAGE
GEN_184499_TEHRI4_400_4,HYDRO-STORAGE
GEN_184499_TEHRI4_400_5,HYDRO-STORAGE
GEN_184499_TEHRI4_400_6,HYDRO-STORAGE
GEN_184499_TEHRI4_400_7,HYDRO-STORAGE
GEN_184499_TEHRI4_400_8,HYDRO-STORAGE
GEN_184540_RATLE_400_1,HYDRO-ROR
GEN_184540_RATLE_400_2,HYDRO-ROR
GEN_184540_RATLE_400_4,HYDRO-ROR
GEN_184572_TANGU-ROMAI1_400_1,HYDRO-STORAGE
GEN_184572_TANGU-ROMAI1_400_2,HYDRO-STORAGE
GEN_184579_MIYAR_400_1,HYDRO-STORAGE
GEN_184579_MIYAR_400_2,HYDRO-STORAGE
GEN_184903_NATHPA4_400_1,HYDRO-PONDAGE
GEN_184903_NATHPA4_400_2,HYDRO-PONDAGE
GEN_184903_NATHPA4_400_3,HYDRO-PONDAGE
GEN_184903_NATHPA4_400_4,HYDRO-PONDAGE
GEN_184903_NATHPA4_400_5,HYDRO-PONDAGE
GEN_184903_NATHPA4_400_6,HYDRO-PONDAGE
GEN_184923_SINGRL4_400_1,SUBCRITICAL-COAL
GEN_184923_SINGRL4_400_2,SUBCRITICAL-COAL
GEN_184923_SINGRL4_400_3,SUBCRITICAL-COAL
GEN_184923_SINGRL4_400_4,SUBCRITICAL-COAL
GEN_184923_SINGRL4_400_5,SUBCRITICAL-COAL
GEN_184923_SINGRL4_400_6,SUBCRITICAL-COAL
GEN_184923_SINGRL4_400_7,SUBCRITICAL-COAL
GEN_186015_BHAKRA-L_66_1,HYDRO-STORAGE
GEN_186015_BHAKRA-L_66_2,HYDRO-STORAGE
GEN_191123_DHAKRANI_132_1,HYDRO-ROR
GEN_191123_DHAKRANI_132_2,HYDRO-ROR
GEN_191123_DHAKRANI_132_3,HYDRO-ROR
GEN_191137_KHATIMAH_132_1,HYDRO-ROR
GEN_191137_KHATIMAH_132_2,HYDRO-ROR
GEN_191137_KHATIMAH_132_3,HYDRO-ROR
GEN_191191_KALAGARH_132_1,HYDRO-ROR
GEN_191191_KALAGARH_132_2,HYDRO-ROR
GEN_191191_KALAGARH_132_3,HYDRO-ROR
GEN_191195_CHILLA-H_132_1,HYDRO-ROR
GEN_191195_CHILLA-H_132_2,HYDRO-ROR
GEN_191195_CHILLA-H_132_3,HYDRO-ROR
GEN_191195_CHILLA-H_132_4,HYDRO-ROR
GEN_191197_KULHALHE_132_1,HYDRO-ROR
GEN_191197_KULHALHE_132_2,HYDRO-ROR
GEN_191197_KULHALHE_132_3,HYDRO-ROR
GEN_191903_DHALIPUR_132_1,HYDRO-ROR
GEN_191903_DHALIPUR_132_2,HYDRO-ROR
GEN_191903_DHALIPUR_132_3,HYDRO-ROR
GEN_192050_JOSHIMATH_220_1,HYDRO-STORAGE
GEN_192051_ALAKNANDA_220_1,HYDRO-STORAGE
GEN_192053_KOTLIBHEL_220_1,HYDRO-STORAGE
GEN_192055_LATATAPOVAN_220_1,HYDRO-STORAGE
GEN_192055_LATATAPOVAN_220_2,HYDRO-STORAGE
GEN_192055_LATATAPOVAN_220_3,HYDRO-STORAGE
GEN_192058_SBHATWARI_220_1,HYDRO-STORAGE
GEN_192059_PHATABYUNG_220_1,HYDRO-STORAGE
GEN_192059_PHATABYUNG_220_2,HYDRO-STORAGE
GEN_192253_BHILANGA_220_1,HYDRO-ROR
GEN_192253_BHILANGA_220_2,HYDRO-ROR
GEN_192253_BHILANGA_220_3,HYDRO-ROR
GEN_192292_SHRAVANT_220_1,HYDRO-ROR
GEN_192292_SHRAVANT_220_2,HYDRO-ROR
GEN_192292_SHRAVANT_220_3,HYDRO-ROR
GEN_192298_MANERI_2_220_1,HYDRO-ROR
GEN_192298_MANERI_2_220_2,HYDRO-ROR
GEN_192298_MANERI_2_220_3,HYDRO-ROR
GEN_192298_MANERI_2_220_4,HYDRO-ROR
GEN_192299_CHIBRO-H_220_1,HYDRO-ROR
GEN_192299_CHIBRO-H_220_2,HYDRO-ROR
GEN_192299_CHIBRO-H_220_3,HYDRO-ROR
GEN_192299_CHIBRO-H_220_4,HYDRO-ROR
GEN_192600_MANERI_1_220_1,HYDRO-ROR
GEN_192600_MANERI_1_220_2,HYDRO-ROR
GEN_192600_MANERI_1_220_3,HYDRO-ROR
GEN_192902_KHODRIHE_220_1,HYDRO-ROR
GEN_192902_KHODRIHE_220_2,HYDRO-ROR
GEN_192902_KHODRIHE_220_3,HYDRO-ROR
GEN_192902_KHODRIHE_220_4,HYDRO-ROR
GEN_194056_TPVNVISHNUGD_400_1,HYDRO-ROR
GEN_194056_TPVNVISHNUGD_400_2,HYDRO-ROR
GEN_194056_TPVNVISHNUGD_400_3,HYDRO-ROR
GEN_194060_SRAVANTHI_400_1,HYDRO-STORAGE
GEN_194410_SRINAGAR-HEP_400_1,HYDRO-ROR
GEN_194410_SRINAGAR-HEP_400_2,HYDRO-ROR
GEN_194410_SRINAGAR-HEP_400_3,HYDRO-ROR
GEN_194410_SRINAGAR-HEP_400_4,HYDRO-ROR
GEN_211145_KHANDONG1_132_1,HYDRO-STORAGE
GEN_211145_KHANDONG1_132_2,HYDRO-STORAGE
GEN_211350_PAILAPOL1_132_1,CT-GAS
GEN_211350_PAILAPOL1_132_2,SUBCRITICAL-OIL
GEN_211370_DULLAVCH1_132_1,HYDRO-ROR
GEN_211370_DULLAVCH1_132_2,HYDRO-ROR
GEN_211450_LTPS1_132_1,CT-GAS
GEN_211450_LTPS1_132_2,CT-GAS
GEN_211450_LTPS1_132_3,CT-GAS
GEN_211450_LTPS1_132_4,CT-GAS
GEN_211450_LTPS1_132_5,CT-GAS
GEN_211450_LTPS1_132_6,CT-GAS
GEN_211450_LTPS1_132_7,CT-GAS
GEN_211450_LTPS1_132_8,WHR
GEN_211460_NTPS1_132_1,CT-GAS
GEN_211460_NTPS1_132_2,CT-GAS
GEN_211460_NTPS1_132_3,CT-GAS
GEN_211460_NTPS1_132_4,CT-GAS
GEN_211460_NTPS1_132_5,CCGT-GAS
GEN_211460_NTPS1_132_6,CT-GAS
GEN_212001_AGBPP2-AS_220_1,CCGT-GAS
GEN_212001_AGBPP2-AS_220_2,CCGT-GAS
GEN_212001_AGBPP2-AS_220_3,CCGT-GAS
GEN_212001_AGBPP2-AS_220_4,CCGT-GAS
GEN_212001_AGBPP2-AS_220_5,CCGT-GAS
GEN_212001_AGBPP2-AS_220_6,CCGT-GAS
GEN_212001_AGBPP2-AS_220_7,CCGT-GAS
GEN_212001_AGBPP2-AS_220_8,CCGT-GAS
GEN_212001_AGBPP2-AS_220_9,CCGT-GAS
GEN_212150_KOPILI2_220_1,HYDRO-STORAGE
GEN_212150_KOPILI2_220_2,HYDRO-STORAGE
GEN_212150_KOPILI2_220_3,HYDRO-STORAGE
GEN_212150_KOPILI2_220_4,HYDRO-STORAGE
GEN_212440_LANGPI1_220_1,HYDRO-ROR
GEN_212440_LANGPI1_220_2,HYDRO-ROR
GEN_214051_BTPS4_400_1,SUBCRITICAL-COAL
GEN_214051_BTPS4_400_2,SUBCRITICAL-COAL
GEN_221150_PARE_132_1,HYDRO-STORAGE
GEN_221150_PARE_132_2,HYDRO-STORAGE
GEN_221460_RANGNADI1_132_1,HYDRO-ROR
GEN_221460_RANGNADI1_132_2,HYDRO-ROR
GEN_221460_RANGNADI1_132_3,HYDRO-ROR
GEN_224004_NYAMJUNGCHU_400_1,HYDRO-ROR
GEN_224004_NYAMJUNGCHU_400_2,HYDRO-ROR
GEN_224004_NYAMJUNGCHU_400_3,HYDRO-ROR
GEN_224004_NYAMJUNGCHU_400_4,HYDRO-ROR
GEN_224004_NYAMJUNGCHU_400_5,HYDRO-ROR
GEN_224323_KAMENG_400_1,HYDRO-STORAGE
GEN_224323_KAMENG_400_2,HYDRO-STORAGE
GEN_224325_L-SUBANSRI_400_1,HYDRO-STORAGE
GEN_224325_L-SUBANSRI_400_2,HYDRO-STORAGE
GEN_224325_L-SUBANSRI_400_3,HYDRO-STORAGE
GEN_224325_L-SUBANSRI_400_4,HYDRO-STORAGE
GEN_224325_L-SUBANSRI_400_5,HYDRO-STORAGE
GEN_224325_L-SUBANSRI_400_6,HYDRO-STORAGE
GEN_224325_L-SUBANSRI_400_7,HYDRO-STORAGE
GEN_224325_L-SUBANSRI_400_8,HYDRO-STORAGE
GEN_224414_ATHENADEMWE_400_1,HYDRO-ROR
GEN_224414_ATHENADEMWE_400_2,HYDRO-ROR
GEN_224414_ATHENADEMWE_400_3,HYDRO-STORAGE
GEN_224414_ATHENADEMWE_400_4,HYDRO-STORAGE
GEN_224414_ATHENADEMWE_400_5,HYDRO-STORAGE
GEN_231000_UMTRU1_132_1,HYDRO-ROR
GEN_231000_UMTRU1_132_2,HYDRO-ROR
GEN_231000_UMTRU1_132_3,HYDRO-ROR
GEN_231000_UMTRU1_132_4,HYDRO-ROR
GEN_231010_UMIAM1-1_132_1,HYDRO-STORAGE
GEN_231010_UMIAM1-1_132_2,HYDRO-STORAGE
GEN_231010_UMIAM1-1_132_3,HYDRO-STORAGE
GEN_231010_UMIAM1-1_132_4,HYDRO-STORAGE
GEN_231020_UMIAM2-1_132_1,HYDRO-STORAGE
GEN_231020_UMIAM2-1_132_2,HYDRO-STORAGE
GEN_231030_UMIAM3-1_132_1,HYDRO-STORAGE
GEN_231030_UMIAM3-1_132_2,HYDRO-STORAGE
GEN_231040_UMIAM4-1_132_1,HYDRO-STORAGE
GEN_231040_UMIAM4-1_132_2,HYDRO-STORAGE
GEN_231150_ADHUNIK1_132_1,SUBCRITICAL-COAL
GEN_231280_LESHKA1_132_1,HYDRO-ROR
GEN_231280_LESHKA1_132_2,HYDRO-ROR
GEN_231280_LESHKA1_132_3,HYDRO-ROR
GEN_231410_MPL_132_1,SUBCRITICAL-COAL
GEN_231410_MPL_132_2,SUBCRITICAL-COAL
GEN_241510_DOYANG1_132_1,HYDRO-STORAGE
GEN_241510_DOYANG1_132_2,HYDRO-STORAGE
GEN_241510_DOYANG1_132_3,HYDRO-STORAGE
GEN_246100_LIKIMARO1_66_1,HYDRO-ROR
GEN_246100_LIKIMARO1_66_2,HYDRO-ROR
GEN_246100_LIKIMARO1_66_3,HYDRO-ROR
GEN_251080_LOKTAK1_132_1,HYDRO-STORAGE
GEN_251080_LOKTAK1_132_2,HYDRO-STORAGE
GEN_251080_LOKTAK1_132_3,HYDRO-STORAGE
GEN_261020_KOLASIB1_132_1,HYDRO-ROR
GEN_261020_KOLASIB1_132_2,HYDRO-ROR
GEN_261020_KOLASIB1_132_3,HYDRO-ROR
GEN_261080_BAIRABI1_132_1,SUBCRITICAL-OIL
GEN_271080_TELIMURA1_132_1,SUBCRITICAL-COAL
GEN_271080_TELIMURA1_132_2,SUBCRITICAL-COAL
GEN_271080_TELIMURA1_132_3,SUBCRITICAL-COAL
GEN_271120_AGTPP1_132_1,CCGT-GAS
GEN_271120_AGTPP1_132_2,CCGT-GAS
GEN_271120_AGTPP1_132_3,CCGT-GAS
GEN_271120_AGTPP1_132_4,CCGT-GAS
GEN_271120_AGTPP1_132_5,CCGT-GAS
GEN_271120_AGTPP1_132_6,CCGT-GAS
GEN_271340_ROKHIA1_132_1,CT-GAS
GEN_271340_ROKHIA1_132_2,CT-GAS
GEN_271340_ROKHIA1_132_3,CT-GAS
GEN_271600_MONARCHAK1_132_1,CT-GAS
GEN_274080_PALATAN4_400_1,CCGT-GAS
GEN_274080_PALATAN4_400_2,CCGT-GAS
GEN_276360_ROKHIA6_66_1,CT-GAS
GEN_276360_ROKHIA6_66_2,CT-GAS
GEN_276400_GUMTI6_66_1,HYDRO-STORAGE
GEN_276400_GUMTI6_66_2,HYDRO-STORAGE
GEN_276400_GUMTI6_66_3,HYDRO-STORAGE
GEN_276430_BARAMRA6_66_1,CT-GAS
GEN_276430_BARAMRA6_66_2,CT-GAS
GEN_281104_KURICHU1_132_1,HYDRO-ROR
GEN_281104_KURICHU1_132_2,HYDRO-ROR
GEN_281104_KURICHU1_132_3,HYDRO-ROR
GEN_281104_KURICHU1_132_4,HYDRO-ROR
GEN_282205_DAGACHU2_220_1,HYDRO-ROR
GEN_282205_DAGACHU2_220_2,HYDRO-ROR
GEN_311004_HASDE1_132_1,HYDRO-ROR
GEN_311004_HASDE1_132_2,HYDRO-ROR
GEN_311004_HASDE1_132_3,HYDRO-ROR
GEN_311012_RAIGARH_132_1,SUBCRITICAL-COAL
GEN_311012_RAIGARH_132_2,SUBCRITICAL-COAL
GEN_311014_SILTARA_132_1,DIESEL
GEN_311034_KVK_132_1,DIESEL
GEN_311035_ARASMETA_132_1,SUBCRITICAL-COAL
GEN_311041_MONNET_R_132_1,SUBCRITICAL-COAL
GEN_311044_BAGRANG_132_1,COGENERATION-BAGASSE
GEN_311057_MAHA-CL_132_1,COGENERATION-BAGASSE
GEN_311084_SKS_132_1,SUBCRITICAL-COAL
GEN_311085_JAGDMBA_132_1,COGENERATION-BAGASSE
GEN_311086_GODVRI-P_132_1,COGENERATION-BAGASSE
GEN_311087_VANDANA_132_1,DIESEL
GEN_311088_NAKODA_132_1,COGENERATION-BAGASSE
GEN_311089_SHARD-EN_132_1,COGENERATION-BAGASSE
GEN_311092_HIRA-PL_132_1,COGENERATION-BAGASSE
GEN_311092_HIRA-PL_132_2,COGENERATION-BAGASSE
GEN_311092_HIRA-PL_132_3,COGENERATION-BAGASSE
GEN_311093_BAJRNG-P_132_1,COGENERATION-BAGASSE
GEN_311095_ARYAN-CL_132_1,SUBCRITICAL-COAL
GEN_311096_CSPL_132_1,COGENERATION-BAGASSE
GEN_311097_PIL_132_1,COGENERATION-BAGASSE
GEN_311103_MSP-STL_132_1,COGENERATION-BAGASSE
GEN_311105_RL-I-LTD_132_1,COGENERATION-BAGASSE
GEN_311113_MONNET-M_132_1,SUBCRITICAL-COAL
GEN_311114_SALASAR_132_1,COGENERATION-BAGASSE
GEN_311115_SPECTRUM-CL_132_1,SUBCRITICAL-COAL
GEN_311115_SPECTRUM-CL_132_2,SUBCRITICAL-COAL
GEN_312001_KORBE2_220_1,SUBCRITICAL-COAL
GEN_312001_KORBE2_220_2,SUBCRITICAL-COAL
GEN_312001_KORBE2_220_3,SUBCRITICAL-COAL
GEN_312001_KORBE2_220_4,SUBCRITICAL-COAL
GEN_312001_KORBE2_220_5,SUBCRITICAL-COAL
GEN_312001_KORBE2_220_6,SUBCRITICAL-COAL
GEN_312003_KORBW2_220_1,SUBCRITICAL-COAL
GEN_312003_KORBW2_220_2,SUBCRITICAL-COAL
GEN_312011_SILTARA_220_1,DIESEL
GEN_312013_JINB2-2_220_4,SUBCRITICAL-COAL
GEN_312014_KORBAEXT_220_1,SUBCRITICAL-COAL
GEN_312014_KORBAEXT_220_2,SUBCRITICAL-COAL
GEN_312019_BALCO2_220_1,SUBCRITICAL-COAL
GEN_312019_BALCO2_220_2,SUBCRITICAL-COAL
GEN_312019_BALCO2_220_3,SUBCRITICAL-COAL
GEN_312019_BALCO2_220_4,SUBCRITICAL-COAL
GEN_312020_JSPCL2_220_1,SUBCRITICAL-COAL
GEN_312032_BALCO_220_1,SUBCRITICAL-COAL
GEN_312035_DCPP_JS_220_1,SUBCRITICAL-COAL
GEN_312035_DCPP_JS_220_2,SUBCRITICAL-COAL
GEN_312036_DCPP_JS_220_1,SUBCRITICAL-COAL
GEN_312036_DCPP_JS_220_2,SUBCRITICAL-COAL
GEN_314001_KNTPC4_400_1,SUBCRITICAL-COAL
GEN_314001_KNTPC4_400_2,SUBCRITICAL-COAL
GEN_314001_KNTPC4_400_3,SUBCRITICAL-COAL
GEN_314001_KNTPC4_400_4,SUBCRITICAL-COAL
GEN_314001_KNTPC4_400_5,SUBCRITICAL-COAL
GEN_314001_KNTPC4_400_6,SUBCRITICAL-COAL
GEN_314001_KNTPC4_400_7,SUBCRITICAL-COAL
GEN_314003_KORBW4_400_3,SUBCRITICAL-COAL
GEN_314003_KORBW4_400_4,SUBCRITICAL-COAL
GEN_314003_KORBW4_400_5,SUBCRITICAL-COAL
GEN_314007_NSPCL4_400_1,SUBCRITICAL-COAL
GEN_314007_NSPCL4_400_2,SUBCRITICAL-COAL
GEN_314009_KSKMAHNADI_400_1,SUBCRITICAL-COAL
GEN_314009_KSKMAHNADI_400_2,SUBCRITICAL-COAL
GEN_314009_KSKMAHNADI_400_3,SUBCRITICAL-COAL
GEN_314009_KSKMAHNADI_400_4,SUBCRITICAL-COAL
GEN_314009_KSKMAHNADI_400_5,SUBCRITICAL-COAL
GEN_314009_KSKMAHNADI_400_6,SUBCRITICAL-COAL
GEN_314010_PATH4_400_1,SUBCRITICAL-COAL
GEN_314010_PATH4_400_2,SUBCRITICAL-COAL
GEN_314012_MCCPL_400_1,SUBCRITICAL-COAL
GEN_314014_JIN4-B1_400_1,SUBCRITICAL-COAL
GEN_314014_JIN4-B1_400_2,SUBCRITICAL-COAL
GEN_314014_JIN4-B1_400_3,SUBCRITICAL-COAL
GEN_314018_ARYN_CBL_400_1,SUBCRITICAL-COAL
GEN_314018_ARYN_CBL_400_2,SUBCRITICAL-COAL
GEN_314019_BALCO_400_1,SUBCRITICAL-COAL
GEN_314019_BALCO_400_2,SUBCRITICAL-COAL
GEN_314020_VANDANA_400_1,SUBCRITICAL-COAL
GEN_314020_VANDANA_400_2,SUBCRITICAL-COAL
GEN_314022_MARWA_400_1,SUBCRITICAL-COAL
GEN_314022_MARWA_400_2,SUBCRITICAL-COAL
GEN_314023_KWPCL_400_1,SUPERCRITICAL-COAL
GEN_314023_KWPCL_400_2,SUPERCRITICAL-COAL
GEN_314026_DBPOWER_400_1,SUBCRITICAL-COAL
GEN_314026_DBPOWER_400_2,SUBCRITICAL-COAL
GEN_314027_JPL_EXTN_400_1,SUBCRITICAL-COAL
GEN_314027_JPL_EXTN_400_2,SUBCRITICAL-COAL
GEN_314027_JPL_EXTN_400_3,SUBCRITICAL-COAL
GEN_314027_JPL_EXTN_400_4,SUBCRITICAL-COAL
GEN_314039_RKM_400_1,SUBCRITICAL-COAL
GEN_314039_RKM_400_2,SUPERCRITICAL-COAL
GEN_314039_RKM_400_3,SUPERCRITICAL-COAL
GEN_314039_RKM_400_4,SUBCRITICAL-COAL
GEN_314040_ATHENA_400_1,SUBCRITICAL-COAL
GEN_314040_ATHENA_400_2,SUBCRITICAL-COAL
GEN_314041_SKS_400_1,SUBCRITICAL-COAL
GEN_314041_SKS_400_2,SUBCRITICAL-COAL
GEN_314041_SKS_400_3,SUBCRITICAL-COAL
GEN_314041_SKS_400_4,SUBCRITICAL-COAL
GEN_314042_VISAPOWER_400_1,SUBCRITICAL-COAL
GEN_314044_GMR_400_1,SUPERCRITICAL-COAL
GEN_314044_GMR_400_2,SUPERCRITICAL-COAL
GEN_314045_LARASTPP_400_1,SUPERCRITICAL-COAL
GEN_314047_KPCL_400_1,SUPERCRITICAL-COAL
GEN_318007_SIPAT7_765_1,SUPERCRITICAL-COAL
GEN_318007_SIPAT7_765_2,SUPERCRITICAL-COAL
GEN_318007_SIPAT7_765_3,SUPERCRITICAL-COAL
GEN_318007_SIPAT7_765_4,SUBCRITICAL-COAL
GEN_318007_SIPAT7_765_5,SUBCRITICAL-COAL
GEN_351008_DHUV1_132_G1,SUBCRITICAL-COAL
GEN_351008_DHUV1_132_G2,SUBCRITICAL-COAL
GEN_351008_DHUV1_132_G3,SUBCRITICAL-COAL
GEN_351008_DHUV1_132_G4,SUBCRITICAL-COAL
GEN_351008_DHUV1_132_G5,SUBCRITICAL-COAL
GEN_351015_SIKKA1_132_1,SUBCRITICAL-COAL
GEN_351015_SIKKA1_132_2,SUBCRITICAL-COAL
GEN_351023_AECOM1_132_C,CCGT-LNG
GEN_351023_AECOM1_132_D,CCGT-LNG
GEN_351023_AECOM1_132_E,CCGT-LNG
GEN_351023_AECOM1_132_F,SUBCRITICAL-COAL
GEN_351023_AECOM1_132_G1,SUBCRITICAL-COAL
GEN_351023_AECOM1_132_G2,CCGT-LNG
GEN_351023_AECOM1_132_G3,SUBCRITICAL-COAL
GEN_351024_GIPCL1_132_G1,CCGT-LNG
GEN_351024_GIPCL1_132_G2,CCGT-LNG
GEN_351024_GIPCL1_132_G3,CCGT-LNG
GEN_351024_GIPCL1_132_G4,CCGT-LNG
GEN_351024_GIPCL1_132_G5,CCGT-LNG
GEN_351024_GIPCL1_132_G6,CCGT-LNG
GEN_352002_GANCS2_220_G1,CCGT-GAS
GEN_352002_GANCS2_220_G2,CCGT-GAS
GEN_352002_GANCS2_220_G3,CCGT-GAS
GEN_352002_GANCS2_220_GT,CCGT-GAS
GEN_352004_WANAK2_220_1,SUBCRITICAL-COAL
GEN_352004_WANAK2_220_2,SUBCRITICAL-COAL
GEN_352004_WANAK2_220_3,SUBCRITICAL-COAL
GEN_352007_UKAIT2_220_1,SUBCRITICAL-COAL
GEN_352007_UKAIT2_220_2,SUBCRITICAL-COAL
GEN_352007_UKAIT2_220_3,SUBCRITICAL-COAL
GEN_352007_UKAIT2_220_4,SUBCRITICAL-COAL
GEN_352007_UKAIT2_220_5,SUBCRITICAL-COAL
GEN_352009_GPEC2_220_G1,CCGT-LNG
GEN_352009_GPEC2_220_G2,CCGT-LNG
GEN_352009_GPEC2_220_G3,CCGT-LNG
GEN_352009_GPEC2_220_GT,CCGT-LNG
GEN_352011_SSP2_220_1,HYDRO-STORAGE
GEN_352011_SSP2_220_2,HYDRO-STORAGE
GEN_352011_SSP2_220_3,HYDRO-STORAGE
GEN_352011_SSP2_220_4,HYDRO-STORAGE
GEN_352011_SSP2_220_5,HYDRO-STORAGE
GEN_352015_MUNDRA2_220_1,SUBCRITICAL-COAL
GEN_352015_MUNDRA2_220_2,SUBCRITICAL-COAL
GEN_352020_MEHSN2_220_S2,HYDRO-STORAGE
GEN_352023_GANDHINGR_220_1,SUBCRITICAL-COAL
GEN_352023_GANDHINGR_220_2,SUBCRITICAL-COAL
GEN_352023_GANDHINGR_220_3,SUBCRITICAL-COAL
GEN_352023_GANDHINGR_220_4,SUBCRITICAL-COAL
GEN_352023_GANDHINGR_220_5,SUBCRITICAL-COAL
GEN_352026_CHATR2_220_S1,HYDRO-STORAGE
GEN_352026_CHATR2_220_S2,SUPERCRITICAL-COAL
GEN_352038_KADANAHPS_220_1,HYDRO-STORAGE
GEN_352038_KADANAHPS_220_2,HYDRO-STORAGE
GEN_352038_KADANAHPS_220_3,HYDRO-STORAGE
GEN_352038_KADANAHPS_220_4,HYDRO-STORAGE
GEN_352045_UKAIH2_220_1,HYDRO-STORAGE
GEN_352045_UKAIH2_220_2,HYDRO-STORAGE
GEN_352045_UKAIH2_220_3,HYDRO-STORAGE
GEN_352045_UKAIH2_220_4,HYDRO-STORAGE
GEN_352046_UTRAN2_220_G1,CCGT-LNG
GEN_352046_UTRAN2_220_G2,CCGT-LNG
GEN_352046_UTRAN2_220_G3,CCGT-LNG
GEN_352046_UTRAN2_220_G4,CCGT-LNG
GEN_352046_UTRAN2_220_G5,CCGT-LNG
GEN_352046_UTRAN2_220_G6,CCGT-LNG
GEN_352053_KUTCHLIG_220_1,SUBCRITICAL-LIGNITE
GEN_352053_KUTCHLIG_220_2,SUBCRITICAL-LIGNITE
GEN_352053_KUTCHLIG_220_3,SUBCRITICAL-LIGNITE
GEN_352053_KUTCHLIG_220_4,SUBCRITICAL-LIGNITE
GEN_352060_ESSAR2_220_G1,CCGT-NAPTHA
GEN_352060_ESSAR2_220_G2,CCGT-NAPTHA
GEN_352060_ESSAR2_220_G3,CCGT-NAPTHA
GEN_352060_ESSAR2_220_GT,CCGT-NAPTHA
GEN_352073_AKRIM_220_1,SUBCRITICAL-COAL
GEN_352073_AKRIM_220_2,SUBCRITICAL-COAL
GEN_352077_KAWAS2_220_G1,CCGT-GAS
GEN_352077_KAWAS2_220_G2,CCGT-GAS
GEN_352077_KAWAS2_220_G3,CCGT-GAS
GEN_352077_KAWAS2_220_G4,CCGT-GAS
GEN_352077_KAWAS2_220_G5,CCGT-GAS
GEN_352077_KAWAS2_220_G6,CCGT-GAS
GEN_352078_KAKRA2_220_1,NUCLEAR
GEN_352078_KAKRA2_220_2,NUCLEAR
GEN_352088_GSEG_220_G1,CCGT-LNG
GEN_352088_GSEG_220_G2,CCGT-LNG
GEN_352088_GSEG_220_GT,CCGT-LNG
GEN_352090_GACL_220_1,CCGT-LNG
GEN_352090_GACL_220_2,CCGT-LNG
GEN_352090_GACL_220_GT,CCGT-LNG
GEN_352095_SURATLIGNIT_220_1,SUBCRITICAL-LIGNITE
GEN_352095_SURATLIGNIT_220_2,SUBCRITICAL-LIGNITE
GEN_352095_SURATLIGNIT_220_3,SUBCRITICAL-LIGNITE
GEN_352095_SURATLIGNIT_220_4,SUBCRITICAL-LIGNITE
GEN_352130_HAZR-EXT_220_GT,CCGT-LNG
GEN_352131_PIPAVAV_220_1,CCGT-LNG
GEN_352137_OPGPOWER_220_1,SUBCRITICAL-COAL
GEN_354004_WANAK4_400_1,SUBCRITICAL-COAL
