Generator,Fuel
GEN_354004_WANAK4_400_2,SUBCRITICAL-COAL
GEN_354004_WANAK4_400_3,SUBCRITICAL-COAL
GEN_354004_WANAK4_400_4,SUBCRITICAL-COAL
GEN_354004_WANAK4_400_8,SUPERCRITICAL-COAL
GEN_354007_UKAI4_400_6,SUBCRITICAL-COAL
GEN_354011_SSP4_400_1,HYDRO-STORAGE
GEN_354011_SSP4_400_2,HYDRO-STORAGE
GEN_354011_SSP4_400_3,HYDRO-STORAGE
GEN_354011_SSP4_400_4,HYDRO-STORAGE
GEN_354011_SSP4_400_5,HYDRO-STORAGE
GEN_354011_SSP4_400_6,HYDRO-STORAGE
GEN_354012_SUGEN4_400_G1,CCGT-LNG
GEN_354012_SUGEN4_400_G2,CCGT-LNG
GEN_354012_SUGEN4_400_G3,CCGT-LNG
GEN_354015_MUNDRA4_400_3,SUBCRITICAL-COAL
GEN_354015_MUNDRA4_400_4,SUBCRITICAL-COAL
GEN_354015_MUNDRA4_400_5,SUPERCRITICAL-COAL
GEN_354015_MUNDRA4_400_6,SUPERCRITICAL-COAL
GEN_354015_MUNDRA4_400_7,SUPERCRITICAL-COAL
GEN_354015_MUNDRA4_400_8,SUPERCRITICAL-COAL
GEN_354015_MUNDRA4_400_9,SUPERCRITICAL-COAL
GEN_354023_CGPL_400_1,SUPERCRITICAL-COAL
GEN_354023_CGPL_400_2,SUPERCRITICAL-COAL
GEN_354023_CGPL_400_3,SUPERCRITICAL-COAL
GEN_354023_CGPL_400_4,SUPERCRITICAL-COAL
GEN_354023_CGPL_400_5,SUPERCRITICAL-COAL
GEN_354026_VADINAR_400_1,SUPERCRITICAL-COAL
GEN_354026_VADINAR_400_2,SUPERCRITICAL-COAL
GEN_354032_SUGEN-UN_400_G1,CCGT-LNG
GEN_354033_DGEN_400_1,CCGT-LNG
GEN_354033_DGEN_400_2,CCGT-LNG
GEN_354033_DGEN_400_3,CCGT-LNG
GEN_361002_GSAGA1_132_1,HYDRO-STORAGE
GEN_361002_GSAGA1_132_2,HYDRO-STORAGE
GEN_361002_GSAGA1_132_3,HYDRO-STORAGE
GEN_361002_GSAGA1_132_4,HYDRO-STORAGE
GEN_361002_GSAGA1_132_5,HYDRO-STORAGE
GEN_361007_PENCH1_132_1,HYDRO-STORAGE
GEN_361007_PENCH1_132_2,HYDRO-STORAGE
GEN_361028_BARGI1_132_1,HYDRO-STORAGE
GEN_361028_BARGI1_132_2,HYDRO-STORAGE
GEN_361029_AMK132_132_1,SUBCRITICAL-COAL
GEN_361029_AMK132_132_2,SUBCRITICAL-COAL
GEN_361033_RAJGHAT_132_1,HYDRO-STORAGE
GEN_361033_RAJGHAT_132_2,HYDRO-STORAGE
GEN_361033_RAJGHAT_132_3,HYDRO-STORAGE
GEN_361112_CHAPDA_132_1,HYDRO-STORAGE
GEN_361146_MADIKHED_132_1,HYDRO-STORAGE
GEN_361146_MADIKHED_132_2,HYDRO-STORAGE
GEN_361177_BANSGR-2_132_1,HYDRO-STORAGE
GEN_361177_BANSGR-2_132_2,HYDRO-STORAGE
GEN_361199_BANSGR-3_132_1,HYDRO-STORAGE
GEN_361199_BANSGR-3_132_2,HYDRO-STORAGE
GEN_361199_BANSGR-3_132_3,HYDRO-STORAGE
GEN_361201_BANSGR-4_132_1,HYDRO-STORAGE
GEN_361201_BANSGR-4_132_2,HYDRO-STORAGE
GEN_361227_BLA-TPS_132_1,SUBCRITICAL-COAL
GEN_361227_BLA-TPS_132_2,SUBCRITICAL-COAL
GEN_362003_SAT2_220_6,SUBCRITICAL-COAL
GEN_362003_SAT2_220_7,SUBCRITICAL-COAL
GEN_362017_BIRST2_220_1,SUBCRITICAL-COAL
GEN_362017_BIRST2_220_2,SUBCRITICAL-COAL
GEN_362017_BIRST2_220_3,SUBCRITICAL-COAL
GEN_362017_BIRST2_220_5,SUBCRITICAL-COAL
GEN_362026_AMARK2_220_1,SUBCRITICAL-COAL
GEN_362026_AMARK2_220_2,SUBCRITICAL-COAL
GEN_362026_AMARK2_220_3,SUBCRITICAL-COAL
GEN_362028_BANSG-I_220_1,HYDRO-ROR
GEN_362028_BANSG-I_220_2,HYDRO-ROR
GEN_362028_BANSG-I_220_3,HYDRO-ROR
GEN_362046_OMKSR_220_1,HYDRO-ROR
GEN_362046_OMKSR_220_2,HYDRO-ROR
GEN_362046_OMKSR_220_3,HYDRO-ROR
GEN_362046_OMKSR_220_4,HYDRO-ROR
GEN_362046_OMKSR_220_5,HYDRO-ROR
GEN_362046_OMKSR_220_6,HYDRO-ROR
GEN_362046_OMKSR_220_7,HYDRO-ROR
GEN_362046_OMKSR_220_8,HYDRO-ROR
GEN_362067_BIRSNG-H_220_1,HYDRO-STORAGE
GEN_362085_AGAR_220_S1,HYDRO-STORAGE
GEN_364003_SATPU4_400_10,SUBCRITICAL-COAL
GEN_364003_SATPU4_400_11,SUBCRITICAL-COAL
GEN_364003_SATPU4_400_8,SUBCRITICAL-COAL
GEN_364003_SATPU4_400_9,SUBCRITICAL-COAL
GEN_364006_INDSGR4_400_1,HYDRO-STORAGE
GEN_364006_INDSGR4_400_2,HYDRO-STORAGE
GEN_364006_INDSGR4_400_3,HYDRO-STORAGE
GEN_364006_INDSGR4_400_4,HYDRO-STORAGE
GEN_364006_INDSGR4_400_5,HYDRO-STORAGE
GEN_364006_INDSGR4_400_6,HYDRO-STORAGE
GEN_364006_INDSGR4_400_7,HYDRO-STORAGE
GEN_364006_INDSGR4_400_8,HYDRO-STORAGE
GEN_364008_VINDH_W4_400_1,SUBCRITICAL-COAL
GEN_364008_VINDH_W4_400_10,SUBCRITICAL-COAL
GEN_364008_VINDH_W4_400_2,SUBCRITICAL-COAL
GEN_364008_VINDH_W4_400_3,SUBCRITICAL-COAL
GEN_364008_VINDH_W4_400_4,SUBCRITICAL-COAL
GEN_364008_VINDH_W4_400_5,SUBCRITICAL-COAL
GEN_364008_VINDH_W4_400_6,SUBCRITICAL-COAL
GEN_364008_VINDH_W4_400_7,SUBCRITICAL-COAL
GEN_364008_VINDH_W4_400_8,SUBCRITICAL-COAL
GEN_364008_VINDH_W4_400_9,SUBCRITICAL-COAL
GEN_364022_VINDH-IV-V_400_1,SUBCRITICAL-COAL
GEN_364022_VINDH-IV-V_400_2,SUBCRITICAL-COAL
GEN_364027_MAHAN_400_1,SUBCRITICAL-COAL
GEN_364027_MAHAN_400_2,SUBCRITICAL-COAL
GEN_364028_JP-BINA_400_1,SUBCRITICAL-COAL
GEN_364028_JP-BINA_400_2,SUBCRITICAL-COAL
GEN_364030_MALWA_400_1,SUBCRITICAL-COAL
GEN_364030_MALWA_400_2,SUBCRITICAL-COAL
GEN_364033_NIGRI_400_1,SUPERCRITICAL-COAL
GEN_364033_NIGRI_400_2,SUPERCRITICAL-COAL
GEN_364034_ANUPPUR_400_1,SUBCRITICAL-COAL
GEN_364034_ANUPPUR_400_2,SUBCRITICAL-COAL
GEN_364038_JHABUAPOWER_400_1,SUBCRITICAL-COAL
GEN_364038_JHABUAPOWER_400_2,SUBCRITICAL-COAL
GEN_368024_SASAN_765_1,SUPERCRITICAL-COAL
GEN_368024_SASAN_765_2,SUPERCRITICAL-COAL
GEN_368024_SASAN_765_3,SUPERCRITICAL-COAL
GEN_368024_SASAN_765_4,SUPERCRITICAL-COAL
GEN_368024_SASAN_765_5,SUPERCRITICAL-COAL
GEN_368024_SASAN_765_6,SUPERCRITICAL-COAL
GEN_368027_GADARWARAST_765_1,SUPERCRITICAL-COAL
GEN_368027_GADARWARAST_765_2,SUPERCRITICAL-COAL
GEN_368039_DWARKESH_400_1,SUPERCRITICAL-COAL
GEN_368039_DWARKESH_400_2,SUPERCRITICAL-COAL
GEN_368040_KHARGONE_400_1,SUPERCRITICAL-COAL
GEN_368040_KHARGONE_400_2,SUPERCRITICAL-COAL
GEN_371006_BHUSA1_132_2,SUBCRITICAL-COAL
GEN_371006_BHUSA1_132_3,SUBCRITICAL-COAL
GEN_371085_KHAPRALE_132_1,HYDRO-STORAGE
GEN_371085_KHAPRALE_132_2,HYDRO-STORAGE
GEN_371119_BHANDHR_132_1,HYDRO-STORAGE
GEN_371119_BHANDHR_132_2,HYDRO-STORAGE
GEN_371155_DAUND_132_1,HYDRO-STORAGE
GEN_371165_VAITRAN_132_1,HYDRO-STORAGE
GEN_371212_VIR-HYDR_132_1,HYDRO-STORAGE
GEN_371212_VIR-HYDR_132_2,HYDRO-STORAGE
GEN_371215_ELDARI_132_1,HYDRO-STORAGE
GEN_371215_ELDARI_132_2,HYDRO-STORAGE
GEN_371215_ELDARI_132_3,HYDRO-STORAGE
GEN_371231_BHATGHAR_132_1,HYDRO-STORAGE
GEN_371246_MUKHED_132_1,HYDRO-STORAGE
GEN_371272_VARASGN_132_1,HYDRO-STORAGE
GEN_371277_MANDRUP_132_1,HYDRO-STORAGE
GEN_371286_PANSHET_132_1,HYDRO-STORAGE
GEN_371289_UJANI-HY_132_1,HYDRO-STORAGE
GEN_371306_BHIPU1_100_1,HYDRO-STORAGE
GEN_371306_BHIPU1_100_2,HYDRO-STORAGE
GEN_371306_BHIPU1_100_3,HYDRO-STORAGE
GEN_371306_BHIPU1_100_4,HYDRO-STORAGE
GEN_371306_BHIPU1_100_5,HYDRO-STORAGE
GEN_371306_BHIPU1_100_6,HYDRO-STORAGE
GEN_371311_KHOPO1_100_1,HYDRO-STORAGE
GEN_371311_KHOPO1_100_2,HYDRO-STORAGE
GEN_371311_KHOPO1_100_3,HYDRO-STORAGE
GEN_371311_KHOPO1_100_4,HYDRO-STORAGE
GEN_371311_KHOPO1_100_5,HYDRO-STORAGE
GEN_371311_KHOPO1_100_6,HYDRO-STORAGE
GEN_371311_KHOPO1_100_7,HYDRO-STORAGE
GEN_371311_KHOPO1_100_8,HYDRO-STORAGE
GEN_372005_PARLI2_220_3,SUBCRITICAL-COAL
GEN_372005_PARLI2_220_4,SUBCRITICAL-COAL
GEN_372005_PARLI2_220_5,SUBCRITICAL-COAL
GEN_372005_PARLI2_220_6,SUBCRITICAL-COAL
GEN_372005_PARLI2_220_7,SUBCRITICAL-COAL
GEN_372006_CHAND2_220_1,SUBCRITICAL-COAL
GEN_372007_TAPS2_220_1,NUCLEAR
GEN_372007_TAPS2_220_2,NUCLEAR
GEN_372009_KORAD2_220_5,SUBCRITICAL-COAL
GEN_372024_URAN2_220_5,CCGT-LNG
GEN_372024_URAN2_220_6,CCGT-LNG
GEN_372024_URAN2_220_G1,CCGT-LNG
GEN_372024_URAN2_220_G2,CCGT-LNG
GEN_372024_URAN2_220_G3,CCGT-LNG
GEN_372024_URAN2_220_G4,CCGT-LNG
GEN_372026_BARAMATI_220_1,SUBCRITICAL-COAL
GEN_372034_KOY3-PEDAMBE_220_1,HYDRO-STORAGE
GEN_372034_KOY3-PEDAMBE_220_2,HYDRO-STORAGE
GEN_372034_KOY3-PEDAMBE_220_3,HYDRO-STORAGE
GEN_372034_KOY3-PEDAMBE_220_4,HYDRO-STORAGE
GEN_372040_KOY12-PHOPLI_220_1,HYDRO-STORAGE
GEN_372040_KOY12-PHOPLI_220_2,HYDRO-STORAGE
GEN_372040_KOY12-PHOPLI_220_3,HYDRO-STORAGE
GEN_372040_KOY12-PHOPLI_220_4,HYDRO-STORAGE
GEN_372040_KOY12-PHOPLI_220_5,HYDRO-STORAGE
GEN_372040_KOY12-PHOPLI_220_6,HYDRO-STORAGE
GEN_372040_KOY12-PHOPLI_220_7,HYDRO-STORAGE
GEN_372040_KOY12-PHOPLI_220_8,HYDRO-STORAGE
GEN_372043_TILLA2_220_1,HYDRO-STORAGE
GEN_372046_WARDH2_220_1,SUBCRITICAL-COAL
GEN_372046_WARDH2_220_2,SUBCRITICAL-COAL
GEN_372050_CHALI2_220_1,WHR
GEN_372051_NASIK2_220_1,SUBCRITICAL-COAL
GEN_372051_NASIK2_220_2,SUBCRITICAL-COAL
GEN_372051_NASIK2_220_3,SUBCRITICAL-COAL
GEN_372051_NASIK2_220_4,SUBCRITICAL-COAL
GEN_372051_NASIK2_220_5,SUBCRITICAL-COAL
GEN_372052_TROMB2_220_5,SUBCRITICAL-COAL
GEN_372052_TROMB2_220_6,SUBCRITICAL-COAL
GEN_372052_TROMB2_220_7,SUBCRITICAL-COAL
GEN_372052_TROMB2_220_8,SUBCRITICAL-COAL
GEN_372052_TROMB2_220_G1,SUBCRITICAL-COAL
GEN_372053_KKHED2_220_1,SUBCRITICAL-COAL
GEN_372053_KKHED2_220_2,SUBCRITICAL-COAL
GEN_372053_KKHED2_220_3,SUBCRITICAL-COAL
GEN_372053_KKHED2_220_4,SUBCRITICAL-COAL
GEN_372088_KDPH22_220_1,HYDRO-STORAGE
GEN_372088_KDPH22_220_2,HYDRO-STORAGE
GEN_372089_BHIRA2_220_7,HYDRO-PUMPED
GEN_372090_DAHAN2_220_1,SUBCRITICAL-COAL
GEN_372090_DAHAN2_220_2,SUBCRITICAL-COAL
GEN_372105_BHIRA_220_1,HYDRO-STORAGE
GEN_372105_BHIRA_220_2,HYDRO-STORAGE
GEN_372111_PARAS_220_3,SUBCRITICAL-COAL
GEN_372111_PARAS_220_4,SUBCRITICAL-COAL
GEN_372145_GHATGR_220_1,HYDRO-PUMPED
GEN_372145_GHATGR_220_2,HYDRO-PUMPED
GEN_372170_PAWAS_220_1,SUBCRITICAL-COAL
GEN_372184_INDORAM_220_1,SUBCRITICAL-COAL
GEN_372187_CHND-MDC_220_1,SUBCRITICAL-COAL
GEN_372188_MATRDEV_220_1,SUBCRITICAL-COAL
GEN_372190_FINOLEX_220_1,SUBCRITICAL-COAL
GEN_372195_KSK-WRDH_220_1,SUBCRITICAL-COAL
GEN_372195_KSK-WRDH_220_2,SUBCRITICAL-COAL
GEN_372195_KSK-WRDH_220_3,SUBCRITICAL-COAL
GEN_372195_KSK-WRDH_220_4,SUBCRITICAL-COAL
GEN_372203_VIDARBHA_220_1,SUBCRITICAL-COAL
GEN_372203_VIDARBHA_220_2,SUBCRITICAL-COAL
GEN_372204_ABHI-NG_220_1,SUBCRITICAL-COAL
GEN_372204_ABHI-NG_220_2,SUBCRITICAL-COAL
GEN_372204_ABHI-NG_220_3,SUBCRITICAL-COAL
GEN_372204_ABHI-NG_220_4,SUBCRITICAL-COAL
GEN_374006_CHNDR4_400_2,SUBCRITICAL-COAL
GEN_374006_CHNDR4_400_3,SUBCRITICAL-COAL
GEN_374006_CHNDR4_400_4,SUBCRITICAL-COAL
GEN_374006_CHNDR4_400_5,SUBCRITICAL-COAL
GEN_374006_CHNDR4_400_6,SUBCRITICAL-COAL
GEN_374006_CHNDR4_400_7,SUBCRITICAL-COAL
GEN_374009_KORADI-I_400_1,SUBCRITICAL-COAL
GEN_374009_KORADI-I_400_2,SUBCRITICAL-COAL
GEN_374017_TAPS4_400_1,NUCLEAR
GEN_374017_TAPS4_400_2,NUCLEAR
GEN_374023_JAIGAD_400_1,SUBCRITICAL-COAL
GEN_374023_JAIGAD_400_2,SUBCRITICAL-COAL
GEN_374023_JAIGAD_400_3,SUBCRITICAL-COAL
GEN_374023_JAIGAD_400_4,SUBCRITICAL-COAL
GEN_374024_RGPPL_400_1,CCGT-LNG
GEN_374024_RGPPL_400_2,CCGT-LNG
GEN_374024_RGPPL_400_3,CCGT-LNG
GEN_374024_RGPPL_400_4,CCGT-LNG
GEN_374026_KOY4-4_400_1,HYDRO-STORAGE
GEN_374026_KOY4-4_400_2,HYDRO-STORAGE
GEN_374026_KOY4-4_400_3,HYDRO-STORAGE
GEN_374026_KOY4-4_400_4,HYDRO-STORAGE
GEN_374027_K-KHD-NEW_400_5,SUBCRITICAL-COAL
GEN_374030_BHUSAWAL-II_400_4,SUBCRITICAL-COAL
GEN_374030_BHUSAWAL-II_400_5,SUBCRITICAL-COAL
GEN_374031_MAUDA_400_1,SUBCRITICAL-COAL
GEN_374031_MAUDA_400_2,SUBCRITICAL-COAL
GEN_374031_MAUDA_400_3,SUPERCRITICAL-COAL
GEN_374031_MAUDA_400_4,SUPERCRITICAL-COAL
GEN_374032_TIRODA_400_1,SUPERCRITICAL-COAL
GEN_374032_TIRODA_400_2,SUPERCRITICAL-COAL
GEN_374032_TIRODA_400_3,SUPERCRITICAL-COAL
GEN_374034_EMCO_400_1,SUBCRITICAL-COAL
GEN_374034_EMCO_400_2,SUBCRITICAL-COAL
GEN_374035_IEPL_400_1,SUBCRITICAL-COAL
GEN_374035_IEPL_400_2,SUBCRITICAL-COAL
GEN_374036_AMRAVATIIBL_400_1,SUBCRITICAL-COAL
GEN_374036_AMRAVATIIBL_400_10,SUBCRITICAL-COAL
GEN_374036_AMRAVATIIBL_400_2,SUBCRITICAL-COAL
GEN_374036_AMRAVATIIBL_400_3,SUBCRITICAL-COAL
GEN_374036_AMRAVATIIBL_400_4,SUBCRITICAL-COAL
GEN_374036_AMRAVATIIBL_400_5,SUBCRITICAL-COAL
GEN_374036_AMRAVATIIBL_400_6,SUBCRITICAL-COAL
GEN_374036_AMRAVATIIBL_400_7,SUBCRITICAL-COAL
GEN_374036_AMRAVATIIBL_400_8,SUBCRITICAL-COAL
GEN_374036_AMRAVATIIBL_400_9,SUBCRITICAL-COAL
GEN_374037_CHANDRPR-II_400_8,SUBCRITICAL-COAL
GEN_374037_CHANDRPR-II_400_9,SUBCRITICAL-COAL
GEN_374038_KORADI-II_400_10,SUPERCRITICAL-COAL
GEN_374038_KORADI-II_400_8,SUPERCRITICAL-COAL
GEN_374039_DHARIWAL_400_1,SUBCRITICAL-COAL
GEN_374055_SINNARTPP_400_1,SUBCRITICAL-COAL
GEN_374055_SINNARTPP_400_10,SUBCRITICAL-COAL
GEN_374055_SINNARTPP_400_2,SUBCRITICAL-COAL
GEN_374090_SOLAPURSTPP_400_1,SUPERCRITICAL-COAL
GEN_374090_SOLAPURSTPP_400_2,SUPERCRITICAL-COAL
GEN_374092_LANCOVIDARB_400_1,SUPERCRITICAL-COAL
GEN_374092_LANCOVIDARB_400_2,SUPERCRITICAL-COAL
GEN_378032_TIRODA_765_1,SUPERCRITICAL-COAL
GEN_378032_TIRODA_765_2,SUPERCRITICAL-COAL
GEN_410001_KAHALG_15.75_1,SUBCRITICAL-COAL
GEN_410001_KAHALG_15.75_2,SUBCRITICAL-COAL
GEN_411025_BARAUNI_132_1,SUBCRITICAL-COAL
GEN_411025_BARAUNI_132_2,SUBCRITICAL-COAL
GEN_412001_KANTI_220_1,SUBCRITICAL-COAL
GEN_412025_BARAUNI_220_1,SUBCRITICAL-COAL
GEN_412025_BARAUNI_220_2,SUBCRITICAL-COAL
GEN_414010_KAHALGAON-B_400_1,SUBCRITICAL-COAL
GEN_414010_KAHALGAON-B_400_2,SUBCRITICAL-COAL
GEN_414010_KAHALGAON-B_400_3,SUBCRITICAL-COAL
GEN_414020_NABINAGAR-I_400_1,SUBCRITICAL-COAL
GEN_414020_NABINAGAR-I_400_2,SUBCRITICAL-COAL
GEN_414031_NABINAGAR-II_400_1,SUPERCRITICAL-COAL
GEN_414031_NABINAGAR-II_400_2,SUPERCRITICAL-COAL
GEN_414031_NABINAGAR-II_400_3,SUPERCRITICAL-COAL
GEN_414052_BARH-I_400_1,SUPERCRITICAL-COAL
GEN_414052_BARH-I_400_2,SUPERCRITICAL-COAL
GEN_414052_BARH-I_400_3,SUPERCRITICAL-COAL
GEN_414102_BARH-II_400_4,SUPERCRITICAL-COAL
GEN_414102_BARH-II_400_5,SUPERCRITICAL-COAL
GEN_420001_TALCHRG_21_1,SUBCRITICAL-COAL
GEN_420001_TALCHRG_21_2,SUBCRITICAL-COAL
GEN_420001_TALCHRG_21_3,SUBCRITICAL-COAL
GEN_420001_TALCHRG_21_4,SUBCRITICAL-COAL
GEN_420002_TALCHRG_21_5,SUBCRITICAL-COAL
GEN_420002_TALCHRG_21_6,SUBCRITICAL-COAL
GEN_421008_TALCHER-OD_132_1,SUBCRITICAL-COAL
GEN_421008_TALCHER-OD_132_2,SUBCRITICAL-COAL
GEN_421008_TALCHER-OD_132_3,SUBCRITICAL-COAL
GEN_421008_TALCHER-OD_132_4,SUBCRITICAL-COAL
GEN_421011_HIRAKD-BURLA_132_1,HYDRO-STORAGE
GEN_421011_HIRAKD-BURLA_132_2,HYDRO-STORAGE
GEN_421011_HIRAKD-BURLA_132_3,HYDRO-STORAGE
GEN_421011_HIRAKD-BURLA_132_4,HYDRO-STORAGE
GEN_421011_HIRAKD-BURLA_132_5,HYDRO-STORAGE
GEN_421011_HIRAKD-BURLA_132_6,HYDRO-STORAGE
GEN_421011_HIRAKD-BURLA_132_7,HYDRO-STORAGE
GEN_421521_CHIPLIMA_132_1,HYDRO-STORAGE
GEN_421521_CHIPLIMA_132_2,HYDRO-STORAGE
GEN_421521_CHIPLIMA_132_3,HYDRO-STORAGE
GEN_421535_ICCL1_132_1,SUBCRITICAL-COAL
GEN_421535_ICCL1_132_2,SUBCRITICAL-COAL
GEN_421602_HINDALCO_132_1,SUBCRITICAL-COAL
GEN_421603_NBVLBSSL_132_1,SUBCRITICAL-COAL
GEN_422001_INDRAVATI_220_1,HYDRO-STORAGE
GEN_422001_INDRAVATI_220_2,HYDRO-STORAGE
GEN_422001_INDRAVATI_220_3,HYDRO-STORAGE
GEN_422001_INDRAVATI_220_4,HYDRO-STORAGE
GEN_422002_BALIMELA_220_1,HYDRO-ROR
GEN_422002_BALIMELA_220_2,HYDRO-ROR
GEN_422002_BALIMELA_220_3,HYDRO-ROR
GEN_422002_BALIMELA_220_4,HYDRO-ROR
GEN_422002_BALIMELA_220_5,HYDRO-ROR
GEN_422002_BALIMELA_220_6,HYDRO-ROR
GEN_422002_BALIMELA_220_7,HYDRO-ROR
GEN_422003_UPKOLAB_220_1,HYDRO-STORAGE
GEN_422003_UPKOLAB_220_2,HYDRO-STORAGE
GEN_422003_UPKOLAB_220_3,HYDRO-STORAGE
GEN_422003_UPKOLAB_220_4,HYDRO-STORAGE
GEN_422008_TALCHER-OD_220_1,SUBCRITICAL-COAL
GEN_422008_TALCHER-OD_220_2,SUBCRITICAL-COAL
GEN_422010_RENGL-PS_220_1,HYDRO-STORAGE
GEN_422010_RENGL-PS_220_2,HYDRO-STORAGE
GEN_422010_RENGL-PS_220_3,HYDRO-STORAGE
GEN_422010_RENGL-PS_220_4,HYDRO-STORAGE
GEN_422010_RENGL-PS_220_5,HYDRO-STORAGE
GEN_422020_IBTPS2_220_1,SUBCRITICAL-COAL
GEN_422020_IBTPS2_220_2,SUBCRITICAL-COAL
GEN_422030_NALCO2_220_1,SUBCRITICAL-COAL
GEN_422030_NALCO2_220_2,SUBCRITICAL-COAL
GEN_422030_NALCO2_220_3,SUBCRITICAL-COAL
GEN_422030_NALCO2_220_4,SUBCRITICAL-COAL
GEN_422030_NALCO2_220_5,SUBCRITICAL-COAL
GEN_422030_NALCO2_220_6,SUBCRITICAL-COAL
GEN_422030_NALCO2_220_7,SUBCRITICAL-COAL
GEN_422030_NALCO2_220_8,SUBCRITICAL-COAL
GEN_422030_NALCO2_220_9,SUBCRITICAL-COAL
GEN_422605_BSSL_220_1,SUBCRITICAL-COAL
GEN_422606_JINSTL_220_1,SUBCRITICAL-COAL
GEN_422606_JINSTL_220_2,SUBCRITICAL-COAL
GEN_422607_TSIL_220_1,SUBCRITICAL-COAL
GEN_422609_STERLT2_220_2,SUBCRITICAL-COAL
GEN_422610_VEDANT_220_1,SUBCRITICAL-COAL
GEN_422610_VEDANT_220_2,SUBCRITICAL-COAL
GEN_422610_VEDANT_220_3,SUBCRITICAL-COAL
GEN_422610_VEDANT_220_4,SUBCRITICAL-COAL
GEN_422610_VEDANT_220_5,SUBCRITICAL-COAL
GEN_422610_VEDANT_220_6,SUBCRITICAL-COAL
GEN_422610_VEDANT_220_7,SUBCRITICAL-COAL
GEN_424023_KVK_400_1,SUBCRITICAL-COAL
GEN_424023_KVK_400_2,SUBCRITICAL-COAL
GEN_424023_KVK_400_3,SUBCRITICAL-COAL
GEN_424026_MONNET_400_1,SUBCRITICAL-COAL
GEN_424026_MONNET_400_2,SUBCRITICAL-COAL
GEN_424027_STERLITE_400_1,SUBCRITICAL-COAL
GEN_424027_STERLITE_400_2,SUBCRITICAL-COAL
GEN_424027_STERLITE_400_3,SUBCRITICAL-COAL
GEN_424027_STERLITE_400_4,SUBCRITICAL-COAL
GEN_424028_LANCOBDN_400_1,SUPERCRITICAL-COAL
GEN_424028_LANCOBDN_400_2,SUPERCRITICAL-COAL
GEN_424029_GMR_400_1,SUBCRITICAL-COAL
GEN_424029_GMR_400_2,SUBCRITICAL-COAL
GEN_424029_GMR_400_3,SUBCRITICAL-COAL
GEN_424029_GMR_400_4,SUBCRITICAL-COAL
GEN_424030_JINDAL-JITPL_400_1,SUBCRITICAL-COAL
GEN_424030_JINDAL-JITPL_400_2,SUBCRITICAL-COAL
GEN_424118_TALCHER-III_400_1,SUPERCRITICAL-COAL
GEN_424118_TALCHER-III_400_2,SUPERCRITICAL-COAL
GEN_428072_DARLIPALLI_765_1,SUPERCRITICAL-COAL
GEN_428072_DARLIPALLI_765_2,SUPERCRITICAL-COAL
GEN_431018_MAITHON-HYDR_132_1,HYDRO-STORAGE
GEN_431018_MAITHON-HYDR_132_2,HYDRO-STORAGE
GEN_431018_MAITHON-HYDR_132_3,HYDRO-STORAGE
GEN_431019_PANCHET-HYDR_132_1,HYDRO-STORAGE
GEN_431019_PANCHET-HYDR_132_2,HYDRO-STORAGE
GEN_431107_CHANDRPR-TPS_132_1,SUBCRITICAL-COAL
GEN_431107_CHANDRPR-TPS_132_2,SUBCRITICAL-COAL
GEN_431107_CHANDRPR-TPS_132_3,SUBCRITICAL-COAL
GEN_432001_BOKARO-TPS_220_1,SUBCRITICAL-COAL
GEN_432001_BOKARO-TPS_220_2,SUBCRITICAL-COAL
GEN_432001_BOKARO-TPS_220_3,SUBCRITICAL-COAL
GEN_432007_CHANDRPR-TPS_220_4,SUBCRITICAL-COAL
GEN_432007_CHANDRPR-TPS_220_5,SUBCRITICAL-COAL
GEN_432020_MEJIA2_220_1,SUBCRITICAL-COAL
GEN_432020_MEJIA2_220_2,SUBCRITICAL-COAL
GEN_432020_MEJIA2_220_3,SUBCRITICAL-COAL
GEN_432020_MEJIA2_220_4,SUBCRITICAL-COAL
GEN_432020_MEJIA2_220_5,SUBCRITICAL-COAL
GEN_432020_MEJIA2_220_6,SUBCRITICAL-COAL
GEN_432212_WARIA2_220_1,SUBCRITICAL-COAL
GEN_432212_WARIA2_220_2,SUBCRITICAL-COAL
GEN_434002_DTPS_400_1,SUBCRITICAL-COAL
GEN_434002_DTPS_400_2,SUBCRITICAL-COAL
GEN_434003_MEJIA-B_400_1,SUBCRITICAL-COAL
GEN_434003_MEJIA-B_400_2,SUBCRITICAL-COAL
GEN_434005_KODERMA_400_1,SUBCRITICAL-COAL
GEN_434005_KODERMA_400_2,SUBCRITICAL-COAL
GEN_434006_RAGHUNATH_400_1,SUBCRITICAL-COAL
GEN_434035_MAITHON-RB_400_1,SUBCRITICAL-COAL
GEN_434035_MAITHON-RB_400_2,SUBCRITICAL-COAL
GEN_441001_BANDEL-TPS_132_1,SUBCRITICAL-COAL
GEN_441001_BANDEL-TPS_132_2,SUBCRITICAL-COAL
GEN_441001_BANDEL-TPS_132_3,SUBCRITICAL-COAL
GEN_441001_BANDEL-TPS_132_4,SUBCRITICAL-COAL
GEN_441001_BANDEL-TPS_132_5,SUBCRITICAL-COAL
GEN_441017_DPL_132_1,SUBCRITICAL-COAL
GEN_441017_DPL_132_2,SUBCRITICAL-COAL
GEN_441017_DPL_132_3,SUBCRITICAL-COAL
GEN_441017_DPL_132_4,SUBCRITICAL-COAL
GEN_441017_DPL_132_5,SUBCRITICAL-COAL
GEN_441061_RAMMAM-II_132_1,HYDRO-STORAGE
