"","scenario","scenario_main","dispatch_cost","ann_gen_total_MWh","ann_gen_vre_nocurt_MWh","ann_gen_vre_MWh","ann_curt_vre_MWh","ann_gen_solarPV_MWh","ann_gen_wind_MWh","ann_gen_coal_MWh","ann_gen_gas_ccgt_MWh","ann_gen_gas_ct_MWh","ann_gen_diesel_MWh","ann_gen_other_MWh","ann_gen_hydro_MWh","ann_gen_nuclear_MWh","ann_discharge_bat_storage_MWh","ann_charge_bat_storage_MWh","new_capacity_coal_MW","new_capacity_gas_ccgt_MW","new_capacity_gas_ct_MW","capacity_vre_MW","capacity_solarPV_MW","capacity_wind_MW","capacity_bat_storage_MW","energy_bat_storage_MWh","scenario_build","scenario_split","rank","date_time","scenario_econ_dispatch","scenario_sensitivity","ann_cap_cost_coal_mil","ann_cap_cost_ccgt_mil","ann_cap_cost_ct_mil","ann_cap_cost_solar_mil","ann_cap_cost_wind_mil","ann_cap_cost_battery_mil","total_cost_new_conv","total_cost_vre","total_cost_capacity","total_cost_energy","total_cost","system_cost_vre","cost_vre_pMWh","cost_vre_nocurt_pMWh","cost_battery_pMWh","cost_battery_nocurt_pMWh","cost_vre_battery_pMWh","cost_vre_battery_nocurt_pMWh","capacity_value_pMWh","energy_value_pMWh","total_value_pMWh","system_cost_vre_pMWh","system_cost_add_pMWh_load","system_cost_add_perc","vre_share_after_curt","vre_curt","vre_share_nocurt","total_emissions_co2_milTonnes","grid_emissions_factor_kg_kWh","total_emissions_reduced_milTonnes","emissions_reduction","cost_emissions_reduction_pTonneCO2_avg","avoided_conv_cap_mw_perVREmw"
"31","S450W150","coal_55mingen",3004529498550,2424553182,1142202959,762115465.72,380087503,462927344.3,299188121.42,1473827340.84,25615357.38,3210745.9,949584.79,0,128787887.33,30046800,0,0,110880,0,33000,600057,450047,150010,0,0,"600 GW","75-25",20,"2018-11-23 19:58:49","ClcC55m","ClcC55m",13943.2780658411,0,2150.92451229517,35395.4826748871,16409.8292570993,0,16094.2025781363,51805.3119319864,67899.5145101227,46223.5307469231,114123.045257046,23384.000122699,67.9756733227345,45.3556099848857,0,0,67.9756733227345,45.3556099848857,4.96672648458417,32.3259320267303,37.2926585113144,30.68301481142,9.64466372455881,0.257706041407831,0.31433233610959,0.3327670360903,0.471098331634781,1369.4810331172,0.564838520880587,695.8021046173,0.336903977911986,33.6072569593053,0.034430062477398
"32","S600W0","coal_55mingen",3679117071460,2424553182,1026500348,458817687.81,567682670,458817687.81,0,1770924790.96,31772542.98,2921692.63,1281780.04,0,128787887.33,30046800,0,0,143880,0,11400,600051,600051,0,0,0,"600 GW","100-0",21,"2018-11-23 21:17:19","ClcC55m","ClcC55m",18093.0632044843,0,743.046649701969,47193.0593350221,0,0,18836.1098541863,47193.0593350221,66029.1691892084,56601.8010993846,122630.970288593,31891.9251542463,102.857977337973,45.9747134299287,0,0,102.857977337973,45.9747134299287,2.27391362532817,31.0751367432621,33.3490503685903,69.5089269693826,13.1537329809936,0.351468599950855,0.189238038256403,0.553027245724811,0.423377121863438,1645.4870017245,0.67867639033067,419.79613601,0.203263237054505,75.9700302565114,0.0154320216114964
"33","S0W0","coal_ccgt_0mingen",4602550389370,2424553182,0,0,0,0,0,2226991464.31,36718617.79,1840220.87,168192,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-11-21 11:56:22","ClcC0m","ClcC0m",19006.0159349858,0,873.405711053191,0,0,0,19879.421646039,0,19879.421646039,70808.4675287692,90687.8891748083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.5512232251,0.851930672653358,NA,NA,NA,NA
"34","S0W200","coal_ccgt_0mingen",3520772356130,2424553182,477166828,477166824.57,0,0,477166824.57,1765615148.36,21632407.38,1135922.56,168192,0,128787887.33,30046800,0,0,126720,0,28800,200005,0,200005,0,0,"200 GW","0-100",2,"2018-11-21 12:51:21","ClcC0m","ClcC0m",15935.1749323899,0,1877.1704834576,0,21878.8607463911,0,17812.3454158475,21878.8607463911,39691.2061622386,54165.7285558462,93856.9347180848,3169.04554327653,45.8515965901597,45.8515962605664,0,0,45.8515965901597,45.8515962605664,4.33197809184304,34.8782398858527,39.2102179776958,6.64137861246392,1.30706373727072,0.0349445286698419,0.196806087040082,7.18826164326863e-09,0.196806088454776,1634.3050962436,0.674064445513821,431.2461269815,0.208780165862052,7.34857740162958,0.0450988725281868
"35","S50W150","coal_ccgt_0mingen",3570693189870,2424553182,454821772,454821767.92,0,87844246.67,366977521.2,1785566511.24,23898737.36,1263286.32,168192,0,128787887.33,30046800,0,0,118800,0,25000,200025,50015,150010,0,0,"200 GW","25-75",3,"2018-11-21 13:45:43","ClcC0m","ClcC0m",14939.2264991155,0,1629.48826689028,3933.60041503327,16409.8292570993,0,16568.7147660058,20343.4296721325,36912.1444381383,54933.7413826154,91845.8858207537,1157.99664594544,44.7283553845004,44.7283549832626,0,0,44.7283553845004,44.7283549832626,7.27913022979053,34.9031802474021,42.1823104771926,2.54604490730779,0.477612392478114,0.0127690329599944,0.18758993256845,8.97054678224749e-09,0.187589934251234,1653.6924478536,0.682060703032086,411.8587753715,0.199394123341291,2.81163523807626,0.10368703912011
"36","S100W100","coal_ccgt_0mingen",3630799090760,2424553182,427217839,427217841.44,0,175038224.01,252179617.28,1813537496.43,23553883.33,1241081.61,168192,0,128787887.33,30046800,0,0,119460,0,27400,200102,100079,100023,0,0,"200 GW","50-50",4,"2018-11-21 14:40:41","ClcC0m","ClcC0m",15022.2222018884,0,1785.91914051175,7871.05460234159,10941.6729003589,0,16808.1413424001,18812.7275027005,35620.8688451006,55858.4475501538,91479.3163952545,791.427220446203,44.0354443983179,44.0354446498207,0,0,44.0354443983179,44.0354446498207,7.18902631333634,34.9939036446234,42.1829299579598,1.85251444035807,0.326421885204168,0.00872693396712171,0.176204772331531,-5.71137198607433e-09,0.17620477132516,1679.2669265685,0.692608823364016,386.2842966566,0.187012692937949,2.04882058964403,0.0883549389811196
"37","S150W50","coal_ccgt_0mingen",3710334341080,2424553182,392945562,392945560.43,0,261665558.16,131280002.53,1846477283.88,24854060.87,1273397.43,168192,0,128787887.33,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,"200 GW","75-25",5,"2018-11-21 15:36:02","ClcC0m","ClcC0m",15935.1749323899,0,1577.34464234979,11798.0485506176,5472.75080263595,0,17512.5195747397,17270.7993532536,34783.3189279933,57082.0667858462,91865.3857138394,1177.49653903116,43.9521427201116,43.9521425445023,0,0,43.9521427201116,43.9521425445023,6.02348597273695,34.9320672510011,40.955553223738,2.99658949637352,0.485655067404974,0.0129840549796173,0.162069268410875,3.99546437134069e-09,0.162069269058417,1710.1379645559,0.705341494363599,355.4132586692,0.172067027277235,3.31303492570914,0.0680867230889976
"38","S200W0","coal_ccgt_0mingen",3806324528580,2424553182,348007539,348007549.39,0,348007549.39,0,1892984498.14,23353616.83,1204638.26,168192,0,128787887.33,30046800,0,0,144540,0,11000,200004,200004,0,0,0,"200 GW","100-0",6,"2018-11-21 16:30:54","ClcC0m","ClcC0m",18176.0589072572,0,716.974837431724,15729.9973489616,0,0,18893.0337446889,15729.9973489616,34623.0310936505,58558.8389012308,93181.8699948813,2493.98082007305,45.2001612509088,45.2001626003901,0,0,45.2001612509088,45.2001626003901,2.83438650419821,35.1993186613625,38.0337051655607,7.16645608534808,1.02863523002444,0.0275007042590406,0.143534714756362,-2.98556750108074e-08,0.143534710471036,1752.2510969012,0.722710934909573,313.3001263239,0.151678700969091,7.96035689272175,0.0449991000179996
"39","S0W400","coal_ccgt_0mingen",2759473683730,2424553182,888594843,856376409.01,32218432,0,856376409.01,1391083896.62,17188144.41,921337.06,147552,1155.52,128787887.33,30046800,0,0,113520,0,40200,400031,0,400031,0,0,"400 GW","0-100",12,"2018-11-21 22:08:31","ClcC0m","ClcC0m",14275.2608769326,0,2620.21713315957,0,43760.0187157301,0,16895.4780100922,43760.0187157301,60655.4967258223,42453.4412881538,103108.938013976,12421.0488391679,51.0990473994002,49.2463118151701,0,0,51.0990473994002,49.2463118151701,3.48438327416843,33.1104709824909,36.5948542566593,14.5041931427408,5.1230259378851,0.136964802601429,0.353209991584338,0.036257732355532,0.366498392197363,1287.7176405304,0.531115444317938,777.8335826947,0.376574337130313,15.9687741896368,0.0270479037874565
"40","S100W300","coal_ccgt_0mingen",2725252429640,2424553182,862515820,857723637.31,4792192,172299515.37,685424121.97,1390390495.48,16524253.47,920641.03,159467.39,0,128787887.33,30046800,0,0,101640,750,36400,400086,100079,300007,0,0,"400 GW","25-75",13,"2018-11-21 23:05:19","ClcC0m","ClcC0m",12781.338227021,58.1273631345119,2372.53491659225,7871.05460234159,32818.2364238022,0,15212.0005067478,40689.2910261438,55901.2915328917,41926.960456,97828.2519888917,7140.3628140834,47.4386961676303,47.1751243080316,0,0,47.4386961676303,47.1751243080316,5.44163753482326,33.67227602978,39.1139135646033,8.32478260302708,2.94502214556224,0.0787355718503909,0.353765652029323,0.0055560519342127,0.355742174023387,1286.8102094077,0.53074117695625,778.7410138174,0.377013653818516,9.1691110232929,0.0643611623500947
"41","S200W200","coal_ccgt_0mingen",2782284226560,2424553182,825174368,824099140.99,1075230,347408807.12,476690333.91,1423708360.55,16843061.36,903406.8,164524.8,0,128787887.33,30046800,0,0,107580,0,34200,400009,200004,200005,0,0,"400 GW","50-50",14,"2018-11-22 00:02:16","ClcC0m","ClcC0m",13528.2995519768,0,2229.13994910591,15729.9973489616,21878.8607463911,0,15757.4395010827,37608.8580953527,53366.2975964355,42804.3727163077,96170.6703127432,5482.78113793492,45.6363272629708,45.5768617565115,0,0,45.6363272629708,45.5768617565115,5.00180371502939,33.981463418127,38.9832671331563,6.65306012981446,2.26135734148434,0.0604576993446877,0.339897325044529,0.00130303006454993,0.340340799338259,1317.5898340972,0.543436144803525,747.9613891279,0.362112244285112,7.33029968876825,0.056898719778805
"42","S300W100","coal_ccgt_0mingen",2914450190520,2424553182,771532271,771310058.95,222214,519239885.31,252070173.56,1473332345.63,19863152.9,1046915.74,166021.58,0,128787887.33,30046800,0,0,117480,0,29600,400037,300014,100023,0,0,"400 GW","75-25",15,"2018-11-22 00:59:10","ClcC0m","ClcC0m",14773.2350935698,0,1929.31410799809,23595.6252107526,10941.6729003589,0,16702.5492015679,34537.2981111115,51239.8473126794,44837.6952387692,96077.5425514486,5389.65337664037,44.7774506637808,44.764554133746,0,0,44.7774506637808,44.764554133746,4.11880074375784,33.6709887141295,37.7897894578873,6.98766120589353,2.22294706367071,0.0594307952879064,0.318124619693329,0.000288013941026651,0.31821627041547,1364.6039768094,0.5628269930065,700.9472464157,0.339351180708682,7.68909986336406,0.0436459627484458
"43","S400W0","coal_ccgt_0mingen",3152878045560,2424553182,689271552,680623065.04,8648495,680623065.04,0,1562331639.63,21484801.23,1126771.04,152217.6,0,128787887.33,30046800,0,0,143880,0,11800,400003,400003,0,0,0,"400 GW","100-0",16,"2018-11-22 01:55:13","ClcC0m","ClcC0m",18093.0632044843,0,769.118461972213,31459.6014558543,0,0,18862.1816664566,31459.6014558543,50321.7831223109,48505.8160855385,98827.5992078493,8139.71003304109,46.2217680707095,45.6418103497391,0,0,46.2217680707095,45.6418103497391,1.49457171205724,32.7679924304652,34.2625641425225,11.9592039281871,3.35720003729788,0.0897552044391632,0.280721029380992,0.0125472855145486,0.284288073001321,1447.2034091634,0.596894891771196,618.3478140617,0.299362130122451,13.1636432569791,0.0221498338762459
"44","S0W600","coal_ccgt_0mingen",2338050077120,2424553182,1286680244,1063709601.19,222970659,0,1063709601.19,1187924344.89,13203717.1,745003.79,133516.8,2311.05,128787887.33,30046800,0,0,108240,500,35600,600016,0,600016,0,0,"600 GW","0-100",17,"2018-11-22 02:52:33","ClcC0m","ClcC0m",13611.2952547497,38.7515754230079,2320.39129205176,0,65636.6916307424,0,15970.4381222245,65636.6916307424,81607.1297529668,35970.0011864615,117577.130939428,26889.2417646201,61.7054613000699,51.0124344698825,0,0,61.7054613000699,51.0124344698825,3.67485967922213,32.7518584990988,36.4267181783209,25.278743121749,11.0903905776319,0.29650311645019,0.43872397152887,0.173291417078756,0.530687573096922,1099.0147946445,0.453285497222185,966.5364285806,0.467931474036008,27.8202051878253,0.033665768912829
"45","S150W450","coal_ccgt_0mingen",2171689311810,2424553182,1267252344,1142467804.29,124784534,224257569.03,918210235.14,1107237704.45,15005596.93,837792.71,165039.26,4557,128787887.33,30046800,0,0,83820,8000,45800,600096,150088,450008,0,0,"600 GW","25-75",18,"2018-11-22 03:51:02","ClcC0m","ClcC0m",10540.4542521537,620.025206768127,2985.222504943,11804.1831268922,49227.081156781,0,14145.7019638648,61031.2642836732,75176.9662475381,33410.6047970769,108587.571044615,17899.6818698068,53.4205550952938,48.1603088545348,0,0,53.4205550952938,48.1603088545348,5.0187144536099,32.7342815187108,37.7529959723207,15.667559122973,7.38267240442274,0.197376761469259,0.471207566314377,0.098468580705975,0.5226745915116,1025.6241804051,0.423015749054046,1039.92704282,0.503462238615552,17.2124400393201,0.0448594891484029
"46","S300W300","coal_ccgt_0mingen",2136038607780,2424553182,1207988444,1155737439.02,52251004,492309774.85,663427664.28,1094580375.55,14457128.34,795844.69,147707.07,0,128787887.33,30046800,0,0,95040,3750,39200,600019,300012,300007,0,0,"600 GW","50-50",19,"2018-11-22 04:48:48","ClcC0m","ClcC0m",11951.3811992924,290.636815672559,2555.03760248396,23595.4679139251,32818.2364238022,0,14797.0556174489,56413.7043377273,71210.7599551762,32862.1324273846,104072.892382561,13385.0032077526,48.8118688839594,46.700533120106,0,0,48.8118688839594,46.700533120106,4.39750920667558,32.8330067195547,37.2305159262303,11.5813529577292,5.52060615008304,0.147594164221332,0.476680589066988,0.0432545569781957,0.498231366079393,1013.7084413609,0.418101136690554,1051.8427818642,0.509231032393319,12.7252888345444,0.0442485987943715
"47","S450W150","coal_ccgt_0mingen",2401393518140,2424553182,1142202959,1047779929.01,94423030,730041458.07,317738470.78,1199899423.96,16987667.04,922796.31,128678.4,0,128787887.33,30046800,0,0,110880,0,33000,600057,450047,150010,0,0,"600 GW","75-25",20,"2018-11-22 05:46:02","ClcC0m","ClcC0m",13943.2780658411,0,2150.92451229517,35395.4826748871,16409.8292570993,0,16094.2025781363,51805.3119319864,67899.5145101227,36944.5156636923,104844.030173815,14156.1409990067,49.4429321440952,45.3556099848857,0,0,49.4429321440952,45.3556099848857,3.61260887243679,32.31971803189,35.9323269043268,13.5106052397684,5.83865971845972,0.156097370087858,0.432153823965904,0.0826674710006595,0.471098331634781,1111.7291681633,0.458529504082167,953.8220550618,0.461776035538119,14.8414905315746,0.034430062477398
"48","S600W0","coal_ccgt_0mingen",2883967467940,2424553182,1026500348,834505201.35,191995143,834505201.35,0,1409175358.62,20836752.91,1076727.43,124454.4,0,128787887.33,30046800,0,0,143880,0,11400,600051,600051,0,0,0,"600 GW","100-0",21,"2018-11-22 06:42:10","ClcC0m","ClcC0m",18093.0632044843,0,743.046649701969,47193.0593350221,0,0,18836.1098541863,47193.0593350221,66029.1691892084,44368.730276,110397.899465208,19710.0102904002,56.5521452217154,45.9747134299287,0,0,56.5521452217154,45.9747134299287,1.25021604438766,31.6831305664686,32.9333466108563,23.6187986108592,8.12933716477255,0.217338946465139,0.344189274768401,0.187038559727795,0.423377121863438,1305.9731570415,0.538644879698704,759.5780661836,0.367736252503878,25.9486301249199,0.0154320216114964
"49","S0W0","wind10LC",4607644717470,2424553182,0,0,0,0,0,2226209346.9,37431382.02,1890048.44,187717.24,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-01-17 00:22:52","ClcC70m","ClcC70mW10lc",19006.0159349858,0,873.405711053191,0,0,0,19879.421646039,0,19879.421646039,70886.8418072308,90766.2634532698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.1784382504,0.851776918560659,NA,NA,NA,NA
"50","S0W200","wind10LC",3532123259920,2424553182,477166828,477093308.08,73516,0,477093308.08,1763116977.13,23986377.7,1291599.33,229093.08,1139.25,128787887.33,30046800,0,0,126720,0,28800,200005,0,200005,0,0,"200 GW","0-100",2,"2018-01-17 14:02:44","ClcC70m","ClcC70mW10lc",15935.1749323899,0,1877.1704834576,0,19990.982171752,0,17812.3454158475,19990.982171752,37803.3275875995,54340.3578449231,92143.6854325226,1377.42197925277,41.9016193125893,41.8951632818701,0,0,41.9016193125893,41.8951632818701,4.33264561708114,34.6818613509732,39.0145069680543,2.88711234453496,0.568113741318945,0.0151754840052651,0.196775765374818,0.000154075924154595,0.196806088454776,1633.1434614971,0.673585332597213,432.0349767533,0.209199829298681,3.18821867063626,0.0450988725281868
"51","S50W150","wind10LC",3583862714080,2424553182,454821772,454776174.16,45593,87798652.91,366977521.2,1783235770.94,25922219,1358091.26,426239.21,0,128787887.33,30046800,0,0,118800,0,25000,200025,50015,150010,0,0,"200 GW","25-75",3,"2018-01-17 16:51:26","ClcC70m","ClcC70mW10lc",14939.2264991155,0,1629.48826689028,3933.60041503327,14993.8613313893,0,16568.7147660058,18927.4617464226,35496.1765124284,55136.3494473846,90632.525959813,-133.737493456807,41.6192905914273,41.615118078434,0,0,41.6192905914273,41.615118078434,7.27986000178731,34.6335038086335,41.9133638104209,-0.294073218993546,-0.0551596452697679,-0.00147342733267477,0.187571127553019,0.000100254303569209,0.187589934251234,1652.6693548908,0.681638731276467,412.5090833596,0.199745007849818,-0.324204966270337,0.10368703912011
"52","S100W100","wind10LC",3669520918960,2424553182,427217839,426206259.72,1011581,174521298.28,251684961.31,1807136232.63,30079657.89,1711103.81,585240.61,0,128787887.33,30046800,0,0,119460,0,27400,200102,100079,100023,0,0,"200 GW","50-50",4,"2018-01-17 18:07:51","ClcC70m","ClcC70mW10lc",15022.2222018884,0,1785.91914051175,7871.05460234159,9997.54011032301,0,16808.1413424001,17868.5947126646,34676.7360550647,56454.167984,91130.9040390647,364.640585794914,41.9247589756273,41.8254882672739,0,0,41.9247589756273,41.8254882672739,7.20608914955078,33.8631202477233,41.0692093972741,0.855549578353163,0.150394962874819,0.00401735812318247,0.175787548354961,0.00236783015046329,0.17620477132516,1676.7566830339,0.691573480624068,388.4217552165,0.188081450020158,0.938774877817205,0.0883549389811196
"53","S150W50","wind10LC",3817776955360,2424553182,392945562,375118489.13,17827089,246842981.49,128275507.47,1849931247.21,37249321.8,2553020.61,866416.04,0,128787887.33,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,"200 GW","75-25",5,"2018-01-17 19:30:53","ClcC70m","ClcC70mW10lc",15935.1749323899,0,1577.34464234979,11798.0485506176,5000.51922237235,0,17512.5195747397,16798.56777299,34311.0873477297,58735.0300824615,93046.1174301912,2279.85397692138,44.7820309042894,42.75036900147,0,0,44.7820309042894,42.75036900147,6.30974516022616,32.3945955128805,38.7043406731067,6.07769023118265,0.940319228238476,0.0251178564610093,0.154716544027534,0.0453677928801751,0.162069269058417,1719.9003267263,0.70936795261697,345.2781115241,0.167190449565519,6.60294962474692,0.0680867230889976
"54","S200W0","wind10LC",4037051075410,2424553182,348007539,278446346.85,69561203,278446346.85,0,1945090909.13,38237835.62,2808020.62,1135382.27,0,128787887.33,30046800,0,0,144540,0,11000,200004,200004,0,0,0,"200 GW","100-0",6,"2018-01-17 20:59:34","ClcC70m","ClcC70mW10lc",18176.0589072572,0,716.974837431724,15729.9973489616,0,0,18893.0337446889,15729.9973489616,34623.0310936505,62108.4780832308,96731.5091768813,5965.24572361149,56.4920227071085,45.2001626003901,0,0,56.4920227071085,45.2001626003901,3.54247025507387,31.5262305406683,35.0687007957422,21.4233219113663,2.46034847488509,0.0657209572880858,0.114844396450942,0.199884152940721,0.143534710471036,1808.243593812,0.74580487952852,256.9348444384,0.124412902865707,23.2169589011959,0.0449991000179996
"55","S0W400","wind10LC",2809867508840,2424553182,888594843,843674515.67,44920318,0,843674515.67,1397834863.22,21975644.36,1734949.73,497382.38,1139.25,128787887.33,30046800,0,0,113520,0,40200,400031,0,400031,0,0,"400 GW","0-100",12,"2018-01-18 05:22:36","ClcC70m","ClcC70mW10lc",14275.2608769326,0,2620.21713315957,0,39984.0633441571,0,16895.4780100922,39984.0633441571,56879.5413542492,43228.7309052308,100108.27225948,9342.0088062102,47.3927594131535,44.9969563284502,0,0,47.3927594131535,44.9969563284502,3.53684220694657,32.7829161463239,36.3197583532704,11.073001059883,3.85308471497583,0.102923800658819,0.347971132138276,0.0505520909600868,0.366498392197363,1296.7387166751,0.534836161277942,768.4397215753,0.372093620261848,12.1571133609011,0.0270479037874565
"56","S100W300","wind10LC",2801857500170,2424553182,862515820,835906570.57,26609277,165365152.73,670541417.8,1404227663.24,22495412.42,2177774.99,909104.08,1969.28,128787887.33,30046800,0,0,101640,750,36400,400086,100079,300007,0,0,"400 GW","25-75",13,"2018-01-18 06:42:15","ClcC70m","ClcC70mW10lc",12781.338227021,58.1273631345119,2372.53491659225,7871.05460234159,29986.423281422,0,15212.0005067478,37857.4778837636,53069.4783905114,43105.5000026154,96174.9783931268,5408.714939857,45.289125862414,43.8919229142529,0,0,45.289125862414,43.8919229142529,5.58366365766037,33.2349843663407,38.818648024001,6.47047783841301,2.23080895070134,0.0595894854991098,0.344767265480424,0.0308507378218291,0.355742174023387,1303.4549869865,0.537606267688171,761.7234512639,0.368841470139125,7.10062809656512,0.0643611623500947
"57","S200W200","wind10LC",3053020986540,2424553182,825174368,726237461.9,98936903,275207288.6,451030173.17,1505591312.7,29050032.98,3719724.15,1119963.01,0,128787887.33,30046800,0,0,107580,0,34200,400009,200004,200005,0,0,"400 GW","50-50",14,"2018-01-18 08:13:01","ClcC70m","ClcC70mW10lc",13528.2995519768,0,2229.13994910591,15729.9973489616,19990.982171752,0,15757.4395010827,35720.9795207136,51478.4190217964,46969.5536390769,98447.9726608733,7681.70920760348,49.1863631315018,43.2890076400357,0,0,49.1863631315018,43.2890076400357,5.67580490019377,32.9331512389637,38.6089561391575,10.5774069923444,3.16829891158208,0.0846317664223154,0.299534556425333,0.119898181447148,0.340340799338259,1400.6068174183,0.577676261265982,664.5716208321,0.321798643895933,11.5588884129378,0.056898719778805
"58","S300W100","wind10LC",3467762670630,2424553182,771532271,541920287.76,229611992,317629377.66,224290910.18,1683430448.83,35497543.16,3665695.59,1204519.26,0,128787887.33,30046800,0,0,117480,0,29600,400037,300014,100023,0,0,"400 GW","75-25",15,"2018-01-18 09:46:20","ClcC70m","ClcC70mW10lc",14773.2350935698,0,1929.31410799809,23595.6252107526,9997.54011032301,0,16702.5492015679,33593.1653210756,50295.7145226435,53350.1949327692,103645.909455413,12879.6460021429,61.989126592642,43.5408427926609,0,0,61.989126592642,43.5408427926609,5.86225043834879,32.3601962697288,38.2224467080776,23.7666798845644,5.31217302130637,0.141899043897228,0.223513467051679,0.297605157775701,0.31821627041547,1566.9620750657,0.646289009743693,498.2163631847,0.24124615769608,25.851511419283,0.0436459627484458
