,scenario,scenario_main,dispatch_cost,ann_gen_total_MWh,ann_gen_vre_nocurt_MWh,ann_gen_vre_MWh,ann_curt_vre_MWh,ann_gen_solarPV_MWh,ann_gen_wind_MWh,ann_gen_coal_MWh,ann_gen_gas_ccgt_MWh,ann_gen_gas_ct_MWh,ann_gen_diesel_MWh,ann_gen_other_MWh,ann_gen_hydro_MWh,ann_gen_nuclear_MWh,ann_discharge_bat_storage_MWh,ann_charge_bat_storage_MWh,new_capacity_coal_MW,new_capacity_gas_ccgt_MW,new_capacity_gas_ct_MW,capacity_vre_MW,capacity_solarPV_MW,capacity_wind_MW,capacity_bat_storage_MW,energy_bat_storage_MWh,scenario_build,scenario_split,rank,date_time,scenario_econ_dispatch,scenario_sensitivity,ann_cap_cost_coal_mil,ann_cap_cost_ccgt_mil,ann_cap_cost_ct_mil,ann_cap_cost_solar_mil,ann_cap_cost_wind_mil,ann_cap_cost_battery_mil,total_cost_new_conv,total_cost_vre,total_cost_capacity,total_cost_energy,total_cost,system_cost_vre,cost_vre_pMWh,cost_vre_nocurt_pMWh,cost_battery_pMWh,cost_battery_nocurt_pMWh,capacity_value_pMWh,energy_value_pMWh,system_cost_vre_pMWh,system_cost_add_pMWh_load,system_cost_add_perc,vre_share_after_curt,vre_curt,vre_share_nocurt,total_emissions_co2_milTonnes,grid_emissions_factor_kg_kWh,total_emissions_reduced_milTonnes,emissions_reduction,cost_emissions_reduction_pTonneCO2_avg,avoided_conv_cap_mw_perVREmw
31,S300W100,coal_55mingen,3.28445E+12,2424553182,771532271,629641779.2,141890479,398201338.4,231440440.9,1604012558,28530325.78,2665323.1,868508.38,0,128787887.3,30046800,0,0,117480,0,29600,400037,300014,100023,0,0,400 GW,75-25,15,1/19/18 9:36,ClcC55m,ClcC55m,14773.23509,0,1929.314108,23595.62521,10941.6729,0,16702.5492,34537.29811,51239.84731,50529.94003,101769.7873,11030.74221,54.85229737,44.76455413,0,0,5.045523581,32.28769775,17.51907604,4.549597959,0.121565553,0.259693944,0.183907397,0.31821627,1490.065621,0.614573288,575.2175171,0.27851751,19.17664515,0.043645963
32,S400W0,coal_55mingen,3.73344E+12,2424553182,689271552,429952303.4,259319253,429952303.4,0,1800059029,31983463.44,2641938.92,1081760,0,128787887.3,30046800,0,0,143880,0,11800,400003,400003,0,0,0,400 GW,100-0,16,1/19/18 11:03,ClcC55m,ClcC55m,18093.0632,0,769.118462,31459.60146,0,0,18862.18167,31459.60146,50321.78312,57437.59003,107759.3732,17020.32802,73.16998004,45.64181035,0,0,2.365936806,31.21749402,39.58654921,7.019985432,0.187574467,0.177332593,0.376222184,0.284288073,1672.038826,0.689627614,393.2443119,0.190406974,43.28181617,0.022149834
33,S0W0,wind10LC,4.60764E+12,2424553182,0,0,0,0,0,2226209347,37431382.02,1890048.44,187717.24,0,128787887.3,30046800,0,0,151140,0,13400,0,0,0,0,0,0 GW,0-0,1,1/17/18 0:22,ClcC70m,ClcC70mW10lc,19006.01593,0,873.4057111,0,0,0,19879.42165,0,19879.42165,70886.84181,90766.26345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.178438,0.851776919,NA,NA,NA,NA
34,S0W200,wind10LC,3.53212E+12,2424553182,477166828,477093308.1,73516,0,477093308.1,1763116977,23986377.7,1291599.33,229093.08,1139.25,128787887.3,30046800,0,0,126720,0,28800,200005,0,200005,0,0,200 GW,0-100,2,1/17/18 14:02,ClcC70m,ClcC70mW10lc,15935.17493,0,1877.170483,0,19990.98217,0,17812.34542,19990.98217,37803.32759,54340.35784,92143.68543,1377.421979,41.90161931,41.89516328,0,0,4.332645617,34.68186135,2.887112345,0.568113741,0.015175484,0.196775765,0.000154076,0.196806088,1633.143461,0.673585333,432.0349768,0.209199829,3.188218671,0.045098873
35,S50W150,wind10LC,3.58386E+12,2424553182,454821772,454776174.2,45593,87798652.91,366977521.2,1783235771,25922219,1358091.26,426239.21,0,128787887.3,30046800,0,0,118800,0,25000,200025,50015,150010,0,0,200 GW,25-75,3,1/17/18 16:51,ClcC70m,ClcC70mW10lc,14939.2265,0,1629.488267,3933.600415,14993.86133,0,16568.71477,18927.46175,35496.17651,55136.34945,90632.52596,-133.7374935,41.61929059,41.61511808,0,0,7.279860002,34.63350381,-0.294073219,-0.055159645,-0.001473427,0.187571128,0.000100254,0.187589934,1652.669355,0.681638731,412.5090834,0.199745008,-0.324204966,0.103687039
36,S100W100,wind10LC,3.66952E+12,2424553182,427217839,426206259.7,1011581,174521298.3,251684961.3,1807136233,30079657.89,1711103.81,585240.61,0,128787887.3,30046800,0,0,119460,0,27400,200102,100079,100023,0,0,200 GW,50-50,4,1/17/18 18:07,ClcC70m,ClcC70mW10lc,15022.2222,0,1785.919141,7871.054602,9997.54011,0,16808.14134,17868.59471,34676.73606,56454.16798,91130.90404,364.6405858,41.92475898,41.82548827,0,0,7.20608915,33.86312025,0.855549578,0.150394963,0.004017358,0.175787548,0.00236783,0.176204771,1676.756683,0.691573481,388.4217552,0.18808145,0.938774878,0.088354939
37,S150W50,wind10LC,3.81778E+12,2424553182,392945562,375118489.1,17827089,246842981.5,128275507.5,1849931247,37249321.8,2553020.61,866416.04,0,128787887.3,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,200 GW,75-25,5,1/17/18 19:30,ClcC70m,ClcC70mW10lc,15935.17493,0,1577.344642,11798.04855,5000.519222,0,17512.51957,16798.56777,34311.08735,58735.03008,93046.11743,2279.853977,44.7820309,42.750369,0,0,6.30974516,32.39459551,6.077690231,0.940319228,0.025117856,0.154716544,0.045367793,0.162069269,1719.900327,0.709367953,345.2781115,0.16719045,6.602949625,0.068086723
38,S200W0,wind10LC,4.03705E+12,2424553182,348007539,278446346.9,69561203,278446346.9,0,1945090909,38237835.62,2808020.62,1135382.27,0,128787887.3,30046800,0,0,144540,0,11000,200004,200004,0,0,0,200 GW,100-0,6,1/17/18 20:59,ClcC70m,ClcC70mW10lc,18176.05891,0,716.9748374,15729.99735,0,0,18893.03374,15729.99735,34623.03109,62108.47808,96731.50918,5965.245724,56.49202271,45.2001626,0,0,3.542470255,31.52623054,21.42332191,2.460348475,0.065720957,0.114844396,0.199884153,0.14353471,1808.243594,0.74580488,256.9348444,0.124412903,23.2169589,0.0449991
39,S0W300,wind10LC,3.11488E+12,2424553182,687477610,681932644.1,5544966,0,681932644.1,1559361151,22579295.48,1477765.66,366499.76,1139.25,128787887.3,30046800,0,0,119460,0,33000,300007,0,300007,0,0,300 GW,0-100,7,1/17/18 22:17,ClcC70m,ClcC70mW10lc,15022.2222,0,2150.924512,0,29986.42328,0,17173.14671,29986.42328,47159.57,47921.29168,95080.86168,4314.598222,43.97270543,43.6180362,0,0,3.968537003,33.6771532,6.327015225,1.779543651,0.047535263,0.281261162,0.008065668,0.283548167,1445.327085,0.596121007,619.8513535,0.300144211,6.960698235,0.040265727
40,S75W225,wind10LC,3.16163E+12,2424553182,662279339,656065595.6,6213742,128867976.5,527197619.2,1583444785,23963424.42,1574651.78,670037.57,0,128787887.3,30046800,0,0,109560,0,31400,300060,75025,225035,0,0,300 GW,25-75,8,1/17/18 23:35,ClcC70m,ClcC70mW10lc,13777.28666,0,2046.637263,5900.597244,22492.79105,0,15823.92392,28393.38829,44217.31221,48640.48836,92857.80057,2091.53712,43.27827656,42.87222418,0,0,6.181543049,33.90873351,3.188000001,0.862648481,0.023043111,0.270592372,0.00938236,0.273155212,1468.375302,0.605627178,596.8031363,0.288983811,3.504567909,0.078584283
41,S150W150,wind10LC,3.31771E+12,2424553182,628643078,598136798.9,30506301,238494192.5,359642606.4,1633822537,30167129.67,2689828.3,902200.88,0,128787887.3,30046800,0,0,112860,0,31000,300020,150010,150010,0,0,300 GW,50-50,9,1/18/18 1:01,ClcC70m,ClcC70mW10lc,14192.26517,0,2020.565451,11798.04855,14993.86133,0,16212.83063,26791.90988,43004.74051,51041.66224,94046.40274,3280.139291,44.79227817,42.61863499,0,0,6.130020804,33.17832912,5.483928254,1.352884035,0.036138309,0.246699806,0.048527185,0.259282033,1518.221325,0.626186027,546.9571133,0.264847387,5.997068529,0.068928738
42,S225W75,wind10LC,3.62386E+12,2424553182,583353677,469369489.9,113984181,287636914.7,181732575.2,1754955851,36988651.58,3269001.93,1135500.19,0,128787887.3,30046800,0,0,121440,0,27200,300020,225017,75003,0,0,300 GW,75-25,10,1/18/18 2:30,ClcC70m,ClcC70mW10lc,15271.20931,0,1772.883234,17697.23012,7496.730761,0,17044.09254,25193.96088,42238.05343,55751.73217,97989.7856,7223.522143,53.67617927,43.18814105,0,0,6.040718799,32.24561878,15.38984169,2.979320972,0.079583778,0.193590099,0.195394649,0.24060255,1633.085198,0.673561302,432.0932401,0.209228042,16.71750787,0.052996467
43,S300W0,wind10LC,3.98755E+12,2424553182,519352657,306915697,212436968,306915697,0,1914458058,39618974.8,3283262.81,1442501.75,0,128787887.3,30046800,0,0,143880,0,11400,300014,300014,0,0,0,300 GW,100-0,11,1/18/18 4:04,ClcC70m,ClcC70mW10lc,18093.0632,0,743.0466497,23595.62521,0,0,18836.10985,23595.62521,42431.73506,61346.96219,103778.6973,13012.4338,76.87982543,45.43276114,0,0,3.399343214,31.08306193,42.39742029,5.366940968,0.143362008,0.126586498,0.409041828,0.214205513,1781.19269,0.734647812,283.9857483,0.137511482,45.82072826,0.030865226
44,S0W400,wind10LC,2.80987E+12,2424553182,888594843,843674515.7,44920318,0,843674515.7,1397834863,21975644.36,1734949.73,497382.38,1139.25,128787887.3,30046800,0,0,113520,0,40200,400031,0,400031,0,0,400 GW,0-100,12,1/18/18 5:22,ClcC70m,ClcC70mW10lc,14275.26088,0,2620.217133,0,39984.06334,0,16895.47801,39984.06334,56879.54135,43228.73091,100108.2723,9342.008806,47.39275941,44.99695633,0,0,3.536842207,32.78291615,11.07300106,3.853084715,0.102923801,0.347971132,0.050552091,0.366498392,1296.738717,0.534836161,768.4397216,0.37209362,12.15711336,0.027047904
45,S100W300,wind10LC,2.80186E+12,2424553182,862515820,835906570.6,26609277,165365152.7,670541417.8,1404227663,22495412.42,2177774.99,909104.08,1969.28,128787887.3,30046800,0,0,101640,750,36400,400086,100079,300007,0,0,400 GW,25-75,13,1/18/18 6:42,ClcC70m,ClcC70mW10lc,12781.33823,58.12736313,2372.534917,7871.054602,29986.42328,0,15212.00051,37857.47788,53069.47839,43105.5,96174.97839,5408.71494,45.28912586,43.89192291,0,0,5.583663658,33.23498437,6.470477838,2.230808951,0.059589485,0.344767265,0.030850738,0.355742174,1303.454987,0.537606268,761.7234513,0.36884147,7.100628097,0.064361162
46,S200W200,wind10LC,3.05302E+12,2424553182,825174368,726237461.9,98936903,275207288.6,451030173.2,1505591313,29050032.98,3719724.15,1119963.01,0,128787887.3,30046800,0,0,107580,0,34200,400009,200004,200005,0,0,400 GW,50-50,14,1/18/18 8:13,ClcC70m,ClcC70mW10lc,13528.29955,0,2229.139949,15729.99735,19990.98217,0,15757.4395,35720.97952,51478.41902,46969.55364,98447.97266,7681.709208,49.18636313,43.28900764,0,0,5.6758049,32.93315124,10.57740699,3.168298912,0.084631766,0.299534556,0.119898181,0.340340799,1400.606817,0.577676261,664.5716208,0.321798644,11.55888841,0.05689872
47,S300W100,wind10LC,3.46776E+12,2424553182,771532271,541920287.8,229611992,317629377.7,224290910.2,1683430449,35497543.16,3665695.59,1204519.26,0,128787887.3,30046800,0,0,117480,0,29600,400037,300014,100023,0,0,400 GW,75-25,15,1/18/18 9:46,ClcC70m,ClcC70mW10lc,14773.23509,0,1929.314108,23595.62521,9997.54011,0,16702.5492,33593.16532,50295.71452,53350.19493,103645.9095,12879.646,61.98912659,43.54084279,0,0,5.862250438,32.36019627,23.76667988,5.312173021,0.141899044,0.223513467,0.297605158,0.31821627,1566.962075,0.64628901,498.2163632,0.241246158,25.85151142,0.043645963
48,S400W0,wind10LC,3.96094E+12,2424553182,689271552,320913650.1,368357857,320913650.1,0,1899995278,39790800.23,3468549.39,1550216.84,0,128787887.3,30046800,0,0,143880,0,11800,400003,400003,0,0,0,400 GW,100-0,16,1/18/18 11:17,ClcC70m,ClcC70mW10lc,18093.0632,0,769.118462,31459.60146,0,0,18862.18167,31459.60146,50321.78312,60937.48498,111259.2681,20493.00465,98.03135968,45.64181035,0,0,3.169824591,31.00322105,63.85831404,8.452280939,0.225777771,0.132359914,0.534416227,0.284288073,1768.164156,0.72927423,297.0142824,0.143820155,68.99669766,0.022149834
49,S0W0,wind20LC,4.60764E+12,2424553182,0,0,0,0,0,2226209347,37431382.02,1890048.44,187717.24,0,128787887.3,30046800,0,0,151140,0,13400,0,0,0,0,0,0 GW,0-0,1,1/17/18 0:22,ClcC70m,ClcC70mW20lc,19006.01593,0,873.4057111,0,0,0,19879.42165,0,19879.42165,70886.84181,90766.26345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.178438,0.851776919,NA,NA,NA,NA
50,S0W200,wind20LC,3.53212E+12,2424553182,477166828,477093308.1,73516,0,477093308.1,1763116977,23986377.7,1291599.33,229093.08,1139.25,128787887.3,30046800,0,0,126720,0,28800,200005,0,200005,0,0,200 GW,0-100,2,1/17/18 14:02,ClcC70m,ClcC70mW20lc,15935.17493,0,1877.170483,0,18103.1036,0,17812.34542,18103.1036,35915.44901,54340.35784,90255.80686,-510.4565954,37.94457665,37.9387303,0,0,4.332645617,34.68186135,-1.069930319,-0.210536357,-0.005623858,0.196775765,0.000154076,0.196806088,1633.143461,0.673585333,432.0349768,0.209199829,-1.181516828,0.045098873
51,S50W150,wind20LC,3.58386E+12,2424553182,454821772,454776174.2,45593,87798652.91,366977521.2,1783235771,25922219,1358091.26,426239.21,0,128787887.3,30046800,0,0,118800,0,25000,200025,50015,150010,0,0,200 GW,25-75,3,1/17/18 16:51,ClcC70m,ClcC70mW20lc,14939.2265,0,1629.488267,3933.600415,13577.89341,0,16568.71477,17511.49382,34080.20859,55136.34945,89216.55803,-1549.705419,38.50574154,38.50188117,0,0,7.279860002,34.63350381,-3.407622271,-0.639171552,-0.017073584,0.187571128,0.000100254,0.187589934,1652.669355,0.681638731,412.5090834,0.199745008,-3.756778897,0.103687039
52,S100W100,wind20LC,3.66952E+12,2424553182,427217839,426206259.7,1011581,174521298.3,251684961.3,1807136233,30079657.89,1711103.81,585240.61,0,128787887.3,30046800,0,0,119460,0,27400,200102,100079,100023,0,0,200 GW,50-50,4,1/17/18 18:07,ClcC70m,ClcC70mW20lc,15022.2222,0,1785.919141,7871.054602,9053.40732,0,16808.14134,16924.46192,33732.60327,56454.16798,90186.77125,-579.4922042,39.70955737,39.61553188,0,0,7.20608915,33.86312025,-1.359652025,-0.239009896,-0.006384445,0.175787548,0.00236783,0.176204771,1676.756683,0.691573481,388.4217552,0.18808145,-1.4919149,0.088354939
53,S150W50,wind20LC,3.81778E+12,2424553182,392945562,375118489.1,17827089,246842981.5,128275507.5,1849931247,37249321.8,2553020.61,866416.04,0,128787887.3,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,200 GW,75-25,5,1/17/18 19:30,ClcC70m,ClcC70mW20lc,15935.17493,0,1577.344642,11798.04855,4528.287642,0,17512.51957,16326.33619,33838.85577,58735.03008,92573.88585,1807.622397,43.52314446,41.54859546,0,0,6.30974516,32.39459551,4.818803789,0.745548669,0.019915135,0.154716544,0.045367793,0.162069269,1719.900327,0.709367953,345.2781115,0.16719045,5.235264954,0.068086723
54,S200W0,wind20LC,4.03705E+12,2424553182,348007539,278446346.9,69561203,278446346.9,0,1945090909,38237835.62,2808020.62,1135382.27,0,128787887.3,30046800,0,0,144540,0,11000,200004,200004,0,0,0,200 GW,100-0,6,1/17/18 20:59,ClcC70m,ClcC70mW20lc,18176.05891,0,716.9748374,15729.99735,0,0,18893.03374,15729.99735,34623.03109,62108.47808,96731.50918,5965.245724,56.49202271,45.2001626,0,0,3.542470255,31.52623054,21.42332191,2.460348475,0.065720957,0.114844396,0.199884153,0.14353471,1808.243594,0.74580488,256.9348444,0.124412903,23.2169589,0.0449991
55,S0W300,wind20LC,3.11488E+12,2424553182,687477610,681932644.1,5544966,0,681932644.1,1559361151,22579295.48,1477765.66,366499.76,1139.25,128787887.3,30046800,0,0,119460,0,33000,300007,0,300007,0,0,300 GW,0-100,7,1/17/18 22:17,ClcC70m,ClcC70mW20lc,15022.2222,0,2150.924512,0,27154.61014,0,17173.14671,27154.61014,44327.75685,47921.29168,92249.04853,1482.785079,39.82007662,39.49890112,0,0,3.968537003,33.6771532,2.174386418,0.61157045,0.016336302,0.281261162,0.008065668,0.283548167,1445.327085,0.596121007,619.8513535,0.300144211,2.392162365,0.040265727
56,S75W225,wind20LC,3.16163E+12,2424553182,662279339,656065595.6,6213742,128867976.5,527197619.2,1583444785,23963424.42,1574651.78,670037.57,0,128787887.3,30046800,0,0,109560,0,31400,300060,75025,225035,0,0,300 GW,25-75,8,1/17/18 23:35,ClcC70m,ClcC70mW20lc,13777.28666,0,2046.637263,5900.597244,20368.65037,0,15823.92392,26269.24762,42093.17154,48640.48836,90733.6599,-32.60355209,40.04058099,39.66490583,0,0,6.181543049,33.90873351,-0.049695568,-0.013447241,-0.000359203,0.270592372,0.00938236,0.273155212,1468.375302,0.605627178,596.8031363,0.288983811,-0.05463033,0.078584283
57,S150W150,wind20LC,3.31771E+12,2424553182,628643078,598136798.9,30506301,238494192.5,359642606.4,1633822537,30167129.67,2689828.3,902200.88,0,128787887.3,30046800,0,0,112860,0,31000,300020,150010,150010,0,0,300 GW,50-50,9,1/18/18 1:01,ClcC70m,ClcC70mW20lc,14192.26517,0,2020.565451,11798.04855,13577.89341,0,16212.83063,25375.94196,41588.77258,51041.66224,92630.43482,1864.171366,42.42498038,40.3662155,0,0,6.130020804,33.17832912,3.116630458,0.768872128,0.020538153,0.246699806,0.048527185,0.259282033,1518.221325,0.626186027,546.9571133,0.264847387,3.408258747,0.068928738
58,S225W75,wind20LC,3.62386E+12,2424553182,583353677,469369489.9,113984181,287636914.7,181732575.2,1754955851,36988651.58,3269001.93,1135500.19,0,128787887.3,30046800,0,0,121440,0,27200,300020,225017,75003,0,0,300 GW,75-25,10,1/18/18 2:30,ClcC70m,ClcC70mW20lc,15271.20931,0,1772.883234,17697.23012,6788.765676,0,17044.09254,24485.9958,41530.08834,55751.73217,97281.82051,6515.557059,52.16784714,41.97452894,0,0,6.040718799,32.24561878,13.88150955,2.687322805,0.071783907,0.193590099,0.195394649,0.24060255,1633.085198,0.673561302,432.0932401,0.209228042,15.07905344,0.052996467
59,S300W0,wind20LC,3.98755E+12,2424553182,519352657,306915697,212436968,306915697,0,1914458058,39618974.8,3283262.81,1442501.75,0,128787887.3,30046800,0,0,143880,0,11400,300014,300014,0,0,0,300 GW,100-0,11,1/18/18 4:04,ClcC70m,ClcC70mW20lc,18093.0632,0,743.0466497,23595.62521,0,0,18836.10985,23595.62521,42431.73506,61346.96219,103778.6973,13012.4338,76.87982543,45.43276114,0,0,3.399343214,31.08306193,42.39742029,5.366940968,0.143362008,0.126586498,0.409041828,0.214205513,1781.19269,0.734647812,283.9857483,0.137511482,45.82072826,0.030865226
60,S0W400,wind20LC,2.80987E+12,2424553182,888594843,843674515.7,44920318,0,843674515.7,1397834863,21975644.36,1734949.73,497382.38,1139.25,128787887.3,30046800,0,0,113520,0,40200,400031,0,400031,0,0,400 GW,0-100,12,1/18/18 5:22,ClcC70m,ClcC70mW20lc,14275.26088,0,2620.217133,0,36208.10797,0,16895.47801,36208.10797,53103.58598,43228.73091,96332.31689,5566.053435,42.91715265,40.74760084,0,0,3.536842207,32.78291615,6.597394293,2.295702761,0.061322932,0.347971132,0.050552091,0.366498392,1296.738717,0.534836161,768.4397216,0.37209362,7.243318218,0.027047904
61,S100W300,wind20LC,2.80186E+12,2424553182,862515820,835906570.6,26609277,165365152.7,670541417.8,1404227663,22495412.42,2177774.99,909104.08,1969.28,128787887.3,30046800,0,0,101640,750,36400,400086,100079,300007,0,0,400 GW,25-75,13,1/18/18 6:42,ClcC70m,ClcC70mW20lc,12781.33823,58.12736313,2372.534917,7871.054602,27154.61014,0,15212.00051,35025.66474,50237.66525,43105.5,93343.16525,2576.901797,41.90141096,40.60872152,0,0,5.583663658,33.23498437,3.082762941,1.062835749,0.028390524,0.344767265,0.030850738,0.355742174,1303.454987,0.537606268,761.7234513,0.36884147,3.38298866,0.064361162
62,S200W200,wind20LC,3.05302E+12,2424553182,825174368,726237461.9,98936903,275207288.6,451030173.2,1505591313,29050032.98,3719724.15,1119963.01,0,128787887.3,30046800,0,0,107580,0,34200,400009,200004,200005,0,0,400 GW,50-50,14,1/18/18 8:13,ClcC70m,ClcC70mW20lc,13528.29955,0,2229.139949,15729.99735,18103.1036,0,15757.4395,33833.10095,49590.54045,46969.55364,96560.09409,5793.830633,46.58682968,41.00115352,0,0,5.6758049,32.93315124,7.977873543,2.389648813,0.063832424,0.299534556,0.119898181,0.340340799,1400.606817,0.577676261,664.5716208,0.321798644,8.718143314,0.05689872
63,S300W100,wind20LC,3.46776E+12,2424553182,771532271,541920287.8,229611992,317629377.7,224290910.2,1683430449,35497543.16,3665695.59,1204519.26,0,128787887.3,30046800,0,0,117480,0,29600,400037,300014,100023,0,0,400 GW,75-25,15,1/18/18 9:46,ClcC70m,ClcC70mW20lc,14773.23509,0,1929.314108,23595.62521,9053.40732,0,16702.5492,32649.03253,49351.58173,53350.19493,102701.7767,11935.51321,60.24692795,42.31713145,0,0,5.862250438,32.36019627,22.02448124,4.922768162,0.131497241,0.223513467,0.297605158,0.31821627,1566.962075,0.64628901,498.2163632,0.241246158,23.95648576,0.043645963
64,S400W0,wind20LC,3.96094E+12,2424553182,689271552,320913650.1,368357857,320913650.1,0,1899995278,39790800.23,3468549.39,1550216.84,0,128787887.3,30046800,0,0,143880,0,11800,400003,400003,0,0,0,400 GW,100-0,16,1/18/18 11:17,ClcC70m,ClcC70mW20lc,18093.0632,0,769.118462,31459.60146,0,0,18862.18167,31459.60146,50321.78312,60937.48498,111259.2681,20493.00465,98.03135968,45.64181035,0,0,3.169824591,31.00322105,63.85831404,8.452280939,0.225777771,0.132359914,0.534416227,0.284288073,1768.164156,0.72927423,297.0142824,0.143820155,68.99669766,0.022149834
65,S0W0,wind30LC,4.60764E+12,2424553182,0,0,0,0,0,2226209347,37431382.02,1890048.44,187717.24,0,128787887.3,30046800,0,0,151140,0,13400,0,0,0,0,0,0 GW,0-0,1,1/17/18 0:22,ClcC70m,ClcC70mW30lc,19006.01593,0,873.4057111,0,0,0,19879.42165,0,19879.42165,70886.84181,90766.26345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.178438,0.851776919,NA,NA,NA,NA
66,S0W200,wind30LC,3.53212E+12,2424553182,477166828,477093308.1,73516,0,477093308.1,1763116977,23986377.7,1291599.33,229093.08,1139.25,128787887.3,30046800,0,0,126720,0,28800,200005,0,200005,0,0,200 GW,0-100,2,1/17/18 14:02,ClcC70m,ClcC70mW30lc,15935.17493,0,1877.170483,0,16215.22502,0,17812.34542,16215.22502,34027.57044,54340.35784,88367.92828,-2398.33517,33.98753399,33.98229732,0,0,4.332645617,34.68186135,-5.026972983,-0.989186456,-0.0264232,0.196775765,0.000154076,0.196806088,1633.143461,0.673585333,432.0349768,0.209199829,-5.551252327,0.045098873
67,S50W150,wind30LC,3.58386E+12,2424553182,454821772,454776174.2,45593,87798652.91,366977521.2,1783235771,25922219,1358091.26,426239.21,0,128787887.3,30046800,0,0,118800,0,25000,200025,50015,150010,0,0,200 GW,25-75,3,1/17/18 16:51,ClcC70m,ClcC70mW30lc,14939.2265,0,1629.488267,3933.600415,12161.92548,0,16568.71477,16095.5259,32664.24066,55136.34945,87800.59011,-2965.673345,35.39219249,35.38864427,0,0,7.279860002,34.63350381,-6.521171322,-1.223183458,-0.032673741,0.187571128,0.000100254,0.187589934,1652.669355,0.681638731,412.5090834,0.199745008,-7.189352828,0.103687039
68,S100W100,wind30LC,3.66952E+12,2424553182,427217839,426206259.7,1011581,174521298.3,251684961.3,1807136233,30079657.89,1711103.81,585240.61,0,128787887.3,30046800,0,0,119460,0,27400,200102,100079,100023,0,0,200 GW,50-50,4,1/17/18 18:07,ClcC70m,ClcC70mW30lc,15022.2222,0,1785.919141,7871.054602,8109.27453,0,16808.14134,15980.32913,32788.47047,56454.16798,89242.63846,-1523.624994,37.49435577,37.4055755,0,0,7.20608915,33.86312025,-3.574853629,-0.628414755,-0.016786248,0.175787548,0.00236783,0.176204771,1676.756683,0.691573481,388.4217552,0.18808145,-3.922604679,0.088354939
69,S150W50,wind30LC,3.81778E+12,2424553182,392945562,375118489.1,17827089,246842981.5,128275507.5,1849931247,37249321.8,2553020.61,866416.04,0,128787887.3,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,200 GW,75-25,5,1/17/18 19:30,ClcC70m,ClcC70mW30lc,15935.17493,0,1577.344642,11798.04855,4056.056062,0,17512.51957,15854.10461,33366.62419,58735.03008,92101.65427,1335.390816,42.26425802,40.34682192,0,0,6.30974516,32.39459551,3.559917346,0.550778109,0.014712414,0.154716544,0.045367793,0.162069269,1719.900327,0.709367953,345.2781115,0.16719045,3.867580283,0.068086723
70,S200W0,wind30LC,4.03705E+12,2424553182,348007539,278446346.9,69561203,278446346.9,0,1945090909,38237835.62,2808020.62,1135382.27,0,128787887.3,30046800,0,0,144540,0,11000,200004,200004,0,0,0,200 GW,100-0,6,1/17/18 20:59,ClcC70m,ClcC70mW30lc,18176.05891,0,716.9748374,15729.99735,0,0,18893.03374,15729.99735,34623.03109,62108.47808,96731.50918,5965.245724,56.49202271,45.2001626,0,0,3.542470255,31.52623054,21.42332191,2.460348475,0.065720957,0.114844396,0.199884153,0.14353471,1808.243594,0.74580488,256.9348444,0.124412903,23.2169589,0.0449991
71,S0W300,wind30LC,3.11488E+12,2424553182,687477610,681932644.1,5544966,0,681932644.1,1559361151,22579295.48,1477765.66,366499.76,1139.25,128787887.3,30046800,0,0,119460,0,33000,300007,0,300007,0,0,300 GW,0-100,7,1/17/18 22:17,ClcC70m,ClcC70mW30lc,15022.2222,0,2150.924512,0,24322.797,0,17173.14671,24322.797,41495.94371,47921.29168,89417.23539,-1349.028063,35.66744781,35.37976604,0,0,3.968537003,33.6771532,-1.978242389,-0.556402752,-0.014862659,0.281261162,0.008065668,0.283548167,1445.327085,0.596121007,619.8513535,0.300144211,-2.176373505,0.040265727
72,S75W225,wind30LC,3.16163E+12,2424553182,662279339,656065595.6,6213742,128867976.5,527197619.2,1583444785,23963424.42,1574651.78,670037.57,0,128787887.3,30046800,0,0,109560,0,31400,300060,75025,225035,0,0,300 GW,25-75,8,1/17/18 23:35,ClcC70m,ClcC70mW30lc,13777.28666,0,2046.637263,5900.597244,18244.5097,0,15823.92392,24145.10695,39969.03087,48640.48836,88609.51923,-2156.744224,36.80288542,36.45758749,0,0,6.181543049,33.90873351,-3.287391136,-0.889542964,-0.023761518,0.270592372,0.00938236,0.273155212,1468.375302,0.605627178,596.8031363,0.288983811,-3.613828569,0.078584283
73,S150W150,wind30LC,3.31771E+12,2424553182,628643078,598136798.9,30506301,238494192.5,359642606.4,1633822537,30167129.67,2689828.3,902200.88,0,128787887.3,30046800,0,0,112860,0,31000,300020,150010,150010,0,0,300 GW,50-50,9,1/18/18 1:01,ClcC70m,ClcC70mW30lc,14192.26517,0,2020.565451,11798.04855,12161.92548,0,16212.83063,23959.97403,40172.80466,51041.66224,91214.46689,448.2034398,40.05768258,38.113796,0,0,6.130020804,33.17832912,0.749332662,0.184860222,0.004937996,0.246699806,0.048527185,0.259282033,1518.221325,0.626186027,546.9571133,0.264847387,0.819448964,0.068928738
