Line,Node From,Node To,Type,Voltage.From,Voltage.To,Max Flow,Min Flow,ratingA,ratingB,ratingC,Resistance,Reactance,Status,Length,Units
254008_254014_1_CKT,254008_TSTPP4_400,254014_ANGUL4_400,AC,400,400,515,-515,515,874.3,850,0.00126616,0.01411,1,NA,1
254008_254023_1_CKT,254008_TSTPP4_400,254023_TALCHERHVDC_400,AC,400,400,870,-870,0,0,0,1e-05,2e-04,1,NA,1
254009_254019_1_CKT,254009_RENGLI_P_400,254019_KEONJHAR_400,AC,400,400,517,-517,517,874.34,0,0.001862,0.02075,1,NA,1
254009_254022_2_CKT,254009_RENGLI_P_400,254022_RENGALI_FSC_400,AC,400,400,850,-850,850,850,0,0,-0.02954,1,NA,1
254010_254011_1_CKT,254010_JEYPORE4_400,254011_INDRAVATI4_400,AC,400,400,517,-517,517,874.34,0,0.00132202,0.0147325,1,NA,1
254010_254016_1_CKT,254010_JEYPORE4_400,254016_JPR_BOL_FSC_400,AC,400,400,517,-517,517,852,0,0,-0.03785,1,NA,1
254010_254017_2_CKT,254010_JEYPORE4_400,254017_JP_GZW_FSC1_400,AC,400,400,517,-517,517,852,0,0,1e-04,1,NA,1
254010_254018_2_CKT,254010_JEYPORE4_400,254018_JP_GZW_FSC2_400,AC,400,400,517,-517,517,852,0,0,1e-04,1,NA,1
254011_254022_1_CKT,254011_INDRAVATI4_400,254022_RENGALI_FSC_400,AC,400,400,850,-850,850,874.34,707,0.006408,0.068459,1,NA,1
254012_254019_1_CKT,254012_BARIPADA4_400,254019_KEONJHAR_400,AC,400,400,517,-517,517,874.34,0,0.00281,0.03,1,NA,1
254012_264001_1_CKT,254012_BARIPADA4_400,264001_KHRAGPUR_400,AC,400,400,517,-517,517,852,0,0.00176,0.01885,1,NA,1
254014_254020_1_CKT,254014_ANGUL4_400,254020_BOLANGIR_400,AC,400,400,515,-515,515,874.34,850,0.00353,0.037714,1,NA,1
254014_254021_1_CKT,254014_ANGUL4_400,254021_JITPL_400,AC,400,400,517,-517,517,874.3,0,0.00149,0.0166,1,NA,1
254014_254021_2_CKT,254014_ANGUL4_400,254021_JITPL_400,AC,400,400,517,-517,517,874.3,0,0.00148988,0.0166005,1,NA,1
254015_354005_1_CKT,254015_JHARSUGUDA_400,354005_RAIGARH_400,AC,400,400,517,-517,517,874.34,0,0.00206,0.022011,1,NA,1
254015_354005_2_CKT,254015_JHARSUGUDA_400,354005_RAIGARH_400,AC,400,400,517,-517,517,874.34,0,0.001998,0.021341,1,NA,1
254016_254020_1_CKT,254016_JPR_BOL_FSC_400,254020_BOLANGIR_400,AC,400,400,517,-517,517,874.34,0,0.005179,0.055325,1,NA,1
254017_254025_1_CKT,254017_JP_GZW_FSC1_400,254025_JP_GZW_HVDC_400,AC,400,400,517,-517,517,839.7,0,0.004255,0.04543,1,NA,1
254018_254025_2_CKT,254018_JP_GZW_FSC2_400,254025_JP_GZW_HVDC_400,AC,400,400,517,-517,517,839.7,0,0.004255,0.04543,1,NA,1
254023_254024_1_CKT,254023_TALCHERHVDC_400,254024_TAL-ST2_400,AC,400,400,870,-870,0,0,0,0,1e-04,1,NA,1
254023_434010_10_CKT_DC,254023_TALCHERHVDC_400,434010_KOLAR-PG_400,DC,400,400,980,-980,NA,NA,NA,0.1571,NA,1,NA,1
254023_434010_11_CKT_DC,254023_TALCHERHVDC_400,434010_KOLAR-PG_400,DC,400,400,980,-980,NA,NA,NA,0.1571,NA,1,NA,1
254025_414009_8_CKT_DC,254025_JP_GZW_HVDC_400,414009_GAZUWAKA_400,DC,400,400,350,-350,NA,NA,NA,1e-04,NA,1,NA,1
254025_414009_9_CKT_DC,254025_JP_GZW_HVDC_400,414009_GAZUWAKA_400,DC,400,400,350,-350,NA,NA,NA,1e-04,NA,1,NA,1
257000_257001_H2_CKT,257000_JHARSGUDA7_765,257001_ANGUL7_765,AC,765,765,2194,-2194,2194,3879.66,5340,0.000530672,0.0132736,1,NA,1
257000_357006_H1_CKT,257000_JHARSGUDA7_765,357006_DHARAMJGRH_765,AC,765,765,2194,-2194,2194,4855,5340,0.000316,0.0065836,1,NA,1
257000_357006_H2_CKT,257000_JHARSGUDA7_765,357006_DHARAMJGRH_765,AC,765,765,2194,-2194,2194,4855,5340,0.000316,0.0065836,1,NA,1
261000_261022_1_CKT,261000_MAHCHND_132,261022_SATGCHA1_132,AC,132,132,47,-47,47,84,92,0.03079,0.08395,1,NA,1
261000_261022_2_CKT,261000_MAHCHND_132,261022_SATGCHA1_132,AC,132,132,47,-47,47,84,92,0.03079,0.08395,1,NA,1
261000_261061_1_CKT,261000_MAHCHND_132,261061_MANKAD1_132,AC,132,132,47,-47,47,84,92,0.03079,0.08395,1,NA,1
261000_261061_2_CKT,261000_MAHCHND_132,261061_MANKAD1_132,AC,132,132,47,-47,47,84,92,0.03079,0.08395,1,NA,1
261001_261002_1_CKT,261001_PURULIAW_132,261002_SANTLDI_132,AC,132,132,47,-47,47,84,92,0.0286,0.06793,1,NA,1
261001_261002_2_CKT,261001_PURULIAW_132,261002_SANTLDI_132,AC,132,132,47,-47,47,84,92,0.0286,0.06793,1,NA,1
261003_261028_1_CKT,261003_HOWRAH1_132,261028_LILUAH1_132,AC,132,132,47,-47,47,84,92,0.0121,0.0288,1,NA,1
261003_261028_2_CKT,261003_HOWRAH1_132,261028_LILUAH1_132,AC,132,132,47,-47,47,84,92,0.0121,0.0288,1,NA,1
261003_261028_3_CKT,261003_HOWRAH1_132,261028_LILUAH1_132,AC,132,132,47,-47,47,84,92,0.0121,0.0288,1,NA,1
261003_261028_4_CKT,261003_HOWRAH1_132,261028_LILUAH1_132,AC,132,132,47,-47,47,84,92,0.0121,0.0288,1,NA,1
261004_261005_1_CKT,261004_KTPS132_132,261005_KOLAGHAT_132,AC,132,132,47,-47,47,84,92,0.002,0.01149,1,NA,1
261004_261005_2_CKT,261004_KTPS132_132,261005_KOLAGHAT_132,AC,132,132,47,-47,47,84,92,0.002,0.01149,1,NA,1
261004_261056_1_CKT,261004_KTPS132_132,261056_ULBRIA1_132,AC,132,132,47,-47,47,84,92,0.02506,0.06833,1,NA,1
261004_261056_2_CKT,261004_KTPS132_132,261056_ULBRIA1_132,AC,132,132,47,-47,47,84,92,0.02506,0.06833,1,NA,1
261004_261068_1_CKT,261004_KTPS132_132,261068_TAMLUK1_132,AC,132,132,47,-47,47,84,92,0.02138,0.0583,1,NA,1
261004_261068_2_CKT,261004_KTPS132_132,261068_TAMLUK1_132,AC,132,132,47,-47,47,84,92,0.02138,0.0583,1,NA,1
261006_261007_1_CKT,261006_BANDEL1_132,261007_RISHRA1_132,AC,132,132,47,-47,47,84,92,0.0391,0.093,1,NA,1
261006_261007_2_CKT,261006_BANDEL1_132,261007_RISHRA1_132,AC,132,132,47,-47,47,84,92,0.0289,0.06863,1,NA,1
261006_261008_1_CKT,261006_BANDEL1_132,261008_ADSPTGR_132,AC,132,132,47,-47,47,84,92,0.00931,0.02216,1,NA,1
261006_261008_2_CKT,261006_BANDEL1_132,261008_ADSPTGR_132,AC,132,132,47,-47,47,84,92,0.00931,0.02216,1,NA,1
261006_261009_1_CKT,261006_BANDEL1_132,261009_DHRMPUR_132,AC,132,132,47,-47,47,84,92,0.0121,0.02881,1,NA,1
261006_261009_2_CKT,261006_BANDEL1_132,261009_DHRMPUR_132,AC,132,132,47,-47,47,84,92,0.0121,0.02881,1,NA,1
261006_261009_3_CKT,261006_BANDEL1_132,261009_DHRMPUR_132,AC,132,132,47,-47,47,84,92,0.02457,0.0585,1,NA,1
261006_261010_1_CKT,261006_BANDEL1_132,261010_KALYANI_132,AC,132,132,47,-47,47,84,92,0.00931,0.02216,1,NA,1
261006_261028_1_CKT,261006_BANDEL1_132,261028_LILUAH1_132,AC,132,132,47,-47,47,84,92,0.05399,0.1285,1,NA,1
261006_261064_1_CKT,261006_BANDEL1_132,261064_CHNDTLA1_132,AC,132,132,47,-47,47,84,92,0.03723,0.08863,1,NA,1
261006_261092_1_CKT,261006_BANDEL1_132,261092_BIGHATI_132,AC,132,132,47,-47,47,84,92,0.02141,0.0509,1,NA,1
261006_261092_2_CKT,261006_BANDEL1_132,261092_BIGHATI_132,AC,132,132,47,-47,47,84,92,0.02141,0.0509,1,NA,1
261007_261028_1_CKT,261007_RISHRA1_132,261028_LILUAH1_132,AC,132,132,47,-47,47,84,92,0.01769,0.0421,1,NA,1
261007_261028_2_CKT,261007_RISHRA1_132,261028_LILUAH1_132,AC,132,132,47,-47,47,84,92,0.01769,0.0421,1,NA,1
261007_261028_3_CKT,261007_RISHRA1_132,261028_LILUAH1_132,AC,132,132,47,-47,47,84,92,0.01769,0.0421,1,NA,1
261007_261029_1_CKT,261007_RISHRA1_132,261029_HINDMTR1_132,AC,132,132,47,-47,47,84,92,0.0102,0.02438,1,NA,1
261007_261064_1_CKT,261007_RISHRA1_132,261064_CHNDTLA1_132,AC,132,132,47,-47,47,84,92,0.00512,0.01218,1,NA,1
261007_261092_1_CKT,261007_RISHRA1_132,261092_BIGHATI_132,AC,132,132,47,-47,47,84,92,0.00931,0.02216,1,NA,1
261007_261092_2_CKT,261007_RISHRA1_132,261092_BIGHATI_132,AC,132,132,47,-47,47,84,92,0.00931,0.02216,1,NA,1
261007_271020_1_CKT,261007_RISHRA1_132,271020_RIS_CESC_132,AC,132,132,47,-47,47,84,92,0.01769,0.0421,1,NA,1
261007_271020_2_CKT,261007_RISHRA1_132,271020_RIS_CESC_132,AC,132,132,47,-47,47,84,92,0.01769,0.0421,1,NA,1
261008_261088_1_CKT,261008_ADSPTGR_132,261088_BELMRWB_132,AC,132,132,47,-47,47,84,92,0.01133,0.0309,1,NA,1
261008_261088_2_CKT,261008_ADSPTGR_132,261088_BELMRWB_132,AC,132,132,47,-47,47,84,92,0.01133,0.0309,1,NA,1
261009_261010_1_CKT,261009_DHRMPUR_132,261010_KALYANI_132,AC,132,132,47,-47,47,84,92,0.0087,0.02378,1,NA,1
261009_261011_1_CKT,261009_DHRMPUR_132,261011_RANGHT1_132,AC,132,132,47,-47,47,84,92,0.0205,0.04875,1,NA,1
261009_261011_2_CKT,261009_DHRMPUR_132,261011_RANGHT1_132,AC,132,132,47,-47,47,84,92,0.0205,0.04875,1,NA,1
261009_261017_1_CKT,261009_DHRMPUR_132,261017_JEERAT1_132,AC,132,132,47,-47,47,84,92,0.01303,0.03102,1,NA,1
261009_261017_2_CKT,261009_DHRMPUR_132,261017_JEERAT1_132,AC,132,132,47,-47,47,84,92,0.01303,0.03102,1,NA,1
261009_261023_1_CKT,261009_DHRMPUR_132,261023_TITAGARH_132,AC,132,132,47,-47,47,84,92,0.027,0.06423,1,NA,1
261009_261023_2_CKT,261009_DHRMPUR_132,261023_TITAGARH_132,AC,132,132,47,-47,47,84,92,0.027,0.06423,1,NA,1
261011_261059_1_CKT,261011_RANGHT1_132,261059_KRSNGR1_132,AC,132,132,47,-47,47,84,92,0.031,0.0738,1,NA,1
261011_261059_2_CKT,261011_RANGHT1_132,261059_KRSNGR1_132,AC,132,132,47,-47,47,84,92,0.031,0.0738,1,NA,1
261012_261017_1_CKT,261012_ASOKNGR_132,261017_JEERAT1_132,AC,132,132,47,-47,47,84,92,0.01396,0.03324,1,NA,1
261012_261017_2_CKT,261012_ASOKNGR_132,261017_JEERAT1_132,AC,132,132,47,-47,47,84,92,0.01396,0.03324,1,NA,1
261013_261014_1_CKT,261013_SALTLAKE_132,261014_KASBA1_132,AC,132,132,47,-47,47,84,92,0.0112,0.0266,1,NA,1
261013_261014_2_CKT,261013_SALTLAKE_132,261014_KASBA1_132,AC,132,132,47,-47,47,84,92,0.0112,0.0266,1,NA,1
261013_261107_1_CKT,261013_SALTLAKE_132,261107_SALTLAKE_GIS_132,AC,132,132,80,-80,0,83.68,0,0.004655,0.01108,1,NA,1
261014_261015_1_CKT,261014_KASBA1_132,261015_SONARPR_132,AC,132,132,47,-47,47,84,92,0.0112,0.02657,1,NA,1
261014_261105_1_CKT,261014_KASBA1_132,261105_JOKA1_B_132,AC,132,132,47,-47,47,84,92,0.0298,0.07083,1,NA,1
261014_271019_1_CKT,261014_KASBA1_132,271019_KASBA_CESC_132,AC,132,132,47,-47,47,84,92,7e-05,0.00028,1,NA,1
261014_271019_2_CKT,261014_KASBA1_132,271019_KASBA_CESC_132,AC,132,132,47,-47,47,84,92,7e-05,0.00028,1,NA,1
261014_271019_3_CKT,261014_KASBA1_132,271019_KASBA_CESC_132,AC,132,132,47,-47,47,84,92,7e-05,0.00028,1,NA,1
261015_261105_1_CKT,261015_SONARPR_132,261105_JOKA1_B_132,AC,132,132,47,-47,47,84,92,0.0186,0.0443,1,NA,1
261016_261032_1_CKT,261016_JOKA1_A_132,261032_FALTA1_132,AC,132,132,47,-47,47,84,92,0.027,0.06426,1,NA,1
261016_261049_1_CKT,261016_JOKA1_A_132,261049_LKNTAPUR_132,AC,132,132,47,-47,47,84,92,0.0279,0.06643,1,NA,1
261017_261058_1_CKT,261017_JEERAT1_132,261058_BONGA1_132,AC,132,132,47,-47,47,84,92,0.03079,0.08396,1,NA,1
261017_261058_2_CKT,261017_JEERAT1_132,261058_BONGA1_132,AC,132,132,47,-47,47,84,92,0.03079,0.08396,1,NA,1
261017_261060_1_CKT,261017_JEERAT1_132,261060_BARASAT1_132,AC,132,132,47,-47,47,84,92,0.02048,0.04875,1,NA,1
261017_261060_2_CKT,261017_JEERAT1_132,261060_BARASAT1_132,AC,132,132,47,-47,47,84,92,0.02048,0.04875,1,NA,1
261018_261103_1_CKT,261018_KURSEONG_132,261103_NJP1_132,AC,132,132,47,-47,47,83.68,92,0.02914,0.069361,1,NA,1
261018_281001_1_CKT,261018_KURSEONG_132,281001_RANGIT1_132,AC,132,132,47,-47,47,83.68,92,0.056977,0.135619,1,NA,1
261019_261027_1_CKT,261019_BDNNGR1_132,261027_DPL1_132,AC,132,132,47,-47,47,84,92,0.0047,0.01109,1,NA,1
261019_261027_2_CKT,261019_BDNNGR1_132,261027_DPL1_132,AC,132,132,47,-47,47,84,92,0.0047,0.01109,1,NA,1
261019_261031_1_CKT,261019_BDNNGR1_132,261031_BOLPUR1_132,AC,132,132,47,-47,47,84,92,0.06274,0.14936,1,NA,1
261019_261031_2_CKT,261019_BDNNGR1_132,261031_BOLPUR1_132,AC,132,132,47,-47,47,84,92,0.0627,0.14935,1,NA,1
261019_261037_1_CKT,261019_BDNNGR1_132,261037_UKHRA_132,AC,132,132,47,-47,47,84,92,0.014,0.03317,1,NA,1
261019_261037_2_CKT,261019_BDNNGR1_132,261037_UKHRA_132,AC,132,132,47,-47,47,84,92,0.014,0.03317,1,NA,1
261019_261061_1_CKT,261019_BDNNGR1_132,261061_MANKAD1_132,AC,132,132,47,-47,47,84,92,0.02822,0.07696,1,NA,1
261019_261061_2_CKT,261019_BDNNGR1_132,261061_MANKAD1_132,AC,132,132,47,-47,47,84,92,0.02822,0.07696,1,NA,1
261019_261087_1_CKT,261019_BDNNGR1_132,261087_BARJORA_132,AC,132,132,47,-47,47,84,92,0.0233,0.05534,1,NA,1
261019_261087_2_CKT,261019_BDNNGR1_132,261087_BARJORA_132,AC,132,132,47,-47,47,84,92,0.0233,0.05534,1,NA,1
261020_261051_1_CKT,261020_KHARAGPR_132,261051_MIDNAPR_132,AC,132,132,47,-47,47,84,92,0.01676,0.03989,1,NA,1
261020_261051_2_CKT,261020_KHARAGPR_132,261051_MIDNAPR_132,AC,132,132,47,-47,47,84,92,0.01676,0.03989,1,NA,1
261021_261031_1_CKT,261021_SAITHIA1_132,261031_BOLPUR1_132,AC,132,132,47,-47,47,84,92,0.03389,0.08066,1,NA,1
261021_261031_2_CKT,261021_SAITHIA1_132,261031_BOLPUR1_132,AC,132,132,47,-47,47,84,92,0.03389,0.08066,1,NA,1
261021_261044_1_CKT,261021_SAITHIA1_132,261044_GOKARN1_132,AC,132,132,47,-47,47,84,92,0.0475,0.113,1,NA,1
261021_261062_1_CKT,261021_SAITHIA1_132,261062_RAMPUR1_132,AC,132,132,47,-47,47,84,92,0.04275,0.1166,1,NA,1
261022_261024_1_CKT,261022_SATGCHA1_132,261024_KATWA1_132,AC,132,132,47,-47,47,84,92,0.04,0.0952,1,NA,1
261022_261024_2_CKT,261022_SATGCHA1_132,261024_KATWA1_132,AC,132,132,47,-47,47,84,92,0.04,0.0952,1,NA,1
261022_261063_1_CKT,261022_SATGCHA1_132,261063_KHNYAN1_132,AC,132,132,47,-47,47,84,92,0.01197,0.03265,1,NA,1
261022_261069_1_CKT,261022_SATGCHA1_132,261069_DHTRIGRM_132,AC,132,132,47,-47,47,84,92,0.01539,0.04198,1,NA,1
261024_261025_1_CKT,261024_KATWA1_132,261025_DBGRM1_132,AC,132,132,47,-47,47,84,92,0.02355,0.05606,1,NA,1
261024_261025_2_CKT,261024_KATWA1_132,261025_DBGRM1_132,AC,132,132,47,-47,47,84,92,0.02355,0.05606,1,NA,1
261024_261044_1_CKT,261024_KATWA1_132,261044_GOKARN1_132,AC,132,132,47,-47,47,84,92,0.0372,0.0886,1,NA,1
261024_261044_2_CKT,261024_KATWA1_132,261044_GOKARN1_132,AC,132,132,47,-47,47,84,92,0.0372,0.0886,1,NA,1
261025_261059_1_CKT,261025_DBGRM1_132,261059_KRSNGR1_132,AC,132,132,47,-47,47,84,92,0.04238,0.10088,1,NA,1
261025_261059_2_CKT,261025_DBGRM1_132,261059_KRSNGR1_132,AC,132,132,47,-47,47,84,92,0.04238,0.10088,1,NA,1
261025_261081_1_CKT,261025_DBGRM1_132,261081_AMTALA_132,AC,132,132,47,-47,47,84,92,0.03769,0.08971,1,NA,1
261025_261081_2_CKT,261025_DBGRM1_132,261081_AMTALA_132,AC,132,132,47,-47,47,84,92,0.03769,0.08971,1,NA,1
261026_261044_1_CKT,261026_RGNTGNJ_132,261044_GOKARN1_132,AC,132,132,47,-47,47,84,92,0.0559,0.13286,1,NA,1
261026_261070_1_CKT,261026_RGNTGNJ_132,261070_FRAKKA1_132,AC,132,132,47,-47,47,84,92,0.04276,0.11661,1,NA,1
261026_261071_1_CKT,261026_RGNTGNJ_132,261071_DHULIAN1_132,AC,132,132,47,-47,47,84,92,0.01583,0.03767,1,NA,1
261026_261098_1_CKT,261026_RGNTGNJ_132,261098_LALGOLA_132,AC,132,132,47,-47,47,84,92,0.03258,0.07756,1,NA,1
261028_261029_1_CKT,261028_LILUAH1_132,261029_HINDMTR1_132,AC,132,132,47,-47,47,84,92,0.0112,0.02657,1,NA,1
261028_261096_1_CKT,261028_LILUAH1_132,261096_DANKUNI_132,AC,132,132,47,-47,47,84,92,0.00558,0.01329,1,NA,1
261028_271014_1_CKT,261028_LILUAH1_132,271014_BRS_132,AC,132,132,47,-47,47,84,92,0.00352,0.00473,1,NA,1
261028_271014_2_CKT,261028_LILUAH1_132,271014_BRS_132,AC,132,132,47,-47,47,84,92,0.00352,0.00473,1,NA,1
261028_271014_3_CKT,261028_LILUAH1_132,271014_BRS_132,AC,132,132,47,-47,47,84,92,0.00352,0.00473,1,NA,1
261029_261096_1_CKT,261029_HINDMTR1_132,261096_DANKUNI_132,AC,132,132,47,-47,47,84,92,0.00559,0.01329,1,NA,1
261030_261044_1_CKT,261030_BRHMPR1_132,261044_GOKARN1_132,AC,132,132,47,-47,47,84,92,0.01676,0.03989,1,NA,1
261030_261044_2_CKT,261030_BRHMPR1_132,261044_GOKARN1_132,AC,132,132,47,-47,47,84,92,0.01676,0.03989,1,NA,1
261030_261081_1_CKT,261030_BRHMPR1_132,261081_AMTALA_132,AC,132,132,47,-47,47,84,92,0.04096,0.0975,1,NA,1
261030_261081_2_CKT,261030_BRHMPR1_132,261081_AMTALA_132,AC,132,132,47,-47,47,84,92,0.04096,0.0975,1,NA,1
261032_261049_1_CKT,261032_FALTA1_132,261049_LKNTAPUR_132,AC,132,132,47,-47,47,84,92,0.02908,0.07929,1,NA,1
261032_261049_2_CKT,261032_FALTA1_132,261049_LKNTAPUR_132,AC,132,132,47,-47,47,84,92,0.02908,0.07929,1,NA,1
261034_261048_1_CKT,261034_HIJLITRN_132,261048_EGRA_132,AC,132,132,47,-47,47,84,92,0.0522,0.14215,1,NA,1
261034_261051_1_CKT,261034_HIJLITRN_132,261051_MIDNAPR_132,AC,132,132,47,-47,47,84,92,0.0186,0.04575,1,NA,1
261034_261051_2_CKT,261034_HIJLITRN_132,261051_MIDNAPR_132,AC,132,132,47,-47,47,84,92,0.0186,0.04575,1,NA,1
261035_261039_1_CKT,261035_RAIGUNJ_132,261039_DALKOLA1_132,AC,132,132,47,-47,47,84,92,0.04748,0.11301,1,NA,1
261035_261039_2_CKT,261035_RAIGUNJ_132,261039_DALKOLA1_132,AC,132,132,47,-47,47,84,92,0.04748,0.11301,1,NA,1
261035_261074_1_CKT,261035_RAIGUNJ_132,261074_BLURGHT1_132,AC,132,132,47,-47,47,84,92,0.09663,0.26353,1,NA,1
261035_261091_1_CKT,261035_RAIGUNJ_132,261091_GANGRPR_132,AC,132,132,47,-47,47,84,92,0.06982,0.1662,1,NA,1
261036_261054_1_CKT,261036_ARAMBAG1_132,261054_RAINA1_132,AC,132,132,47,-47,47,84,92,0.03026,0.07202,1,NA,1
261036_261054_2_CKT,261036_ARAMBAG1_132,261054_RAINA1_132,AC,132,132,47,-47,47,84,92,0.03026,0.07202,1,NA,1
261036_261055_1_CKT,261036_ARAMBAG1_132,261055_TRKSWR1_132,AC,132,132,47,-47,47,84,92,0.01862,0.0442,1,NA,1
261036_261055_2_CKT,261036_ARAMBAG1_132,261055_TRKSWR1_132,AC,132,132,47,-47,47,84,92,0.01862,0.04432,1,NA,1
261036_261086_1_CKT,261036_ARAMBAG1_132,261086_BRSINGHA_132,AC,132,132,47,-47,47,84,92,0.02141,0.05096,1,NA,1
261036_261086_2_CKT,261036_ARAMBAG1_132,261086_BRSINGHA_132,AC,132,132,47,-47,47,84,92,0.02141,0.05097,1,NA,1
261038_261072_1_CKT,261038_MALDAW1_132,261072_KHJURIA1_132,AC,132,132,47,-47,47,84,92,0.03421,0.09328,1,NA,1
261038_261072_2_CKT,261038_MALDAW1_132,261072_KHJURIA1_132,AC,132,132,47,-47,47,84,92,0.03421,0.09328,1,NA,1
261038_261073_1_CKT,261038_MALDAW1_132,261073_SAMSI1_132,AC,132,132,47,-47,47,84,92,0.0419,0.11427,1,NA,1
261038_261104_1_CKT,261038_MALDAW1_132,261104_MALDAP1_132,AC,132,132,47,-47,47,84,92,0.005,0.01339,1,NA,1
261038_261104_2_CKT,261038_MALDAW1_132,261104_MALDAP1_132,AC,132,132,47,-47,47,84,92,0.005,0.01339,1,NA,1
261039_261077_1_CKT,261039_DALKOLA1_132,261077_TCF-3_132,AC,132,132,47,-47,47,84,92,0.09321,0.2542,1,NA,1
261039_261077_2_CKT,261039_DALKOLA1_132,261077_TCF-3_132,AC,132,132,47,-47,47,84,92,0.09321,0.2542,1,NA,1
261040_261050_1_CKT,261040_NBU1_132,261050_RAMMAM_132,AC,132,132,47,-47,47,84,92,0.0605,0.14385,1,NA,1
261040_261075_1_CKT,261040_NBU1_132,261075_TCF-1_132,AC,132,132,47,-47,47,84,92,0.0171,0.04664,1,NA,1
261040_261078_1_CKT,261040_NBU1_132,261078_NJP1(W)_132,AC,132,132,47,-47,47,84,92,0.00931,0.02216,1,NA,1
261040_261097_1_CKT,261040_NBU1_132,261097_LEBONG_132,AC,132,132,47,-47,47,84,92,0.06098,0.14514,1,NA,1
261040_261103_1_CKT,261040_NBU1_132,261103_NJP1_132,AC,132,132,47,-47,47,84,92,0.00855,0.02332,1,NA,1
261040_261103_2_CKT,261040_NBU1_132,261103_NJP1_132,AC,132,132,47,-47,47,84,92,0.00855,0.02332,1,NA,1
261041_261043_1_CKT,261041_BIRPRAW1_132,261043_MONGURI1_132,AC,132,132,47,-47,47,84,92,0.03444,0.08199,1,NA,1
261041_261043_2_CKT,261041_BIRPRAW1_132,261043_MONGURI1_132,AC,132,132,47,-47,47,84,92,0.03445,0.08199,1,NA,1
261041_261079_1_CKT,261041_BIRPRAW1_132,261079_ALIPRDR1_132,AC,132,132,47,-47,47,84,92,0.05027,0.11966,1,NA,1
261041_261090_1_CKT,261041_BIRPRAW1_132,261090_COCHBHR_132,AC,132,132,47,-47,47,84,92,0.05399,0.12853,1,NA,1
261041_261102_1_CKT,261041_BIRPRAW1_132,261102_BIRPARA_132,AC,132,132,47,-47,47,84,92,0.00074,0.00177,1,NA,1
261041_261102_2_CKT,261041_BIRPRAW1_132,261102_BIRPARA_132,AC,132,132,47,-47,47,84,92,0.00074,0.00177,1,NA,1
261042_261067_1_CKT,261042_HALDIA1_132,261067_FCI_132,AC,132,132,47,-47,47,84,92,0.00428,0.01166,1,NA,1
261042_261067_2_CKT,261042_HALDIA1_132,261067_FCI_132,AC,132,132,47,-47,47,84,92,0.00428,0.01166,1,NA,1
261042_261068_1_CKT,261042_HALDIA1_132,261068_TAMLUK1_132,AC,132,132,47,-47,47,84,92,0.03421,0.09328,1,NA,1
261042_261068_2_CKT,261042_HALDIA1_132,261068_TAMLUK1_132,AC,132,132,47,-47,47,84,92,0.03421,0.09328,1,NA,1
261042_261084_1_CKT,261042_HALDIA1_132,261084_NHALDIA1_132,AC,132,132,47,-47,47,84,92,0.00279,0.00665,1,NA,1
261042_261084_2_CKT,261042_HALDIA1_132,261084_NHALDIA1_132,AC,132,132,47,-47,47,84,92,0.00279,0.00665,1,NA,1
261042_261099_1_CKT,261042_HALDIA1_132,261099_HPCL_132,AC,132,132,47,-47,47,84,92,0.00186,0.00443,1,NA,1
261043_261078_1_CKT,261043_MONGURI1_132,261078_NJP1(W)_132,AC,132,132,47,-47,47,84,92,0.04789,0.1306,1,NA,1
261043_261078_2_CKT,261043_MONGURI1_132,261078_NJP1(W)_132,AC,132,132,47,-47,47,84,92,0.04789,0.1306,1,NA,1
261043_261093_1_CKT,261043_MONGURI1_132,261093_CHALSA_132,AC,132,132,47,-47,47,84,92,0.03724,0.08864,1,NA,1
261043_261103_1_CKT,261043_MONGURI1_132,261103_NJP1_132,AC,132,132,47,-47,47,84,92,0.04096,0.0975,1,NA,1
261044_261062_1_CKT,261044_GOKARN1_132,261062_RAMPUR1_132,AC,132,132,47,-47,47,84,92,0.02137,0.0583,1,NA,1
261044_261071_1_CKT,261044_GOKARN1_132,261071_DHULIAN1_132,AC,132,132,47,-47,47,84,92,0.05986,0.16325,1,NA,1
261044_261098_1_CKT,261044_GOKARN1_132,261098_LALGOLA_132,AC,132,132,47,-47,47,84,92,0.08193,0.195,1,NA,1
261045_261046_1_CKT,261045_BISNUPUR_132,261046_CKROAD_132,AC,132,132,47,-47,47,84,92,0.04654,0.1107,1,NA,1
261045_261047_1_CKT,261045_BISNUPUR_132,261047_BANKURA_132,AC,132,132,47,-47,47,84,92,0.035,0.08332,1,NA,1
261045_261047_2_CKT,261045_BISNUPUR_132,261047_BANKURA_132,AC,132,132,47,-47,47,84,92,0.035,0.08332,1,NA,1
261045_261051_1_CKT,261045_BISNUPUR_132,261051_MIDNAPR_132,AC,132,132,47,-47,47,84,92,0.08124,0.22155,1,NA,1
261045_261083_1_CKT,261045_BISNUPUR_132,261083_NBSNPR1_132,AC,132,132,47,-47,47,84,92,0.00931,0.2216,1,NA,1
261045_261083_2_CKT,261045_BISNUPUR_132,261083_NBSNPR1_132,AC,132,132,47,-47,47,84,92,0.00931,0.2216,1,NA,1
261045_261083_3_CKT,261045_BISNUPUR_132,261083_NBSNPR1_132,AC,132,132,47,-47,47,84,92,0.00931,0.2216,1,NA,1
261046_261051_1_CKT,261046_CKROAD_132,261051_MIDNAPR_132,AC,132,132,47,-47,47,84,92,0.04654,0.1107,1,NA,1
