Line,Node From,Node To,Type,Voltage.From,Voltage.To,Max Flow,Min Flow,ratingA,ratingB,ratingC,Resistance,Reactance,Status,Length,Units
110048_190000_1_CKT,110048_MOHALI-II_66,190000_CHANDIGA_S39_66,AC,66,66,34,-34,34,44,0,0.0331,0.04819,1,NA,1
110048_190000_2_CKT,110048_MOHALI-II_66,190000_CHANDIGA_S39_66,AC,66,66,34,-34,34,44,0,0.0331,0.04819,1,NA,1
110048_190010_1_CKT,110048_MOHALI-II_66,190010_CHANDIGA_S56_66,AC,66,66,34,-34,34,44,0,0.02806,0.04084,1,NA,1
110048_190010_2_CKT,110048_MOHALI-II_66,190010_CHANDIGA_S56_66,AC,66,66,34,-34,34,44,0,0.02806,0.04084,1,NA,1
111000_111068_1_CKT,111000_UBDCPH-1_132,111068_UBDCPH-2_132,AC,132,132,47,-47,47,84,92,0.0043,0.011,1,NA,1
111000_111068_2_CKT,111000_UBDCPH-1_132,111068_UBDCPH-2_132,AC,132,132,47,-47,47,84,92,0.0043,0.011,1,NA,1
111001_111002_1_CKT,111001_GURDASPUR_132,111002_DHARIWAL_132,AC,132,132,47,-47,47,84,92,0.0198,0.0384,1,NA,1
111001_111002_2_CKT,111001_GURDASPUR_132,111002_DHARIWAL_132,AC,132,132,47,-47,47,84,92,0.0198,0.0384,1,NA,1
111001_111090_1_CKT,111001_GURDASPUR_132,111090_SARNA_132,AC,132,132,47,-47,47,84,92,0.0372,0.072,1,NA,1
111001_111090_2_CKT,111001_GURDASPUR_132,111090_SARNA_132,AC,132,132,47,-47,47,84,92,0.0372,0.072,1,NA,1
111003_111009_1_CKT,111003_SHRIHARGOBIN_132,111009_MUKERIAN-4_132,AC,132,132,47,-47,47,84,92,0.0283,0.0722,1,NA,1
111003_111009_2_CKT,111003_SHRIHARGOBIN_132,111009_MUKERIAN-4_132,AC,132,132,47,-47,47,84,92,0.0283,0.0722,1,NA,1
111003_111020_1_CKT,111003_SHRIHARGOBIN_132,111020_WADALAGRAN21_132,AC,132,132,47,-47,47,84,92,0.0255,0.0652,1,NA,1
111003_111020_2_CKT,111003_SHRIHARGOBIN_132,111020_WADALAGRAN21_132,AC,132,132,47,-47,47,84,92,0.0255,0.0652,1,NA,1
111004_111097_1_CKT,111004_PIMS_132,111097_CHILDERNPARK_132,AC,132,132,47,-47,47,84,92,0.00228,0.00582,1,NA,1
111004_111109_1_CKT,111004_PIMS_132,111109_SCIENCE_132,AC,132,132,47,-47,47,84,92,0.00228,0.00582,1,NA,1
111005_111031_1_CKT,111005_ASRON_132,111031_ROPAR21_132,AC,132,132,47,-47,47,84,92,0.0137,0.035,1,NA,1
111005_111110_1_CKT,111005_ASRON_132,111110_ROPAR_132,AC,132,132,47,-47,47,84,92,0.0055,0.014,1,NA,1
111006_111045_1_CKT,111006_JADLA_132,111045_NAWANSHAHAR_132,AC,132,132,47,-47,47,84,92,0.0274,0.0699,1,NA,1
111006_111046_1_CKT,111006_JADLA_132,111046_ANANDGARH-2_132,AC,132,132,47,-47,47,84,92,0.0182,0.0466,1,NA,1
111007_111008_1_CKT,111007_BANGA_132,111008_PHAGWARA_132,AC,132,132,47,-47,47,84,92,0.0182,0.0466,1,NA,1
111007_111012_1_CKT,111007_BANGA_132,111012_MAHILPUR21_132,AC,132,132,47,-47,47,84,92,0.0254,0.0648,1,NA,1
111007_111045_1_CKT,111007_BANGA_132,111045_NAWANSHAHAR_132,AC,132,132,47,-47,47,84,92,0.0128,0.0326,1,NA,1
111008_111032_1_CKT,111008_PHAGWARA_132,111032_GORAYA21_132,AC,132,132,47,-47,47,84,92,0.0149,0.0288,1,NA,1
111008_111032_2_CKT,111008_PHAGWARA_132,111032_GORAYA21_132,AC,132,132,47,-47,47,84,92,0.0149,0.0288,1,NA,1
111009_111017_1_CKT,111009_MUKERIAN-4_132,111017_MUKERI-3_132,AC,132,132,47,-47,47,84,92,0.0091,0.0233,1,NA,1
111009_111017_2_CKT,111009_MUKERIAN-4_132,111017_MUKERI-3_132,AC,132,132,47,-47,47,84,92,0.0091,0.0233,1,NA,1
111010_111048_1_CKT,111010_FEROZPUR21_132,111048_SADIQ_132,AC,132,132,47,-47,47,84,92,0.0219,0.0559,1,NA,1
111010_111057_1_CKT,111010_FEROZPUR21_132,111057_MANASING_132,AC,132,132,47,-47,47,84,92,0.0186,0.036,1,NA,1
111011_111013_1_CKT,111011_CHAMKAUR_132,111013_GHULAL_132,AC,132,132,47,-47,47,84,92,0.0347,0.0672,1,NA,1
111011_111110_1_CKT,111011_CHAMKAUR_132,111110_ROPAR_132,AC,132,132,47,-47,47,84,92,0.0186,0.036,1,NA,1
111013_111022_1_CKT,111013_GHULAL_132,111022_MEHMUDAN_132,AC,132,132,47,-47,47,84,92,0.0149,0.0288,1,NA,1
111013_111034_1_CKT,111013_GHULAL_132,111034_SHAMSPUR_132,AC,132,132,47,-47,47,84,92,0.0186,0.036,1,NA,1
111013_111041_1_CKT,111013_GHULAL_132,111041_JAMALPUR21_132,AC,132,132,47,-47,47,84,92,0.026,0.0504,1,NA,1
111013_111041_2_CKT,111013_GHULAL_132,111041_JAMALPUR21_132,AC,132,132,47,-47,47,84,92,0.026,0.0504,1,NA,1
111013_111110_1_CKT,111013_GHULAL_132,111110_ROPAR_132,AC,132,132,47,-47,47,84,92,0.0533,0.1032,1,NA,1
111014_111025_1_CKT,111014_GHOLIA_132,111025_MOGA21_132,AC,132,132,47,-47,47,84,92,0.0096,0.02445,1,NA,1
111014_111054_1_CKT,111014_GHOLIA_132,111054_SAMADHBH_132,AC,132,132,47,-47,47,84,92,0.0096,0.02445,1,NA,1
111015_111073_1_CKT,111015_CHOHAL_132,111073_HOSHIARPUR_132,AC,132,132,47,-47,47,84,92,0.01,0.0256,1,NA,1
111015_171006_1_CKT,111015_CHOHAL_132,171006_HAMIRP-2_132,AC,132,132,47,-47,47,84,92,0.0602,0.1538,1,NA,1
111016_111071_1_CKT,111016_BHOGPUR_132,111071_ALAWALPUR_132,AC,132,132,47,-47,47,84,92,0.0119,0.0303,1,NA,1
111016_111073_1_CKT,111016_BHOGPUR_132,111073_HOSHIARPUR_132,AC,132,132,47,-47,47,84,92,0.0246,0.0629,1,NA,1
111016_111074_1_CKT,111016_BHOGPUR_132,111074_TANDA_132,AC,132,132,47,-47,47,84,92,0.0137,0.035,1,NA,1
111016_111087_1_CKT,111016_BHOGPUR_132,111087_MUKERI-2_132,AC,132,132,47,-47,47,84,92,0.0638,0.1631,1,NA,1
111016_111094_1_CKT,111016_BHOGPUR_132,111094_KAHANPUR_132,AC,132,132,47,-47,47,84,92,0.0073,0.0186,1,NA,1
111017_111087_1_CKT,111017_MUKERI-3_132,111087_MUKERI-2_132,AC,132,132,47,-47,47,84,92,0.00274,0.00699,1,NA,1
111017_111087_2_CKT,111017_MUKERI-3_132,111087_MUKERI-2_132,AC,132,132,47,-47,47,84,92,0.00274,0.00699,1,NA,1
111018_111088_1_CKT,111018_PATHANKOT_132,111088_MAMUN_132,AC,132,132,47,-47,47,84,92,0.0087,0.0168,1,NA,1
111018_111090_1_CKT,111018_PATHANKOT_132,111090_SARNA_132,AC,132,132,47,-47,47,84,92,0.0087,0.0168,1,NA,1
111018_111090_2_CKT,111018_PATHANKOT_132,111090_SARNA_132,AC,132,132,47,-47,47,84,92,0.0087,0.0168,1,NA,1
111018_111112_1_CKT,111018_PATHANKOT_132,111112_KANGR-PS_132,AC,132,132,47,-47,47,84,92,0.0856,0.1656,1,NA,1
111019_111090_1_CKT,111019_SARNA21_132,111090_SARNA_132,AC,132,132,47,-47,47,84,92,0.0046,0.0117,1,NA,1
111020_111095_1_CKT,111020_WADALAGRAN21_132,111095_BATALA_132,AC,132,132,47,-47,47,84,92,0.0073,0.0186,1,NA,1
111020_111095_2_CKT,111020_WADALAGRAN21_132,111095_BATALA_132,AC,132,132,47,-47,47,84,92,0.0073,0.0186,1,NA,1
111020_111095_3_CKT,111020_WADALAGRAN21_132,111095_BATALA_132,AC,132,132,47,-47,47,84,92,0.0073,0.0186,1,NA,1
111020_111104_1_CKT,111020_WADALAGRAN21_132,111104_KOTLIS21_132,AC,132,132,47,-47,47,84,92,0.0219,0.0559,1,NA,1
111021_111110_1_CKT,111021_KHARAR_132,111110_ROPAR_132,AC,132,132,47,-47,47,84,92,0.021,0.0536,1,NA,1
111022_111024_1_CKT,111022_MEHMUDAN_132,111024_DORAHA_132,AC,132,132,47,-47,47,84,92,0.0074,0.0144,1,NA,1
111023_111077_1_CKT,111023_VERPAL21_132,111077_TARANTAR_132,AC,132,132,47,-47,47,84,92,0.0109,0.028,1,NA,1
111023_111079_1_CKT,111023_VERPAL21_132,111079_NARAINANGAL_132,AC,132,132,47,-47,47,84,92,0.0146,0.0373,1,NA,1
111023_111079_2_CKT,111023_VERPAL21_132,111079_NARAINANGAL_132,AC,132,132,47,-47,47,84,92,0.0146,0.0373,1,NA,1
111023_111080_1_CKT,111023_VERPAL21_132,111080_HAKIMAGARH_132,AC,132,132,47,-47,47,84,92,0.0091,0.0233,1,NA,1
111024_111030_1_CKT,111024_DORAHA_132,111030_SIHORA_132,AC,132,132,47,-47,47,84,92,0.0192,0.0489,1,NA,1
111025_111050_1_CKT,111025_MOGA21_132,111050_PANJGARY_132,AC,132,132,47,-47,47,84,92,0.0434,0.084,1,NA,1
111025_111053_1_CKT,111025_MOGA21_132,111053_BAGHAPURANA_132,AC,132,132,47,-47,47,84,92,0.0109,0.028,1,NA,1
111025_111055_1_CKT,111025_MOGA21_132,111055_MOGA-II_132,AC,132,132,47,-47,47,84,92,0.0012,0.0024,1,NA,1
111025_111060_1_CKT,111025_MOGA21_132,111060_SOSAN_132,AC,132,132,47,-47,47,84,92,0.0186,0.036,1,NA,1
111025_111061_1_CKT,111025_MOGA21_132,111061_BADNIKALAN_132,AC,132,132,47,-47,47,84,92,0.0248,0.048,1,NA,1
111025_111106_1_CKT,111025_MOGA21_132,111106_MOGA-1_132,AC,132,132,47,-47,47,84,92,0.0064,0.0163,1,NA,1
111025_111106_2_CKT,111025_MOGA21_132,111106_MOGA-1_132,AC,132,132,47,-47,47,84,92,0.0064,0.0163,1,NA,1
111025_111106_3_CKT,111025_MOGA21_132,111106_MOGA-1_132,AC,132,132,47,-47,47,84,92,0.0064,0.0163,1,NA,1
111026_111037_1_CKT,111026_PATTI21_132,111037_SULTANPUR21_132,AC,132,132,47,-47,47,84,92,0.0347,0.0885,1,NA,1
111026_111077_1_CKT,111026_PATTI21_132,111077_TARANTAR_132,AC,132,132,47,-47,47,84,92,0.0228,0.0583,1,NA,1
111026_111078_1_CKT,111026_PATTI21_132,111078_BHIKIWIND_132,AC,132,132,47,-47,47,84,92,0.0182,0.0466,1,NA,1
111027_111030_1_CKT,111027_BILASPUR_132,111030_SIHORA_132,AC,132,132,47,-47,47,84,92,0.0137,0.035,1,NA,1
111028_111066_1_CKT,111028_JALANDHAR21_132,111066_URBANEST_132,AC,132,132,47,-47,47,84,92,0.0137,0.035,1,NA,1
111028_111071_1_CKT,111028_JALANDHAR21_132,111071_ALAWALPUR_132,AC,132,132,47,-47,47,84,92,0.0119,0.0303,1,NA,1
111028_111094_1_CKT,111028_JALANDHAR21_132,111094_KAHANPUR_132,AC,132,132,47,-47,47,84,92,0.0228,0.0583,1,NA,1
111028_111097_1_CKT,111028_JALANDHAR21_132,111097_CHILDERNPARK_132,AC,132,132,47,-47,47,84,92,0.00456,0.01165,1,NA,1
111028_111098_1_CKT,111028_JALANDHAR21_132,111098_DHILWAN_132,AC,132,132,47,-47,47,84,92,0.0471,0.0912,1,NA,1
111028_111103_1_CKT,111028_JALANDHAR21_132,111103_KARTARPUR21_132,AC,132,132,47,-47,47,84,92,0.0182,0.0466,1,NA,1
111029_111079_1_CKT,111029_AMRITSAR21_132,111079_NARAINANGAL_132,AC,132,132,47,-47,47,84,92,0.0109,0.028,1,NA,1
111029_111085_1_CKT,111029_AMRITSAR21_132,111085_POWERCOLONY_132,AC,132,132,47,-47,47,84,92,0.0023,0.0058,1,NA,1
111031_111110_1_CKT,111031_ROPAR21_132,111110_ROPAR_132,AC,132,132,47,-47,47,84,92,0.0192,0.0489,1,NA,1
111032_111041_1_CKT,111032_GORAYA21_132,111041_JAMALPUR21_132,AC,132,132,47,-47,47,84,92,0.0372,0.072,1,NA,1
111032_111045_1_CKT,111032_GORAYA21_132,111045_NAWANSHAHAR_132,AC,132,132,47,-47,47,84,92,0.0292,0.0746,1,NA,1
111032_111064_1_CKT,111032_GORAYA21_132,111064_NURMEHAL_132,AC,132,132,47,-47,47,84,92,0.0292,0.0746,1,NA,1
111032_111108_1_CKT,111032_GORAYA21_132,111108_PHILLLOUR_132,AC,132,132,47,-47,47,84,92,0.0161,0.0312,1,NA,1
111033_111034_1_CKT,111033_SEH_132,111034_SHAMSPUR_132,AC,132,132,47,-47,47,84,92,0.00685,0.0175,1,NA,1
111033_111099_1_CKT,111033_SEH_132,111099_GOBI2-21_132,AC,132,132,47,-47,47,84,92,0.00685,0.0175,1,NA,1
111035_111100_1_CKT,111035_MAUR_132,111100_IGCBHATI_132,AC,132,132,47,-47,47,84,92,0.0429,0.1095,1,NA,1
111036_111047_1_CKT,111036_MUKATSAR21_132,111047_JALALABAD_132,AC,132,132,47,-47,47,84,92,0.0301,0.0769,1,NA,1
111036_111048_1_CKT,111036_MUKATSAR21_132,111048_SADIQ_132,AC,132,132,47,-47,47,84,92,0.0283,0.0722,1,NA,1
111036_111107_1_CKT,111036_MUKATSAR21_132,111107_MUKATSAR_132,AC,132,132,47,-47,47,84,92,0.0046,0.0117,1,NA,1
111036_111107_2_CKT,111036_MUKATSAR21_132,111107_MUKATSAR_132,AC,132,132,47,-47,47,84,92,0.0046,0.0117,1,NA,1
111037_111070_1_CKT,111037_SULTANPUR21_132,111070_KHERAMAN_132,AC,132,132,47,-47,47,84,92,0.0109,0.028,1,NA,1
111038_111039_1_CKT,111038_BALUANA_132,111039_GIDDERBAH_132,AC,132,132,47,-47,47,84,92,0.0273,0.0528,1,NA,1
111038_111044_1_CKT,111038_BALUANA_132,111044_BHATINDA21_132,AC,132,132,47,-47,47,84,92,0.0136,0.0264,1,NA,1
111039_111040_1_CKT,111039_GIDDERBAH_132,111040_BADAL_132,AC,132,132,47,-47,47,84,92,0.0137,0.035,1,NA,1
111039_111042_1_CKT,111039_GIDDERBAH_132,111042_MALOUT_132,AC,132,132,47,-47,47,84,92,0.0182,0.0466,1,NA,1
111041_111063_1_CKT,111041_JAMALPUR21_132,111063_SWADIKALAN_132,AC,132,132,47,-47,47,84,92,0.0328,0.0839,1,NA,1
111041_111106_1_CKT,111041_JAMALPUR21_132,111106_MOGA-1_132,AC,132,132,47,-47,47,84,92,0.0794,0.1536,1,NA,1
111041_111108_1_CKT,111041_JAMALPUR21_132,111108_PHILLLOUR_132,AC,132,132,47,-47,47,84,92,0.0211,0.0408,1,NA,1
111042_111043_1_CKT,111042_MALOUT_132,111043_ABOHAR_132,AC,132,132,47,-47,47,84,92,0.0274,0.0699,1,NA,1
111042_111107_1_CKT,111042_MALOUT_132,111107_MUKATSAR_132,AC,132,132,47,-47,47,84,92,0.0292,0.0746,1,NA,1
111044_111100_1_CKT,111044_BHATINDA21_132,111100_IGCBHATI_132,AC,132,132,47,-47,47,84,92,0.0046,0.0117,1,NA,1
111045_111046_1_CKT,111045_NAWANSHAHAR_132,111046_ANANDGARH-2_132,AC,132,132,47,-47,47,84,92,0.0547,0.1398,1,NA,1
111046_111092_1_CKT,111046_ANANDGARH-2_132,111092_ANANDGARH-1_132,AC,132,132,47,-47,47,84,92,0.0091,0.0233,1,NA,1
111046_111093_1_CKT,111046_ANANDGARH-2_132,111093_ANANDPUR_132,AC,132,132,47,-47,47,84,92,0.0073,0.0186,1,NA,1
111046_111110_1_CKT,111046_ANANDGARH-2_132,111110_ROPAR_132,AC,132,132,47,-47,47,84,92,0.0326,0.0776,1,NA,1
111048_111056_1_CKT,111048_SADIQ_132,111056_FARIDKOT_132,AC,132,132,47,-47,47,84,92,0.0155,0.0396,1,NA,1
111049_111050_1_CKT,111049_SARAINANGAL_132,111050_PANJGARY_132,AC,132,132,47,-47,47,84,92,0.031,0.06,1,NA,1
111049_111107_1_CKT,111049_SARAINANGAL_132,111107_MUKATSAR_132,AC,132,132,47,-47,47,84,92,0.0161,0.0312,1,NA,1
111051_111052_1_CKT,111051_KOTAKPUR_132,111052_KOTAKPUR1_132,AC,132,132,47,-47,47,84,92,0.0046,0.0117,1,NA,1
111051_111053_1_CKT,111051_KOTAKPUR_132,111053_BAGHAPURANA_132,AC,132,132,47,-47,47,84,92,0.0319,0.0816,1,NA,1
111052_111107_1_CKT,111052_KOTAKPUR1_132,111107_MUKATSAR_132,AC,132,132,47,-47,47,84,92,0.0255,0.0652,1,NA,1
111057_111058_1_CKT,111057_MANASING_132,111058_FEROZSHAH_132,AC,132,132,47,-47,47,84,92,0.0186,0.036,1,NA,1
111059_111060_1_CKT,111059_TALWANDI_132,111060_SOSAN_132,AC,132,132,47,-47,47,84,92,0.0062,0.012,1,NA,1
111062_111106_1_CKT,111062_DHARAMKOT_132,111106_MOGA-1_132,AC,132,132,47,-47,47,84,92,0.0356,0.0909,1,NA,1
111063_111106_1_CKT,111063_SWADIKALAN_132,111106_MOGA-1_132,AC,132,132,47,-47,47,84,92,0.042,0.1072,1,NA,1
111064_111065_1_CKT,111064_NURMEHAL_132,111065_NAKODAR_132,AC,132,132,47,-47,47,84,92,0.01,0.0256,1,NA,1
111065_111066_1_CKT,111065_NAKODAR_132,111066_URBANEST_132,AC,132,132,47,-47,47,84,92,0.0228,0.0583,1,NA,1
111067_111090_1_CKT,111067_UBDCPH-3_132,111090_SARNA_132,AC,132,132,47,-47,47,84,92,0,1e-04,1,NA,1
111068_111090_1_CKT,111068_UBDCPH-2_132,111090_SARNA_132,AC,132,132,47,-47,47,84,92,0.0032,0.0082,1,NA,1
111068_111090_2_CKT,111068_UBDCPH-2_132,111090_SARNA_132,AC,132,132,47,-47,47,84,92,0.0032,0.0082,1,NA,1
111069_111102_1_CKT,111069_RCFACTORY_132,111102_KAPURTHALA_132,AC,132,132,47,-47,47,84,92,0.0046,0.0117,1,NA,1
111072_111096_1_CKT,111072_BEAS_132,111096_BUTARI21_132,AC,132,132,47,-47,47,84,92,0.01596,0.04078,1,NA,1
111072_111103_1_CKT,111072_BEAS_132,111103_KARTARPUR21_132,AC,132,132,47,-47,47,84,92,0.0182,0.0466,1,NA,1
111074_111087_1_CKT,111074_TANDA_132,111087_MUKERI-2_132,AC,132,132,47,-47,47,84,92,0.0502,0.1282,1,NA,1
111075_111084_1_CKT,111075_JANDIALA_132,111084_VERKA_132,AC,132,132,47,-47,47,84,92,0.0173,0.0443,1,NA,1
111075_111091_1_CKT,111075_JANDIALA_132,111091_TANGRA_132,AC,132,132,47,-47,47,84,92,0.0136,0.0264,1,NA,1
111075_111112_1_CKT,111075_JANDIALA_132,111112_KANGR-PS_132,AC,132,132,47,-47,47,84,92,0.0502,0.1282,1,NA,1
111076_111077_1_CKT,111076_EKALGADA_132,111077_TARANTAR_132,AC,132,132,47,-47,47,84,92,0.0091,0.0233,1,NA,1
111076_111096_1_CKT,111076_EKALGADA_132,111096_BUTARI21_132,AC,132,132,47,-47,47,84,92,0.00821,0.02097,1,NA,1
111080_111081_1_CKT,111080_HAKIMAGARH_132,111081_SAKTRIBAD_132,AC,132,132,47,-47,47,84,92,0.00186,0.0044,1,NA,1
111082_111083_1_CKT,111082_MALMANDI_132,111083_GTROADAM_132,AC,132,132,47,-47,47,84,92,9e-04,0.0023,1,NA,1
111082_111084_1_CKT,111082_MALMANDI_132,111084_VERKA_132,AC,132,132,47,-47,47,84,92,0.0046,0.0117,1,NA,1
111084_111085_1_CKT,111084_VERKA_132,111085_POWERCOLONY_132,AC,132,132,47,-47,47,84,92,0.0023,0.0058,1,NA,1
111084_111101_1_CKT,111084_VERKA_132,111101_JAYANTI_132,AC,132,132,47,-47,47,84,92,0.0248,0.048,1,NA,1
111084_111105_1_CKT,111084_VERKA_132,111105_KATHUNAN_132,AC,132,132,47,-47,47,84,92,0.0186,0.036,1,NA,1
111086_111087_1_CKT,111086_MUKERI-1_132,111087_MUKERI-2_132,AC,132,132,47,-47,47,84,92,0.0073,0.0186,1,NA,1
111086_111087_2_CKT,111086_MUKERI-1_132,111087_MUKERI-2_132,AC,132,132,47,-47,47,84,92,0.0073,0.0186,1,NA,1
111088_111112_1_CKT,111088_MAMUN_132,111112_KANGR-PS_132,AC,132,132,47,-47,47,84,92,0.0806,0.156,1,NA,1
111089_111112_1_CKT,111089_JOGINDERNAGA_132,111112_KANGR-PS_132,AC,132,132,47,-47,47,84,92,0.0372,0.0886,1,NA,1
111089_111112_2_CKT,111089_JOGINDERNAGA_132,111112_KANGR-PS_132,AC,132,132,47,-47,47,84,92,0.0372,0.0886,1,NA,1
111089_171007_1_CKT,111089_JOGINDERNAGA_132,171007_BASSI1_132,AC,132,132,47,-47,47,84,92,0.0074,0.0144,1,NA,1
111089_171007_2_CKT,111089_JOGINDERNAGA_132,171007_BASSI1_132,AC,132,132,47,-47,47,84,92,0.0074,0.0144,1,NA,1
111091_111096_1_CKT,111091_TANGRA_132,111096_BUTARI21_132,AC,132,132,47,-47,47,84,92,0.00821,0.02097,1,NA,1
111092_111093_1_CKT,111092_ANANDGARH-1_132,111093_ANANDPUR_132,AC,132,132,47,-47,47,84,92,0.0018,0.0047,1,NA,1
111095_111101_1_CKT,111095_BATALA_132,111101_JAYANTI_132,AC,132,132,47,-47,47,84,92,0.0211,0.0408,1,NA,1
111095_111105_1_CKT,111095_BATALA_132,111105_KATHUNAN_132,AC,132,132,47,-47,47,84,92,0.0273,0.0528,1,NA,1
111096_111098_1_CKT,111096_BUTARI21_132,111098_DHILWAN_132,AC,132,132,47,-47,47,84,92,0.01596,0.04078,1,NA,1
111102_111109_1_CKT,111102_KAPURTHALA_132,111109_SCIENCE_132,AC,132,132,47,-47,47,84,92,0.0018,0.0047,1,NA,1
111110_111114_1_CKT,111110_ROPAR_132,111114_KOTLA_132,AC,132,132,47,-47,47,84,92,0.0347,0.0885,1,NA,1
111110_111114_2_CKT,111110_ROPAR_132,111114_KOTLA_132,AC,132,132,47,-47,47,84,92,0.0347,0.0885,1,NA,1
111110_111114_3_CKT,111110_ROPAR_132,111114_KOTLA_132,AC,132,132,47,-47,47,84,92,0.0347,0.0885,1,NA,1
111110_121001_1_CKT,111110_ROPAR_132,121001_PINJORE_132,AC,132,132,47,-47,47,84,92,0.00942,0.0474,1,NA,1
111110_121001_2_CKT,111110_ROPAR_132,121001_PINJORE_132,AC,132,132,47,-47,47,84,92,0.00942,0.0474,1,NA,1
111113_111114_1_CKT,111113_GANGUWAL_132,111114_KOTLA_132,AC,132,132,47,-47,47,84,92,0.01011,0.02407,1,NA,1
111113_111114_2_CKT,111113_GANGUWAL_132,111114_KOTLA_132,AC,132,132,47,-47,47,84,92,0.01011,0.02407,1,NA,1
112000_112022_1_CKT,112000_BUTARI_220,112022_VERPAL_220,AC,220,220,131,-131,131,208,229,0.00499,0.02529,1,NA,1
112000_112102_1_CKT,112000_BUTARI_220,112102_JALANDHAR-BB_220,AC,220,220,131,-131,131,208,229,0.00941,0.04776,1,NA,1
112001_112053_1_CKT,112001_DANDHAR1_220,112053_DANDHARIKAL2_220,AC,220,220,131,-131,131,208,229,8e-05,0.00041,1,NA,1
112001_112099_1_CKT,112001_DANDHAR1_220,112099_LUDHIANA_220,AC,220,220,131,-131,131,208,229,0.00164,0.00832,1,NA,1
112001_112107_1_CKT,112001_DANDHAR1_220,112107_JAMALPUR_220,AC,220,220,131,-131,131,208,229,0.00057,0.00291,1,NA,1
112001_112107_2_CKT,112001_DANDHAR1_220,112107_JAMALPUR_220,AC,220,220,131,-131,131,208,229,0.00057,0.00291,1,NA,1
112001_112112_2_CKT,112001_DANDHAR1_220,112112_LLK-1_220,AC,220,220,131,-131,131,208,229,0.00328,0.01664,1,NA,1
112002_112023_1_CKT,112002_SAHNEWAL_220,112023_KOHARA_220,AC,220,220,131,-131,131,208,229,0.0052,0.03296,1,NA,1
112002_112070_1_CKT,112002_SAHNEWAL_220,112070_DORAHA_220,AC,220,220,131,-131,131,208,229,0.00122,0.00699,1,NA,1
112002_112070_2_CKT,112002_SAHNEWAL_220,112070_DORAHA_220,AC,220,220,131,-131,131,208,229,0.00122,0.00699,1,NA,1
112002_112112_1_CKT,112002_SAHNEWAL_220,112112_LLK-1_220,AC,220,220,131,-131,131,208,229,0.00251,0.0159,1,NA,1
112002_132129_1_CKT,112002_SAHNEWAL_220,132129_GHULAL2_220,AC,220,220,131,-131,131,208,229,0.003024,0.01726,1,NA,1
112003_112029_1_CKT,112003_GOBINDGARH-1_220,112029_ROPAR_220,AC,220,220,131,-131,131,208,229,0.00959,0.05114,1,NA,1
112003_112029_2_CKT,112003_GOBINDGARH-1_220,112029_ROPAR_220,AC,220,220,131,-131,131,208,229,0.00959,0.05114,1,NA,1
112003_112029_3_CKT,112003_GOBINDGARH-1_220,112029_ROPAR_220,AC,220,220,131,-131,131,208,229,0.00959,0.05114,1,NA,1
112003_112054_1_CKT,112003_GOBINDGARH-1_220,112054_AMLOHROAD_220,AC,220,220,131,-131,131,208,229,0.00328,0.01664,1,NA,1
112003_112074_1_CKT,112003_GOBINDGARH-1_220,112074_BASSIPATHNA_220,AC,220,220,131,-131,131,208,229,0.0034,0.0181,1,NA,1
112003_112083_1_CKT,112003_GOBINDGARH-1_220,112083_PAT-2_220,AC,220,220,131,-131,131,208,229,0.00544,0.02762,1,NA,1
112003_112083_2_CKT,112003_GOBINDGARH-1_220,112083_PAT-2_220,AC,220,220,131,-131,131,208,229,0.00544,0.02762,1,NA,1
112004_112031_1_CKT,112004_LEHRAMOHABBA_220,112031_HIMMATPURA_220,AC,220,220,131,-131,131,208,229,0.0051,0.027,1,NA,1
112004_112031_2_CKT,112004_LEHRAMOHABBA_220,112031_HIMMATPURA_220,AC,220,220,131,-131,131,208,229,0.0051,0.027,1,NA,1
112004_112035_1_CKT,112004_LEHRAMOHABBA_220,112035_BAJAKHANA_220,AC,220,220,131,-131,131,208,229,0.00387,0.01964,1,NA,1
112004_112035_2_CKT,112004_LEHRAMOHABBA_220,112035_BAJAKHANA_220,AC,220,220,131,-131,131,208,229,0.00387,0.01964,1,NA,1
112004_112043_1_CKT,112004_LEHRAMOHABBA_220,112043_BARNALA-PS_220,AC,220,220,131,-131,131,208,229,0.0051,0.027,1,NA,1
112004_112044_1_CKT,112004_LEHRAMOHABBA_220,112044_BATHINDA_220,AC,220,220,131,-131,131,208,229,0.0041,0.0208,1,NA,1
112004_112044_2_CKT,112004_LEHRAMOHABBA_220,112044_BATHINDA_220,AC,220,220,131,-131,131,208,229,0.0041,0.0208,1,NA,1
112004_112076_1_CKT,112004_LEHRAMOHABBA_220,112076_TALWANDISABO_220,AC,220,220,131,-131,131,208,229,0.00864,0.0493,1,NA,1
112004_112087_1_CKT,112004_LEHRAMOHABBA_220,112087_DHANAULA_220,AC,220,220,131,-131,131,208,229,0.00954,0.043566,1,NA,1
112004_112105_1_CKT,112004_LEHRAMOHABBA_220,112105_BARNALAB2_220,AC,220,220,131,-131,131,208,229,0.006,0.031,1,NA,1
112005_112026_1_CKT,112005_BAHADURGARH_220,112026_RAJPURA_220,AC,220,220,131,-131,131,208,229,0.00177,0.00899,1,NA,1
112005_112100_1_CKT,112005_BAHADURGARH_220,112100_PATIA-PG_220,AC,220,220,131,-131,131,208,229,0.00224,0.01196,1,NA,1
112006_112007_1_CKT,112006_NAKODAR_220,112007_KARTARPUR_220,AC,220,220,131,-131,131,208,229,0.00216,0.01233,1,NA,1
