,HYDRO-STORAGE,HYDRO-ROR,NUCLEAR,HYDRO-PONDAGE,solarPV,wind,Coal,Gas-CCGT,Gas-CT,Diesel,Other,Bat-Storage-Discharge,Bat-Storage-Charge,curtailment,load,Bat-Storage-Energy-MWh
1,1396.73355,2295.33513,3430.0,748.413,0.0,99476.6459676,147032.388,5213.664,176.4,19.2,0.0,0.0,-25119.7796476,0.0,234669,141351.8127
2,1396.73355,2295.33513,3430.0,748.413,0.0,96145.1480344,147032.388,5213.664,176.4,19.2,0.0,0.0,-26330.2817144,0.0,230127,163732.552158
3,1396.73355,2295.33513,3430.0,748.413,0.0,92267.2719528,127358.924367,3065.022,8.1,19.2,0.0,0.0,0.0,0.0,230589,163732.552158
4,1396.73355,2295.33513,3430.0,748.413,0.0,85667.9183715,146870.905165,5213.664,176.4,19.2,0.0,0.0,-13330.5692169,0.0,232488,175063.535992
5,1396.73355,2295.33513,3430.0,748.413,0.0,79973.0528944,144414.201426,5114.664,176.4,19.2,0.0,0.0,0.0,0.0,237568,175063.535992
6,1396.73355,2295.33513,3430.0,748.413,0.0,77275.590655,153769.333665,5805.594,370.8,19.2,0.0,0.0,0.0,0.0,245111,175063.535992
7,1396.73355,2295.33513,3430.0,748.413,0.0,76035.0005086,164283.923811,5805.594,370.8,19.2,0.0,0.0,0.0,0.0,254385,175063.535992
8,1396.73355,2295.33513,3430.0,748.413,0.0,75427.9852453,166354.938,5876.244,370.8,19.2,0.0,8271.35107474,0.0,0.0,264191,166792.184917
9,1396.73355,2295.33513,3430.0,748.413,0.0,69148.1535193,166354.938,5876.244,370.8,19.2,0.0,22443.1828007,0.0,0.0,272083,144349.002117
10,1396.73355,2295.33513,3430.0,748.413,0.0,65048.9286729,166354.938,5876.244,370.8,19.2,0.0,31538.4076471,0.0,0.0,277079,112810.59447
11,23673.45,2295.33513,3430.0,748.413,0.0,68768.0581506,166354.938,5876.244,370.8,19.2,0.0,4828.56171942,0.0,0.0,276365,107982.03275
12,1396.73355,2295.33513,3430.0,748.413,0.0,69203.7391162,166354.938,5876.244,370.8,19.2,0.0,23117.5972038,0.0,0.0,272813,84864.4355464
13,22592.8836084,2295.33513,3430.0,748.413,0.0,66244.1862616,166354.938,5876.244,370.8,19.2,0.0,0.0,0.0,0.0,267932,84864.4355464
14,23673.45,2295.33513,3430.0,748.413,0.0,58073.2091099,166354.938,5876.244,370.8,19.2,0.0,1991.41076007,0.0,0.0,262833,82873.0247863
15,23673.45,2295.33513,3430.0,748.413,0.0,54446.9278987,166354.938,5876.244,370.8,19.2,0.0,1164.69197132,0.0,0.0,258380,81708.332815
16,20268.6597119,2295.33513,3430.0,748.413,0.0,57732.4101581,166354.938,5876.244,370.8,19.2,0.0,0.0,0.0,0.0,257096,81708.332815
17,15340.6878795,2295.33513,3430.0,748.413,0.0,64415.3819905,166354.938,5876.244,370.8,19.2,0.0,0.0,0.0,0.0,258851,81708.332815
18,9873.61385026,2295.33513,3430.0,748.413,0.0,64953.3956439,166354.938,5876.244,370.8,19.2,0.0,7456.06037587,0.0,0.0,261378,74252.2724391
19,1396.73355,2295.33513,3430.0,748.413,0.0,75117.5068009,166354.938,5876.244,370.8,19.2,0.0,6647.82951907,0.0,0.0,262257,67604.44292
20,1396.73355,2295.33513,3430.0,748.413,0.0,93607.4245223,153300.499798,5805.594,370.8,19.2,0.0,0.0,0.0,0.0,260974,67604.44292
21,1396.73355,2295.33513,3430.0,748.413,0.0,104305.424836,146829.888,5213.664,176.4,19.2,0.0,0.0,-7893.05851646,0.0,256522,74313.542659
22,1396.73355,2295.33513,3430.0,748.413,0.0,104641.181571,146829.888,5213.664,176.4,19.2,0.0,0.0,-16009.8152506,0.0,248741,87921.885622
23,1396.73355,2295.33513,3430.0,748.413,0.0,100046.789771,146829.888,5213.664,176.4,19.2,0.0,0.0,-19768.4234506,0.0,240388,104725.045555
24,1396.73355,2295.33513,3430.0,748.413,0.0,91701.9009611,146829.888,5213.664,176.4,19.2,0.0,0.0,-17970.5346411,0.0,233841,120000.0
25,1361.223375,2280.89906,3430.0,748.413,0.0,83757.152788,167651.298,5213.664,176.4,19.2,0.0,0.0,-35577.250223,0.0,229061,150240.66269
26,1361.223375,2280.89906,3430.0,748.413,0.0,77189.5375472,167388.048,5213.664,176.4,19.2,0.0,0.0,-32309.3849822,0.0,225498,177703.639924
27,1361.223375,2280.89906,3430.0,748.413,0.0,72543.1236334,167651.298,5213.664,176.4,19.2,0.0,0.0,-29081.2210684,0.0,224343,202422.677833
28,1361.223375,2280.89906,3430.0,748.413,0.0,64973.4616121,167651.298,5213.664,176.4,19.2,0.0,0.0,-19204.5590471,0.0,226650,218746.553023
29,1361.223375,2280.89906,3430.0,748.413,0.0,58874.6667102,167651.298,5213.664,176.4,19.2,0.0,0.0,-7285.76414517,0.0,232470,224939.452546
30,1361.223375,2280.89906,3430.0,748.413,0.0,55521.3765686,171708.793996,5612.094,252.0,19.2,0.0,0.0,0.0,0.0,240934,224939.452546
31,1361.223375,2280.89906,3430.0,748.413,0.0,53072.2304231,183812.640142,5805.594,370.8,19.2,0.0,0.0,0.0,0.0,250901,224939.452546
32,1361.223375,2280.89906,3430.0,748.413,0.0,50396.6212937,196732.599271,5876.244,370.8,19.2,0.0,0.0,0.0,0.0,261216,224939.452546
33,1361.223375,2280.89906,3430.0,748.413,0.0,42989.4706642,205424.838,5876.244,370.8,19.2,0.0,7744.91190076,0.0,0.0,270246,217194.540645
34,1361.223375,2280.89906,3430.0,748.413,0.0,36342.3955694,205424.838,5876.244,370.8,19.2,0.0,19539.9869956,0.0,0.0,275394,197654.55365
35,21167.2199501,2280.89906,3430.0,748.413,0.0,35070.3859899,205424.838,5876.244,370.8,19.2,0.0,0.0,0.0,0.0,274388,197654.55365
36,1361.223375,2280.89906,3430.0,748.413,0.0,27342.3580735,205424.838,5876.244,370.8,19.2,0.0,23860.0244915,0.0,0.0,270714,173794.529158
