NAME,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12
ER_NER_Interface,720,720,720,720,720,645,645,645,700,700,700,710
ER_NR_Interface,3600,3600,3800,3800,3800,4000,3700,3400,3400,2800,3400,3600
ER_SR_Interface,2650,2650,2650,2650,2650,2650,2650,2650,2700,2650,2000,2650
ER_W3_Interface,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
S1_S2_Interface,5600,5650,5650,5650,5650,5650,5650,5650,5650,5650,5650,5650
WR_NR_Interface,3900,4200,4200,4200,4200,4700,4700,4900,4900,4900,4900,4900
WR_SR_Interface,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
