Day,HYDRO-STORAGE
181,136783.2329
182,136783.2329
183,136783.2329
184,136783.2329
185,136783.2329
186,136783.2329
187,117774.1756
188,117774.1756
189,117774.1756
190,117774.1756
191,117774.1756
192,117774.1756
193,117774.1756
194,122391.0898
195,122391.0898
196,122391.0898
197,122391.0898
198,122391.0898
199,122391.0898
200,122391.0898
201,147561.3396
202,147561.3396
203,147561.3396
204,147561.3396
205,147561.3396
206,147561.3396
207,147561.3396
208,199674.0111
209,199674.0111
210,199674.0111
211,199674.0111
212,199674.0111
213,199674.0111
214,199674.0111
215,218201.4453
216,218201.4453
217,218201.4453
218,218201.4453
219,218201.4453
220,218201.4453
221,218201.4453
222,237477.0644
223,237477.0644
224,237477.0644
225,237477.0644
226,237477.0644
227,237477.0644
228,237477.0644
229,253856.9623
230,253856.9623
231,253856.9623
232,253856.9623
233,253856.9623
234,253856.9623
235,253856.9623
236,220649.3237
237,220649.3237
238,220649.3237
239,220649.3237
240,220649.3237
241,220649.3237
242,220649.3237
243,223187.3084
244,223187.3084
245,223187.3084
246,223187.3084
247,223187.3084
248,223187.3084
249,223187.3084
250,257910.7592
251,257910.7592
252,257910.7592
253,257910.7592
254,257910.7592
255,257910.7592
256,257910.7592
257,262979.3895
258,262979.3895
259,262979.3895
260,262979.3895
261,262979.3895
262,262979.3895
263,262979.3895
264,287722.1037
265,287722.1037
266,287722.1037
267,287722.1037
268,287722.1037
269,287722.1037
270,287722.1037
271,258630.1184
272,258630.1184
273,258630.1184
274,258630.1184
275,258630.1184
276,258630.1184
277,258630.1184
278,215877.7762
279,215877.7762
280,215877.7762
281,215877.7762
282,215877.7762
283,215877.7762
284,215877.7762
285,202674.1406
286,202674.1406
287,202674.1406
288,202674.1406
289,202674.1406
290,202674.1406
291,202674.1406
292,165022.6692
293,165022.6692
294,165022.6692
295,165022.6692
296,165022.6692
297,165022.6692
298,165022.6692
299,139357.1921
300,139357.1921
301,139357.1921
302,139357.1921
303,139357.1921
304,139357.1921
305,139357.1921
306,164961.4476
307,164961.4476
308,164961.4476
309,164961.4476
310,164961.4476
311,164961.4476
312,164961.4476
313,151916.0033
314,151916.0033
315,151916.0033
316,151916.0033
317,151916.0033
318,151916.0033
319,151916.0033
320,137053.0701
321,137053.0701
322,137053.0701
323,137053.0701
324,137053.0701
325,137053.0701
326,137053.0701
327,162814.2312
328,162814.2312
329,162814.2312
330,162814.2312
331,162814.2312
332,162814.2312
333,162814.2312
334,160285.2459
335,160285.2459
336,160285.2459
337,160285.2459
338,160285.2459
339,160285.2459
340,160285.2459
341,145343.1407
342,145343.1407
343,145343.1407
344,145343.1407
345,145343.1407
346,145343.1407
347,145343.1407
348,119453.5293
349,119453.5293
350,119453.5293
351,119453.5293
352,119453.5293
353,119453.5293
354,119453.5293
355,137031.1761
356,137031.1761
357,137031.1761
358,137031.1761
359,137031.1761
360,137031.1761
361,137031.1761
362,139501.8082
363,139501.8082
364,139501.8082
365,139501.8082
366,139501.8082
367,139501.8082
368,139501.8082
