Timepoint,HYDRO-STORAGE,HYDRO-ROR,NUCLEAR,HYDRO-PONDAGE,solarPV,wind,Bat-Storage-Discharge,Bat-Storage-Charge,curtailment,load,netload,netnetload,Bat-Storage-Energy-MWh
1,1396.73355,2295.33513,3430.0,748.413,0.0,128105.186583,0.0,0.0,0.0,218368,90262.8134174,82392.3317374,0.0
2,1396.73355,2295.33513,3430.0,748.413,0.0,123348.731986,0.0,0.0,0.0,209122,85773.2680141,77902.7863341,0.0
3,1396.73355,2295.33513,3430.0,748.413,0.0,118558.981609,0.0,0.0,0.0,206049,87490.018391,79619.536711,0.0
4,1396.73355,2295.33513,3430.0,748.413,0.0,109609.293262,0.0,0.0,0.0,206114,96504.7067381,88634.2250581,0.0
5,1396.73355,2295.33513,3430.0,748.413,0.0,102850.67631,0.0,0.0,0.0,212188,109337.32369,101466.84201,0.0
6,1396.73355,2295.33513,3430.0,748.413,0.0,99038.2096664,0.0,0.0,0.0,226523,127484.790334,119614.308654,0.0
7,1396.73355,2295.33513,3430.0,748.413,0.0,97114.7346087,0.0,0.0,0.0,248338,151223.265391,143352.783711,0.0
8,1396.73355,2295.33513,3430.0,748.413,0.0,95937.0485451,0.0,0.0,0.0,268814,172876.951455,165006.469775,0.0
9,11255.4009683,2295.33513,3430.0,748.413,0.0,86867.3781001,0.0,0.0,0.0,283724,196856.6219,179127.472802,0.0
10,23673.45,2295.33513,3430.0,748.413,0.0,81634.8014068,0.0,0.0,0.0,295170,213535.198593,183388.000463,0.0
11,23673.45,2295.33513,3430.0,748.413,0.0,86634.0012148,0.0,0.0,0.0,299587,212952.998785,182805.800655,0.0
12,23634.7104302,2295.33513,3430.0,748.413,0.0,86100.0686382,0.0,0.0,0.0,295336,209235.931362,179127.472802,0.0
13,14664.6456116,2295.33513,3430.0,748.413,0.0,80923.1334568,0.0,0.0,0.0,281189,200265.866543,179127.472802,0.0
14,16947.035952,2295.33513,3430.0,748.413,0.0,70543.7431164,0.0,0.0,0.0,273092,202548.256884,179127.472802,0.0
15,16993.8368192,2295.33513,3430.0,748.413,0.0,65979.9422493,0.0,0.0,0.0,268575,202595.057751,179127.472802,0.0
16,9650.39881868,2295.33513,3430.0,748.413,0.0,70718.3802498,0.0,0.0,0.0,265970,195251.61975,179127.472802,0.0
17,1396.73355,2295.33513,3430.0,748.413,0.0,79415.9874621,0.0,0.0,0.0,262616,183200.012538,175329.530858,0.0
18,1396.73355,2295.33513,3430.0,748.413,0.0,80253.8731932,0.0,0.0,0.0,255077,174823.126807,166952.645127,0.0
19,1396.73355,2295.33513,3430.0,748.413,0.0,93744.8822654,0.0,0.0,0.0,259056,165311.117735,157440.636055,0.0
20,1396.73355,2295.33513,3430.0,748.413,0.0,118251.601389,0.0,0.0,0.0,258776,140524.398611,132653.916931,0.0
21,1396.73355,2295.33513,3430.0,748.413,0.0,132047.860516,0.0,0.0,0.0,251162,119114.139484,111243.657804,0.0
22,1396.73355,2295.33513,3430.0,748.413,0.0,131966.163385,0.0,0.0,0.0,239628,107661.836615,99791.3549349,0.0
23,1396.73355,2295.33513,3430.0,748.413,0.0,126012.678026,0.0,0.0,0.0,226239,100226.321974,92355.8402943,0.0
24,1396.73355,2295.33513,3430.0,748.413,0.0,115668.752034,0.0,0.0,0.0,217484,101815.247966,93944.7662864,0.0
25,1361.223375,2280.89906,3430.0,748.413,0.0,105674.115909,0.0,0.0,0.0,205527,99852.8840907,92032.3486557,0.0
26,1361.223375,2280.89906,3430.0,748.413,0.0,97699.1366963,0.0,0.0,0.0,199292,101592.863304,93772.3278687,0.0
27,1361.223375,2280.89906,3430.0,748.413,0.0,91744.1404199,0.0,0.0,0.0,198721,106976.85958,99156.3241451,0.0
28,1361.223375,2280.89906,3430.0,748.413,0.0,82330.7169361,0.0,0.0,0.0,199440,117109.283064,109288.747629,0.0
29,1361.223375,2280.89906,3430.0,748.413,0.0,74356.5665873,0.0,0.0,0.0,205171,130814.433413,122993.897978,0.0
30,1361.223375,2280.89906,3430.0,748.413,0.0,70049.7812373,0.0,0.0,0.0,219334,149284.218763,141463.683328,0.0
31,1361.223375,2280.89906,3430.0,748.413,0.0,66629.4905854,0.0,0.0,0.0,238284,171654.509415,163833.97398,0.0
32,1361.223375,2280.89906,3430.0,748.413,0.0,63216.3652886,0.0,0.0,0.0,261335,198118.634711,190298.099276,0.0
33,1361.223375,2280.89906,3430.0,748.413,0.0,53158.222643,0.0,0.0,0.0,279657,226498.777357,218678.241922,0.0
34,9764.50777199,2280.89906,3430.0,748.413,0.0,44848.6795033,0.0,0.0,0.0,288694,243845.320497,227621.500665,0.0
35,13673.9892964,2280.89906,3430.0,748.413,0.0,43941.1979789,0.0,0.0,0.0,291696,247754.802021,227621.500665,0.0
36,19367.7623041,2280.89906,3430.0,748.413,0.0,34007.4249712,0.0,0.0,0.0,287456,253448.575029,227621.500665,0.0
37,23673.45,2280.89906,3430.0,748.413,0.0,23781.3413111,0.0,0.0,0.0,281838,258056.658689,227923.896629,0.0
38,23163.2631081,2280.89906,3430.0,748.413,0.0,18222.9241672,0.0,0.0,0.0,275467,257244.075833,227621.500665,0.0
39,23044.2836142,2280.89906,3430.0,748.413,0.0,16476.9036611,0.0,0.0,0.0,273602,257125.096339,227621.500665,0.0
40,18296.8622279,2280.89906,3430.0,748.413,0.0,20438.3250474,0.0,0.0,0.0,272816,252377.674953,227621.500665,0.0
41,10076.9730774,2280.89906,3430.0,748.413,0.0,27669.2141979,0.0,0.0,0.0,271827,244157.785802,227621.500665,0.0
42,1361.223375,2280.89906,3430.0,748.413,0.0,36561.9313301,0.0,0.0,0.0,267039,230477.06867,222656.533235,0.0
43,1361.223375,2280.89906,3430.0,748.413,0.0,56239.1285947,0.0,0.0,0.0,270845,214605.871405,206785.33597,0.0
44,1361.223375,2280.89906,3430.0,748.413,0.0,82769.9405733,0.0,0.0,0.0,270334,187564.059427,179743.523992,0.0
45,1361.223375,2280.89906,3430.0,748.413,0.0,101310.714972,0.0,0.0,0.0,263132,161821.285028,154000.749593,0.0
46,1361.223375,2280.89906,3430.0,748.413,0.0,103470.349531,0.0,0.0,0.0,250007,146536.650469,138716.115034,0.0
47,1361.223375,2280.89906,3430.0,748.413,0.0,98906.9870975,0.0,0.0,0.0,236607,137700.012903,129879.477468,0.0
48,1361.223375,2280.89906,3430.0,748.413,0.0,92633.1733146,0.0,0.0,0.0,225691,133057.826685,125237.29125,0.0
49,1427.509035,2295.33513,3430.0,748.413,0.0,83663.4242129,0.0,0.0,0.0,214141,130477.575787,122576.318622,0.0
50,1427.509035,2295.33513,3430.0,748.413,0.0,77340.419018,0.0,0.0,0.0,207287,129946.580982,122045.323817,0.0
51,1427.509035,2295.33513,3430.0,748.413,0.0,72912.3118663,0.0,0.0,0.0,205778,132865.688134,124964.430969,0.0
52,1427.509035,2295.33513,3430.0,748.413,0.0,68270.684568,0.0,0.0,0.0,206825,138554.315432,130653.058267,0.0
53,1427.509035,2295.33513,3430.0,748.413,0.0,62313.5345247,0.0,0.0,0.0,212177,149863.465475,141962.20831,0.0
54,1427.509035,2295.33513,3430.0,748.413,0.0,57663.3657645,0.0,0.0,0.0,226764,169100.634235,161199.37707,0.0
55,1427.509035,2295.33513,3430.0,748.413,0.0,54693.2363973,0.0,0.0,0.0,249038,194344.763603,186443.506438,0.0
56,1427.509035,2295.33513,3430.0,748.413,0.0,50800.6299437,0.0,0.0,0.0,273129,222328.370056,214427.112891,0.0
57,1427.509035,2295.33513,3430.0,748.413,0.0,40420.2647278,0.0,0.0,0.0,290108,249687.735272,241786.478107,0.0
