,HYDRO-STORAGE,HYDRO-ROR,NUCLEAR,HYDRO-PONDAGE,solarPV,wind,Bat-Storage-Discharge,Bat-Storage-Charge,curtailment,load,netload,netnetload,Bat-Storage-Energy-MWh,,
211,23673.45,2237.59085,3430,757.827,0,15693.07877,0,0,0,283642,267948.9212,237850.0534,0,,
212,23673.45,2237.59085,3430,757.827,0,21444.92547,0,0,0,283898,262453.0745,232354.2067,0,,
213,23673.45,2237.59085,3430,757.827,0,25016.39873,0,0,0,281108,256091.6013,225992.7334,0,,
214,16696.64528,2237.59085,3430,757.827,0,26480.06902,0,0,0,273569,247088.931,223966.8678,0,,
215,8213.838724,2237.59085,3430,757.827,0,26363.87558,0,0,0,264970,238606.1244,223966.8678,0,,
216,2078.52891,2237.59085,3430,757.827,0,25137.56007,0,0,0,258351,233213.4399,224709.4932,0,,
217,2102.20236,2252.02692,3430,729.585,0,23380.32283,0,0,0,251021,227640.6772,219126.8629,0,,
218,2102.20236,2252.02692,3430,729.585,0,21246.55607,0,0,0,244816,223569.4439,215055.6297,0,,
219,2102.20236,2252.02692,3430,729.585,0,19977.86728,0,0,0,242432,222454.1327,213940.3184,0,,
220,2102.20236,2252.02692,3430,729.585,0,17710.03309,0,0,0,244334,226623.9669,218110.1526,0,,
221,2102.20236,2252.02692,3430,729.585,0,16247.1166,0,0,0,249370,233122.8834,224609.0691,0,,
222,8306.267719,2252.02692,3430,729.585,0,15151.49263,0,0,0,258269,243117.5074,228399.6277,0,,
223,23673.45,2252.02692,3430,729.585,0,14362.20751,0,0,0,268342,253979.7925,223894.7306,0,,
224,23673.45,2252.02692,3430,729.585,8647.148602,12738.8812,0,0,0,278865,257478.9702,227393.9083,0,,
225,2102.20236,2252.02692,3430,729.585,63655.41372,10244.12192,0,0,0,286664,212764.4644,204250.6501,0,,
226,2102.20236,2252.02692,3430,729.585,119185.5491,8489.978171,0,0,0,290814,163138.4727,154624.6584,0,,
227,2102.20236,2252.02692,3430,729.585,166396.5034,6763.87451,0,0,0,289907,116746.6221,108232.8079,0,,
228,2102.20236,2252.02692,3430,729.585,199206.6739,7041.839275,0,0,0,287246,80997.48682,72483.67254,0,,
229,2102.20236,2252.02692,3430,729.585,216162.3318,7808.961902,0,0,0,283499,59527.70626,51013.89198,0,,
230,2102.20236,2252.02692,3430,729.585,215053.6578,8642.709796,0,0,0,280397,56700.63245,48186.81817,0,,
231,2102.20236,2252.02692,3430,729.585,194280.9463,9794.608436,0,0,0,276935,72859.44524,64345.63096,0,,
232,2102.20236,2252.02692,3430,729.585,157254.7151,12040.28414,0,0,0,276221,106926.0008,98412.18649,0,,
233,2102.20236,2252.02692,3430,729.585,96559.26508,14526.71173,0,0,0,279273,168187.0232,159673.2089,0,,
234,14638.22236,2252.02692,3430,729.585,16556.14458,16624.39341,0,0,0,282630,249449.462,228399.6277,0,,
235,23673.45,2252.02692,3430,729.585,0,19444.75594,0,0,0,283269,263824.2441,233739.1821,0,,
236,23673.45,2252.02692,3430,729.585,0,23727.04536,0,0,0,284096,260368.9546,230283.8927,0,,
237,20047.48814,2252.02692,3430,729.585,0,26096.27221,0,0,0,280955,254858.7278,228399.6277,0,,
238,11760.98812,2252.02692,3430,729.585,0,26254.77223,0,0,0,272827,246572.2278,228399.6277,0,,
239,2102.20236,2252.02692,3430,729.585,0,25181.09915,0,0,0,263437,238255.9008,229742.0866,0,,
240,2102.20236,2252.02692,3430,729.585,0,24209.62622,0,0,0,256405,232195.3738,223681.5595,0,,
241,2052.488115,2237.59085,3430,729.585,0,22992.09842,0,0,0,249132,226139.9016,217690.2376,0,,
242,2052.488115,2237.59085,3430,729.585,0,22507.03615,0,0,0,243404,220896.9638,212447.2999,0,,
243,2052.488115,2237.59085,3430,729.585,0,22167.38842,0,0,0,241220,219052.6116,210602.9476,0,,
244,2052.488115,2237.59085,3430,729.585,0,21437.22657,0,0,0,242714,221276.7734,212827.1095,0,,
245,2052.488115,2237.59085,3430,729.585,0,20656.11355,0,0,0,246307,225650.8864,217201.2225,0,,
246,2052.488115,2237.59085,3430,729.585,0,19687.32232,0,0,0,253064,233376.6777,224927.0137,0,,
