,HYDRO-STORAGE,HYDRO-ROR,NUCLEAR,HYDRO-PONDAGE,solarPV,wind,Bat-Storage-Discharge,Bat-Storage-Charge,curtailment,load,netload,netnetload,Bat-Storage-Energy-MWh,,
2329,11750.2834,4301.94886,3430,1962.819,0,23853.4652,0,0,0,287702,263848.5348,242403.4835,0,,
2330,7903.074991,4301.94886,3430,1962.819,0,23225.6736,0,0,0,283227,260001.3264,242403.4835,0,,
2331,3101.22195,4301.94886,3430,1962.819,0,23406.88972,0,0,0,280780,257373.1103,244577.1205,0,,
2332,3101.22195,4301.94886,3430,1962.819,0,22450.59618,0,0,0,280877,258426.4038,245630.414,0,,
2333,3101.22195,4301.94886,3430,1962.819,0,20777.03389,0,0,0,279586,258808.9661,246012.9763,0,,
2334,8408.864946,4301.94886,3430,1962.819,0,19020.88365,0,0,0,279528,260507.1164,242403.4835,0,,
2335,11154.17017,4301.94886,3430,1962.819,374.4129902,17193.16544,0,0,0,280820,263252.4216,242403.4835,0,,
2336,3101.22195,4301.94886,3430,1962.819,31957.49793,14271.74996,0,0,0,282566,236336.7521,223540.7623,0,,
2337,3101.22195,4301.94886,3430,1962.819,82297.80584,11730.48439,0,0,0,283986,189957.7098,177161.72,0,,
2338,3101.22195,4301.94886,3430,1962.819,134089.6475,10697.3742,0,0,0,286683,141895.9783,129099.9885,0,,
2339,3101.22195,4301.94886,3430,1962.819,173000.5191,10332.88807,0,0,0,288956,105622.5929,92826.60307,0,,
2340,3101.22195,4301.94886,3430,1962.819,200241.0968,9168.136441,0,0,0,289792,80382.7668,67586.77699,0,,
2341,3101.22195,4301.94886,3430,1962.819,212538.8235,8680.108678,0,0,0,290711,69492.06783,56696.07802,0,,
2342,3101.22195,4301.94886,3430,1962.819,208875.826,9821.976723,0,0,0,290827,72129.19723,59333.20742,0,,
2343,3101.22195,4301.94886,3430,1962.819,188851.561,12817.27297,0,0,0,289697,88028.16605,75232.17624,0,,
2344,3101.22195,4301.94886,3430,1962.819,155347.6483,15548.37894,0,0,0,286387,115490.9727,102694.9829,0,,
2345,3101.22195,4301.94886,3430,1962.819,103395.2524,18758.39878,0,0,0,286097,163943.3488,151147.359,0,,
2346,3101.22195,4301.94886,3430,1962.819,43204.40924,22863.80498,0,0,0,289903,223834.7858,211038.796,0,,
2347,10519.90839,4301.94886,3430,1962.819,3044.131784,27305.70842,0,0,0,292968,262618.1598,242403.4835,0,,
2348,13106.36489,4301.94886,3430,1962.819,0,31848.38371,0,0,0,297053,265204.6163,242403.4835,0,,
2349,17058.1416,4301.94886,3430,1962.819,0,33101.607,0,0,0,302258,269156.393,242403.4835,0,,
2350,23673.45,4301.94886,3430,1962.819,0,30490.87297,0,0,0,303245,272754.127,239385.9092,0,,
2351,18233.20505,4301.94886,3430,1962.819,0,27454.54355,0,0,0,297786,270331.4565,242403.4835,0,,
2352,16091.97088,4301.94886,3430,1962.819,0,25047.77772,0,0,0,293238,268190.2223,242403.4835,0,,
2353,2935.5078,4301.94886,3430,1911.042,0,24053.6776,0,0,0,289175,265121.3224,252542.8237,0,,
2354,2935.5078,4301.94886,3430,1911.042,0,23817.58282,0,0,0,286065,262247.4172,249668.9185,0,,
2355,2935.5078,4301.94886,3430,1911.042,0,23912.18937,0,0,0,284025,260112.8106,247534.312,0,,
2356,2935.5078,4301.94886,3430,1911.042,0,21695.38605,0,0,0,284391,262695.614,250117.1153,0,,
2357,2935.5078,4301.94886,3430,1911.042,0,19600.79157,0,0,0,284073,264472.2084,251893.7098,0,,
2358,7884.631049,4301.94886,3430,1911.042,0,17953.94477,0,0,0,283263,265309.0552,247781.4333,0,,
2359,2935.5078,4301.94886,3430,1911.042,499.0039309,16780.26184,0,0,0,282368,265088.7342,252510.2356,0,,
2360,2935.5078,4301.94886,3430,1911.042,32265.948,14592.7053,0,0,0,282737,235878.3467,223299.848,0,,
2361,2935.5078,4301.94886,3430,1911.042,82992.17631,13302.54213,0,0,0,283478,187183.2816,174604.7829,0,,
2362,2935.5078,4301.94886,3430,1911.042,137303.6681,13032.94346,0,0,0,285665,135328.3884,122749.8898,0,,
2363,2935.5078,4301.94886,3430,1911.042,177489.1007,11361.81377,0,0,0,288184,99333.08548,86754.58682,0,,
2364,2935.5078,4301.94886,3430,1911.042,200807.3069,8557.173238,0,0,0,290119,80754.51984,68176.02118,0,,
2365,2935.5078,4301.94886,3430,1911.042,215202.7663,6083.317241,0,0,0,291067,69780.91649,57202.41783,0,,
2366,2935.5078,4301.94886,3430,1911.042,210231.9983,4525.770799,0,0,0,290821,76063.23095,63484.73229,0,,
2367,2935.5078,4301.94886,3430,1911.042,186471.3888,4298.099509,0,0,0,288587,97817.51171,85239.01305,0,,
2368,2935.5078,4301.94886,3430,1911.042,146220.2096,5327.065409,0,0,0,284343,132795.7249,120217.2263,0,,
2369,2935.5078,4301.94886,3430,1911.042,100415.2026,7171.169512,0,0,0,283146,175559.6279,162981.1293,0,,
2370,2935.5078,4301.94886,3430,1911.042,42909.78089,9399.784228,0,0,0,286492,234182.4349,221603.9362,0,,
2371,17436.57286,4301.94886,3430,1911.042,3209.600964,11731.40199,0,0,0,289802,274860.997,247781.4333,0,,
2372,23673.45,4301.94886,3430,1911.042,0,15459.59438,0,0,0,293916,278456.4056,245139.9648,0,,
2373,23673.45,4301.94886,3430,1911.042,0,17937.99738,0,0,0,297839,279901.0026,246584.5618,0,,
2374,23673.45,4301.94886,3430,1911.042,0,17508.12168,0,0,0,298395,280886.8783,247570.4375,0,,
2375,19581.42526,4301.94886,3430,1911.042,0,16541.15055,0,0,0,293547,277005.8494,247781.4333,0,,
2376,15489.92983,4301.94886,3430,1911.042,0,16066.64599,0,0,0,288981,272914.354,247781.4333,0,,
2377,11245.40816,4258.64065,3430,1854.558,0,16272.05299,0,0,0,284061,267788.947,247000.3402,0,,
2378,2675.09985,4258.64065,3430,1854.558,0,16887.96019,0,0,0,279789,262901.0398,250682.7413,0,,
2379,2675.09985,4258.64065,3430,1854.558,0,18114.23869,0,0,0,277920,259805.7613,247587.4628,0,,
2380,2675.09985,4258.64065,3430,1854.558,0,15949.12574,0,0,0,278490,262540.8743,250322.5758,0,,
2381,7750.816105,4258.64065,3430,1854.558,0,12875.64504,0,0,0,277170,264294.355,247000.3402,0,,
2382,9758.056311,4258.64065,3430,1854.558,0,10420.40483,0,0,0,276722,266301.5952,247000.3402,0,,
2383,11839.04506,4258.64065,3430,1854.558,496.8892159,8291.526867,0,0,0,277171,268382.5839,247000.3402,0,,
2384,2675.09985,4258.64065,3430,1854.558,32367.76655,5407.39017,0,0,0,277393,239617.8433,227399.5448,0,,
2385,2675.09985,4258.64065,3430,1854.558,83109.20166,3327.365382,0,0,0,277178,190741.433,178523.1345,0,,
2386,2675.09985,4258.64065,3430,1854.558,135220.8284,3780.892461,0,0,0,278312,139310.2792,127091.9807,0,,
2387,2675.09985,4258.64065,3430,1854.558,177616.6423,3437.360628,0,0,0,279008,97953.99705,85735.69855,0,,
2388,2675.09985,4258.64065,3430,1854.558,204344.9032,2938.586871,0,0,0,278562,71278.50996,59060.21146,0,,
2389,2675.09985,4258.64065,3430,1854.558,216478.8977,2844.756116,0,0,0,278325,59001.34622,46783.04772,0,,
2390,2675.09985,4258.64065,3430,1854.558,212308.979,3299.553995,0,0,0,278282,62673.467,50455.1685,0,,
2391,2675.09985,4258.64065,3430,1854.558,193948.0075,4774.968178,0,0,0,277057,78334.02434,66115.72584,0,,
2392,2675.09985,4258.64065,3430,1854.558,159866.2099,7200.631498,0,0,0,275081,108014.1586,95795.86014,0,,
2393,2675.09985,4258.64065,3430,1854.558,109261.5289,10130.95647,0,0,0,277158,157765.5146,145547.2161,0,,
2394,2675.09985,4258.64065,3430,1854.558,47794.06237,13757.86341,0,0,0,283094,221542.0742,209323.7757,0,,
2395,10894.63245,4258.64065,3430,1854.558,3303.523289,18285.30541,0,0,0,289027,267438.1713,247000.3402,0,,
2396,16050.23682,4258.64065,3430,1854.558,0,22563.22433,0,0,0,295157,272593.7757,247000.3402,0,,
2397,23673.45,4258.64065,3430,1854.558,0,24696.10219,0,0,0,300559,275862.8978,242646.2492,0,,
2398,23673.45,4258.64065,3430,1854.558,0,23923.28116,0,0,0,300960,277036.7188,243820.0702,0,,
2399,16995.92154,4258.64065,3430,1854.558,0,22190.53961,0,0,0,295730,273539.4604,247000.3402,0,,
2400,11984.12727,4258.64065,3430,1854.558,0,21234.33387,0,0,0,289762,268527.6661,247000.3402,0,,
2401,8218.720174,4244.20458,3430,1831.023,0,20883.74034,0,0,0,284281,263397.2597,245673.3119,0,,
2402,2675.09985,4244.20458,3430,1831.023,0,20666.72895,0,0,0,280390,259723.2711,247542.9436,0,,
2403,2675.09985,4244.20458,3430,1831.023,0,20675.48684,0,0,0,277964,257288.5132,245108.1857,0,,
2404,2675.09985,4244.20458,3430,1831.023,0,19722.71521,0,0,0,277536,257813.2848,245632.9574,0,,
2405,2675.09985,4244.20458,3430,1831.023,0,18032.10433,0,0,0,277645,259612.8957,247432.5682,0,,
2406,7336.389134,4244.20458,3430,1831.023,0,15867.07138,0,0,0,278382,262514.9286,245673.3119,0,,
2407,10008.86464,4244.20458,3430,1831.023,521.7882887,13595.80759,0,0,0,279305,265187.4041,245673.3119,0,,
2408,2675.09985,4244.20458,3430,1831.023,34266.81414,10957.05007,0,0,0,280573,235349.1358,223168.8084,0,,
2409,2675.09985,4244.20458,3430,1831.023,86944.2651,8281.554072,0,0,0,281003,185777.1808,173596.8534,0,,
2410,2675.09985,4244.20458,3430,1831.023,139760.2409,7946.661835,0,0,0,281313,133606.0973,121425.7699,0,,
2411,2675.09985,4244.20458,3430,1831.023,180652.0693,7659.960374,0,0,0,281373,93060.9703,80880.64287,0,,
2412,2675.09985,4244.20458,3430,1831.023,206873.1772,6681.49825,0,0,0,281726,68171.32451,55990.99708,0,,
2413,2675.09985,4244.20458,3430,1831.023,217734.1642,6695.532843,0,0,0,281859,57429.30299,45248.97556,0,,
2414,2675.09985,4244.20458,3430,1831.023,213432.4995,7740.136635,0,0,0,281739,60566.36387,48386.03644,0,,
2415,2675.09985,4244.20458,3430,1831.023,194797.7776,10222.96463,0,0,0,280947,75926.25778,63745.93035,0,,
2416,2675.09985,4244.20458,3430,1831.023,159310.1075,13093.15303,0,0,0,279822,107418.7394,95238.41201,0,,
2417,2675.09985,4244.20458,3430,1831.023,110331.1843,15691.34007,0,0,0,280890,154867.4757,142687.1482,0,,
2418,2675.09985,4244.20458,3430,1831.023,48601.91678,18206.86344,0,0,0,285373,218564.2198,206383.8923,0,,
2419,11518.32044,4244.20458,3430,1831.023,3435.410614,20420.72947,0,0,0,290553,266696.8599,245673.3119,0,,
2420,17478.4243,4244.20458,3430,1831.023,0,22783.03622,0,0,0,295440,272656.9638,245673.3119,0,,
2421,23673.45,4244.20458,3430,1831.023,0,24328.25357,0,0,0,299952,275623.7464,242445.0689,0,,
2422,23673.45,4244.20458,3430,1831.023,0,23494.83967,0,0,0,300868,277373.1603,244194.4827,0,,
2423,23673.45,4244.20458,3430,1831.023,0,22107.13845,0,0,0,296760,274652.8616,241474.184,0,,
2424,15608.97517,4244.20458,3430,1831.023,0,21074.48535,0,0,0,291862,270787.5147,245673.3119,0,,
2425,23673.45,4200.89637,3430,1826.316,0,19946.2963,0,0,0,285887,265940.7037,232810.0413,0,,
2426,16318.78998,4200.89637,3430,1826.316,0,18810.46295,0,0,0,280742,261931.537,236155.5347,0,,
2427,15355.95476,4200.89637,3430,1826.316,0,17348.29816,0,0,0,278317,260968.7018,236155.5347,0,,
2428,16816.21094,4200.89637,3430,1826.316,0,16075.04198,0,0,0,278504,262428.958,236155.5347,0,,
2429,17135.07886,4200.89637,3430,1826.316,0,14880.17406,0,0,0,277628,262747.8259,236155.5347,0,,
2430,17807.95797,4200.89637,3430,1826.316,0,13855.29496,0,0,0,277276,263420.705,236155.5347,0,,
2431,18024.56087,4200.89637,3430,1826.316,465.4036419,13327.28842,0,0,0,277430,263637.3079,236155.5347,0,,
2432,2485.71225,4200.89637,3430,1826.316,33771.29135,11776.05177,0,0,0,277642,232094.6569,220151.7323,0,,
2433,2485.71225,4200.89637,3430,1826.316,84851.89072,10344.17867,0,0,0,276903,181706.9306,169764.006,0,,
2434,2485.71225,4200.89637,3430,1826.316,137053.552,9325.961964,0,0,0,277253,130873.486,118930.5614,0,,
2435,2485.71225,4200.89637,3430,1826.316,178746.5038,7462.44307,0,0,0,277813,91604.05316,79661.12854,0,,
2436,2485.71225,4200.89637,3430,1826.316,204405.3811,7312.588643,0,0,0,278011,66293.03025,54350.10563,0,,
2437,2485.71225,4200.89637,3430,1826.316,217157.3198,8507.644362,0,0,0,278193,52528.03583,40585.11121,0,,
2438,2485.71225,4200.89637,3430,1826.316,213402.5819,10634.17633,0,0,0,278310,54273.24174,42330.31712,0,,
2439,2485.71225,4200.89637,3430,1826.316,192830.2771,12917.85612,0,0,0,277309,71560.86681,59617.94219,0,,
2440,2485.71225,4200.89637,3430,1826.316,155866.312,16303.46887,0,0,0,275374,103204.2192,91261.29455,0,,
2441,2485.71225,4200.89637,3430,1826.316,106298.1127,20569.5,0,0,0,275188,148320.3873,136377.4627,0,,
2442,2485.71225,4200.89637,3430,1826.316,46447.74268,24944.62687,0,0,0,278666,207273.6304,195330.7058,0,,
2443,2485.71225,4200.89637,3430,1826.316,3468.135234,28886.52405,0,0,0,282296,249941.3407,237998.4161,0,,
2444,2485.71225,4200.89637,3430,1826.316,0,33094.344,0,0,0,285726,252631.656,240688.7314,0,,
2445,8530.526469,4200.89637,3430,1826.316,0,35655.72646,0,0,0,289799,254143.2735,236155.5347,0,,
2446,10368.328,4200.89637,3430,1826.316,0,35311.92492,0,0,0,291293,255981.0751,236155.5347,0,,
2447,2485.71225,4200.89637,3430,1826.316,0,34109.32571,0,0,0,286736,252626.6743,240683.7497,0,,
2448,2485.71225,4200.89637,3430,1826.316,0,32588.19845,0,0,0,281838,249249.8016,237306.8769,0,,
2449,10654.56729,4157.58816,3430,1793.367,0,30617.56451,0,0,0,278092,247474.4355,227438.913,0,,
2450,9311.127823,4157.58816,3430,1793.367,0,28019.00397,0,0,0,274150,246130.996,227438.913,0,,
2451,8855.899105,4157.58816,3430,1793.367,0,25514.23269,0,0,0,271190,245675.7673,227438.913,0,,
2452,11080.12576,4157.58816,3430,1793.367,0,22141.00603,0,0,0,270041,247899.994,227438.913,0,,
2453,12225.70892,4157.58816,3430,1793.367,0,18961.42288,0,0,0,268007,249045.5771,227438.913,0,,
2454,13481.63279,4157.58816,3430,1793.367,0,16029.499,0,0,0,266331,250301.501,227438.913,0,,
2455,14653.12744,4157.58816,3430,1793.367,459.8505423,13331.15382,0,0,0,265264,251472.9956,227438.913,0,,
2456,2438.36535,4157.58816,3430,1793.367,34307.235,10060.65991,0,0,0,264554,220186.1051,208366.7846,0,,
2457,2438.36535,4157.58816,3430,1793.367,86279.85107,7921.662147,0,0,0,263356,169154.4868,157335.1663,0,,
2458,2438.36535,4157.58816,3430,1793.367,139463.2127,7350.824425,0,0,0,263028,116213.9629,104394.6424,0,,
2459,2438.36535,4157.58816,3430,1793.367,179372.8525,6299.921236,0,0,0,262733,77060.22631,65240.9058,0,,
2460,2438.36535,4157.58816,3430,1793.367,204687.9795,6091.539537,0,0,0,262496,51716.48097,39897.16046,0,,
2461,2438.36535,4157.58816,3430,1793.367,216800.1752,6859.294764,0,0,0,261830,38170.53003,26351.20952,0,,
2462,2438.36535,4157.58816,3430,1793.367,211252.6835,8605.090215,0,0,0,261014,41156.22633,29336.90582,0,,
2463,2438.36535,4157.58816,3430,1793.367,191524.162,11566.19087,0,0,0,259777,56686.64708,44867.32657,0,,
2464,2438.36535,4157.58816,3430,1793.367,153545.8588,15563.34513,0,0,0,258497,89387.79603,77568.47552,0,,
2465,2438.36535,4157.58816,3430,1793.367,102243.2901,21452.14397,0,0,0,259633,135937.566,124118.2455,0,,
2466,2438.36535,4157.58816,3430,1793.367,43451.97409,27410.98517,0,0,0,263990,193127.0407,181307.7202,0,,
2467,2438.36535,4157.58816,3430,1793.367,3479.51784,32039.50072,0,0,0,268828,233308.9814,221489.6609,0,,
2468,2438.36535,4157.58816,3430,1793.367,0,35049.06725,0,0,0,274066,239016.9327,227197.6122,0,,
2469,8055.162645,4157.58816,3430,1793.367,0,35259.96915,0,0,0,280135,244875.0309,227438.913,0,,
2470,13318.61854,4157.58816,3430,1793.367,0,32785.51325,0,0,0,282924,250138.4867,227438.913,0,,
2471,14477.80738,4157.58816,3430,1793.367,0,28951.32442,0,0,0,280249,251297.6756,227438.913,0,,
2472,14605.22976,4157.58816,3430,1793.367,0,25225.90203,0,0,0,276651,251425.098,227438.913,0,,
2473,7444.529754,4056.53567,3430,1718.055,0,21537.15292,0,0,0,272789,251251.8471,234602.7267,0,,
2474,7161.860372,4056.53567,3430,1718.055,0,18078.82231,0,0,0,269048,250969.1777,234602.7267,0,,
2475,8155.679575,4056.53567,3430,1718.055,0,14589.0031,0,0,0,266552,251962.9969,234602.7267,0,,
2476,11745.03628,4056.53567,3430,1718.055,0,10895.6464,0,0,0,266448,255552.3536,234602.7267,0,,
2477,14629.20106,4056.53567,3430,1718.055,0,7779.481616,0,0,0,266216,258436.5184,234602.7267,0,,
2478,18050.45654,4056.53567,3430,1718.055,0,5674.22614,0,0,0,267532,261857.7739,234602.7267,0,,
2479,23673.45,4056.53567,3430,1718.055,465.8127509,4272.984822,0,0,0,269682,264943.2024,232065.1618,0,,
2480,2556.7326,4056.53567,3430,1718.055,34424.92402,2956.759662,0,0,0,272435,235053.3163,223291.993,0,,
2481,2556.7326,4056.53567,3430,1718.055,85512.46116,2543.746063,0,0,0,274486,186429.7928,174668.4695,0,,
2482,2556.7326,4056.53567,3430,1718.055,137923.962,3033.062825,0,0,0,277482,136524.9752,124763.6519,0,,
2483,2556.7326,4056.53567,3430,1718.055,178273.902,3979.609364,0,0,0,279166,96912.48862,85151.16535,0,,
2484,2556.7326,4056.53567,3430,1718.055,204046.8805,4821.403655,0,0,0,280063,71194.71587,59433.3926,0,,
2485,2556.7326,4056.53567,3430,1718.055,213618.1012,5831.412864,0,0,0,279720,60270.48591,48509.16264,0,,
2486,2556.7326,4056.53567,3430,1718.055,209266.4721,6631.012475,0,0,0,278411,62513.51538,50752.19211,0,,
2487,2556.7326,4056.53567,3430,1718.055,189557.2106,7762.295425,0,0,0,275954,78634.49395,66873.17068,0,,
2488,2556.7326,4056.53567,3430,1718.055,153992.4527,9018.682213,0,0,0,273040,110028.8651,98267.54181,0,,
2489,2556.7326,4056.53567,3430,1718.055,104605.94,11749.53399,0,0,0,271781,155425.526,143664.2027,0,,
2490,2556.7326,4056.53567,3430,1718.055,46332.58633,16069.95058,0,0,0,274104,211701.4631,199940.1398,0,,
2491,2556.7326,4056.53567,3430,1718.055,4015.245156,22179.25931,0,0,0,276775,250580.4955,238819.1723,0,,
2492,8725.522085,4056.53567,3430,1718.055,0,28179.16059,0,0,0,280712,252532.8394,234602.7267,0,,
2493,8580.481632,4056.53567,3430,1718.055,0,32388.20105,0,0,0,284776,252387.799,234602.7267,0,,
2494,9623.427478,4056.53567,3430,1718.055,0,32689.2552,0,0,0,286120,253430.7448,234602.7267,0,,
2495,7802.005986,4056.53567,3430,1718.055,0,31266.67669,0,0,0,282876,251609.3233,234602.7267,0,,
2496,6145.315039,4056.53567,3430,1718.055,0,29319.36764,0,0,0,279272,249952.6324,234602.7267,0,,
2497,2556.7326,4070.97174,3430,1769.832,0,27070.01933,0,0,0,275706,248635.9807,236808.4443,0,,
2498,2556.7326,4070.97174,3430,1769.832,0,23818.01232,0,0,0,272537,248718.9877,236891.4513,0,,
2499,2556.7326,4070.97174,3430,1769.832,0,20729.83882,0,0,0,270229,249499.1612,237671.6248,0,,
2500,2556.7326,4070.97174,3430,1769.832,0,16880.43969,0,0,0,270134,253253.5603,241426.024,0,,
2501,2556.7326,4070.97174,3430,1769.832,0,13052.10715,0,0,0,270156,257103.8928,245276.3565,0,,
2502,8702.891753,4070.97174,3430,1769.832,0,10314.85848,0,0,0,270727,260412.1415,242438.446,0,,
2503,11224.55681,4070.97174,3430,1769.832,634.5668216,8013.626602,0,0,0,271582,262933.8066,242438.446,0,,
2504,2556.7326,4070.97174,3430,1769.832,34832.29491,5750.367803,0,0,0,273065,232482.3373,220654.8009,0,,
2505,2556.7326,4070.97174,3430,1769.832,86143.83899,4258.567029,0,0,0,275121,184718.594,172891.0576,0,,
2506,2556.7326,4070.97174,3430,1769.832,137360.237,3581.780458,0,0,0,278061,137118.9825,125291.4462,0,,
2507,2556.7326,4070.97174,3430,1769.832,177016.7239,3530.273183,0,0,0,280657,100110.0029,88282.46659,0,,
2508,2556.7326,4070.97174,3430,1769.832,201567.0403,3330.92838,0,0,0,282680,77782.03135,65954.49501,0,,
2509,2556.7326,4070.97174,3430,1769.832,211972.2636,3732.891884,0,0,0,284910,69204.84456,57377.30822,0,,
2510,2556.7326,4070.97174,3430,1769.832,207746.774,4617.605654,0,0,0,285361,72996.62034,61169.084,0,,
2511,2556.7326,4070.97174,3430,1769.832,186071.7781,6080.842942,0,0,0,284545,92392.37894,80564.8426,0,,
2512,2556.7326,4070.97174,3430,1769.832,149212.053,8266.269679,0,0,0,281941,124462.6774,112635.141,0,,
2513,2556.7326,4070.97174,3430,1769.832,102553.2133,11072.43361,0,0,0,281553,167927.3531,156099.8168,0,,
2514,2556.7326,4070.97174,3430,1769.832,45159.74879,14195.352,0,0,0,284553,225197.8992,213370.3629,0,,
2515,13174.30455,4070.97174,3430,1769.832,3757.33598,18895.10971,0,0,0,287536,264883.5543,242438.446,0,,
2516,16358.57691,4070.97174,3430,1769.832,0,24012.17332,0,0,0,292080,268067.8267,242438.446,0,,
2517,18284.42246,4070.97174,3430,1769.832,0,26775.32778,0,0,0,296769,269993.6722,242438.446,0,,
2518,20212.30709,4070.97174,3430,1769.832,0,25601.44315,0,0,0,297523,271921.5569,242438.446,0,,
2519,18473.03556,4070.97174,3430,1769.832,0,23902.71467,0,0,0,294085,270182.2853,242438.446,0,,
2520,15079.94027,4070.97174,3430,1769.832,0,23090.80997,0,0,0,289880,266789.19,242438.446,0,,
2521,9386.122043,4128.71602,3430,1863.972,0,23553.71024,0,0,0,284489,260935.2898,242126.4797,0,,
2522,2485.71225,4128.71602,3430,1863.972,0,24891.22469,0,0,0,279880,254988.7753,243080.375,0,,
2523,2485.71225,4128.71602,3430,1863.972,0,25720.81099,0,0,0,277202,251481.189,239572.7887,0,,
2524,2485.71225,4128.71602,3430,1863.972,0,21681.06715,0,0,0,276412,254730.9328,242822.5326,0,,
2525,6966.540367,4128.71602,3430,1863.972,0,16817.29192,0,0,0,275333,258515.7081,242126.4797,0,,
2526,9868.521772,4128.71602,3430,1863.972,0,13126.31052,0,0,0,274544,261417.6895,242126.4797,0,,
2527,11879.2709,4128.71602,3430,1863.972,757.4558559,10011.10553,0,0,0,274197,263428.4386,242126.4797,0,,
2528,2485.71225,4128.71602,3430,1863.972,35366.43044,6353.59881,0,0,0,275122,233401.9707,221493.5705,0,,
2529,2485.71225,4128.71602,3430,1863.972,86594.60638,3634.734632,0,0,0,276284,186054.659,174146.2587,0,,
2530,2485.71225,4128.71602,3430,1863.972,136555.3985,2083.610387,0,0,0,279590,140950.9911,129042.5908,0,,
2531,2485.71225,4128.71602,3430,1863.972,175589.1892,1471.258584,0,0,0,283316,106255.5522,94347.15192,0,,
2532,2485.71225,4128.71602,3430,1863.972,200678.5701,1685.68568,0,0,0,286484,84119.74427,72211.344,0,,
2533,2485.71225,4128.71602,3430,1863.972,208405.4666,2572.006749,0,0,0,288613,77635.52666,65727.12639,0,,
2534,2485.71225,4128.71602,3430,1863.972,204712.09,4367.901476,0,0,0,289856,80776.00855,68867.60828,0,,
2535,2485.71225,4128.71602,3430,1863.972,178951.1776,7551.078927,0,0,0,289597,103094.7435,91186.34325,0,,
2536,2485.71225,4128.71602,3430,1863.972,145095.371,12054.75714,0,0,0,287611,130460.8719,118552.4716,0,,
2537,2485.71225,4128.71602,3430,1863.972,100142.4372,17202.82993,0,0,0,286331,168985.7328,157077.3326,0,,
2538,2485.71225,4128.71602,3430,1863.972,44549.51793,21663.18476,0,0,0,289099,222886.2973,210977.897,0,,
2539,10332.54729,4128.71602,3430,1863.972,3749.225733,26380.05927,0,0,0,292011,261881.715,242126.4797,0,,
2540,12708.80018,4128.71602,3430,1863.972,0,31438.03211,0,0,0,295696,264257.9679,242126.4797,0,,
2541,15755.02318,4128.71602,3430,1863.972,0,33093.8091,0,0,0,300398,267304.1909,242126.4797,0,,
2542,19436.93621,4128.71602,3430,1863.972,0,32537.89607,0,0,0,303524,270986.1039,242126.4797,0,,
2543,17140.44792,4128.71602,3430,1863.972,0,31518.38437,0,0,0,300208,268689.6156,242126.4797,0,,
2544,14143.57564,4128.71602,3430,1863.972,0,30125.25665,0,0,0,295818,265692.7434,242126.4797,0,,
2545,12044.64149,4229.76851,3430,1976.94,0,28875.25396,0,0,0,290785,261909.746,240228.396,0,,
2546,8990.151103,4229.76851,3430,1976.94,0,26836.74435,0,0,0,285692,258855.2557,240228.396,0,,
2547,7531.221434,4229.76851,3430,1976.94,0,24433.67402,0,0,0,281830,257396.326,240228.396,0,,
2548,11063.51117,4229.76851,3430,1976.94,0,20401.38428,0,0,0,281330,260928.6157,240228.396,0,,
2549,14874.59896,4229.76851,3430,1976.94,0,16668.29649,0,0,0,281408,264739.7035,240228.396,0,,
2550,18491.07281,4229.76851,3430,1976.94,0,14113.82264,0,0,0,282470,268356.1774,240228.396,0,,
2551,23673.45,4229.76851,3430,1976.94,959.6870585,11900.85321,0,0,0,283604,270743.4597,237433.3012,0,,
2552,2556.7326,4229.76851,3430,1976.94,33874.60922,9950.96326,0,0,0,284564,240738.4275,228544.9864,0,,
2553,2556.7326,4229.76851,3430,1976.94,84192.17712,8879.198781,0,0,0,284479,191407.6241,179214.183,0,,
2554,2556.7326,4229.76851,3430,1976.94,136221.6737,6350.535011,0,0,0,283630,141057.7913,128864.3502,0,,
2555,2556.7326,4229.76851,3430,1976.94,175959.2748,4304.556706,0,0,0,282353,102089.1685,89895.72736,0,,
2556,2556.7326,4229.76851,3430,1976.94,200852.7085,3770.747266,0,0,0,281771,77147.54426,64954.10315,0,,
2557,2556.7326,4229.76851,3430,1976.94,210752.6973,4418.271251,0,0,0,281031,65860.03145,53666.59034,0,,
2558,2556.7326,4229.76851,3430,1976.94,204346.5069,5872.617744,0,0,0,280600,70380.8754,58187.43429,0,,
2559,2556.7326,4229.76851,3430,1976.94,178844.4259,8383.752122,0,0,0,279988,92759.82195,80566.38084,0,,
2560,2556.7326,4229.76851,3430,1976.94,142841.6516,11196.93105,0,0,0,279139,125100.4174,112906.9762,0,,
2561,2556.7326,4229.76851,3430,1976.94,92513.63962,15032.31489,0,0,0,277077,169531.0455,157337.6044,0,,
2562,2556.7326,4229.76851,3430,1976.94,38027.43241,20938.34612,0,0,0,278423,219457.2215,207263.7804,0,,
2563,2556.7326,4229.76851,3430,1976.94,2920.477799,27451.20445,0,0,0,281114,250742.3178,238548.8766,0,,
2564,2556.7326,4229.76851,3430,1976.94,0,32478.5493,0,0,0,285825,253346.4507,241153.0096,0,,
2565,2556.7326,4229.76851,3430,1976.94,0,33785.75367,0,0,0,290586,256800.2463,244606.8052,0,,
2566,10647.20794,4229.76851,3430,1976.94,0,33284.68751,0,0,0,293797,260512.3125,240228.396,0,,
2567,10570.62574,4229.76851,3430,1976.94,0,31651.26971,0,0,0,292087,260435.7303,240228.396,0,,
2568,8737.019939,4229.76851,3430,1976.94,0,29377.87551,0,0,0,287980,258602.1245,240228.396,0,,
