Timepoint,net_load_final,hydro_dispatch_final
1,195791.0,1396.73355
2,192618.0,1396.73355
3,198050.0,1396.73355
4,209609.0,1396.73355
5,223751.0,1396.73355
6,239333.0,1396.73355
7,255916.0,1396.73355
8,273007.0,1396.73355
9,282758.961803,14797.7717472
10,288654.28355,23673.45
11,282758.961803,23616.7717472
12,282758.961803,18272.7717472
13,282758.961803,15471.7717472
14,282758.961803,17846.7717472
15,282758.961803,15222.7717472
16,282758.961803,8238.77174725
17,282758.961803,1693.77174725
18,282758.961803,4451.77174725
19,273458.0,1396.73355
20,246994.0,1396.73355
21,226631.0,1396.73355
22,215138.0,1396.73355
23,208206.0,1396.73355
24,208071.0,1396.73355
25,210279.0,1361.223375
26,212210.0,1361.223375
27,215957.0,1361.223375
28,228296.0,1361.223375
29,244631.0,1361.223375
30,261805.0,1361.223375
31,280209.0,1361.223375
32,299375.0,1361.223375
33,324737.0,1361.223375
34,332495.077286,11439.1460889
35,332495.077286,10601.1460889
36,332495.077286,14603.1460889
37,332495.077286,18042.1460889
38,332495.077286,18777.1460889
39,332495.077286,18844.1460889
40,332495.077286,17617.1460889
41,332495.077286,17587.1460889
42,332495.077286,14911.1460889
43,327047.0,1361.223375
44,297895.0,1361.223375
45,272124.0,1361.223375
46,257215.0,1361.223375
47,248854.0,1361.223375
48,245340.0,1361.223375
49,245632.0,1427.509035
50,245400.0,1427.509035
51,248092.0,1427.509035
52,255725.0,1427.509035
53,270302.0,1427.509035
54,289267.0,1427.509035
55,309248.0,1427.509035
56,331564.0,1427.509035
57,357814.0,1427.509035
58,359371.155141,18167.3538935
59,359371.155141,17496.3538935
60,359371.155141,17390.3538935
61,359371.155141,16395.3538935
62,359371.155141,14057.3538935
63,359371.155141,11091.3538935
64,359371.155141,10214.3538935
65,359371.155141,12612.3538935
66,359371.155141,14714.3538935
67,359371.155141,10716.3538935
68,356792.0,1427.509035
69,342551.0,1427.509035
70,332392.0,1427.509035
71,322973.0,1427.509035
72,314918.0,1427.509035
73,308024.0,1581.38646
74,303310.0,1581.38646
75,302091.0,1581.38646
76,307054.0,1581.38646
77,313293.0,1581.38646
78,321288.0,1581.38646
79,328719.800039,3175.58642087
80,328719.800039,12578.5864209
81,329316.93646,23673.45
82,338530.93646,23673.45
83,331166.93646,23673.45
84,328719.800039,21368.5864209
85,328719.800039,16034.5864209
86,328719.800039,10239.5864209
87,328719.800039,4702.58642087
88,327831.0,1581.38646
89,324458.0,1581.38646
90,323675.0,1581.38646
91,316490.0,1581.38646
92,302059.0,1581.38646
93,287015.0,1581.38646
94,270863.0,1581.38646
95,260413.0,1581.38646
96,257293.0,1581.38646
97,259241.0,1676.08026
98,262360.0,1676.08026
99,270116.0,1676.08026
100,279298.0,1676.08026
101,287631.0,1676.08026
102,297350.0,1676.08026
103,309318.0,1676.08026
104,322822.0,1676.08026
105,333611.265651,4896.81460943
106,333611.265651,16708.8146094
107,333611.265651,22335.8146094
108,333611.265651,21005.8146094
109,333611.265651,18832.8146094
110,333611.265651,16435.8146094
111,333611.265651,13312.8146094
112,333611.265651,11276.8146094
113,333611.265651,12404.8146094
114,333611.265651,13733.8146094
115,333611.265651,10348.8146094
116,333098.0,1676.08026
117,321745.0,1676.08026
118,309369.0,1676.08026
119,297917.0,1676.08026
120,289384.0,1676.08026
121,281621.0,1784.97813
122,275732.0,1784.97813
123,273035.0,1784.97813
124,278808.0,1784.97813
125,288232.0,1784.97813
126,301484.0,1784.97813
127,317381.0,1784.97813
128,334253.0,1784.97813
129,338895.934975,15713.0431549
130,342864.52813,23673.45
131,343149.52813,23673.45
132,338895.934975,22150.0431549
133,338895.934975,17877.0431549
134,338895.934975,12569.0431549
135,338895.934975,8520.04315486
136,338895.934975,6730.04315486
137,338895.934975,9876.04315486
138,338895.934975,12893.0431549
139,338895.934975,6202.04315486
140,324213.0,1784.97813
141,306368.0,1784.97813
142,286310.0,1784.97813
143,267557.0,1784.97813
144,253883.0,1784.97813
145,243940.0,1825.222995
146,238383.0,1825.222995
147,238378.0,1825.222995
148,245016.0,1825.222995
149,257796.0,1825.222995
150,275882.0,1825.222995
151,296083.0,1825.222995
152,317075.0,1825.222995
153,334507.533534,7744.68946097
154,338879.772995,23673.45
155,338123.772995,23673.45
156,334507.533534,20762.689461
157,334507.533534,16355.689461
158,334507.533534,12137.689461
159,334507.533534,9343.68946097
160,334507.533534,7757.68946097
161,334507.533534,11004.689461
162,334507.533534,16401.689461
163,334507.533534,10498.689461
164,323700.0,1825.222995
165,307009.0,1825.222995
166,290999.0,1825.222995
167,276308.0,1825.222995
168,267315.0,1825.222995
169,260895.0,1879.67193
170,254817.0,1879.67193
171,253623.0,1879.67193
172,261909.0,1879.67193
173,273786.0,1879.67193
174,288418.0,1879.67193
175,290087.0,1879.67193
176,295530.636635,6829.03529482
177,295530.636635,22208.0352948
178,304369.22193,23673.45
179,295530.636635,12847.0352948
180,292959.0,1879.67193
181,292311.0,1879.67193
182,294984.0,1879.67193
183,295530.636635,5078.03529482
184,295530.636635,7535.03529482
185,295530.636635,14837.0352948
186,301802.22193,23673.45
187,302361.22193,23673.45
188,295530.636635,16412.0352948
189,295351.0,1879.67193
190,282268.0,1879.67193
191,273044.0,1879.67193
192,267023.0,1879.67193
193,261035.0,2078.52891
194,256681.0,2078.52891
195,258184.0,2078.52891
196,263399.0,2078.52891
197,271850.0,2078.52891
198,285825.0,2078.52891
199,301870.0,2078.52891
200,319897.0,2078.52891
201,327675.290094,11728.238816
