"","Timepoint","load","dateTime","Day","load_mod_D0_M0_energyPeak","load_mod_D0.25_M0.25_energyPeak","load_mod_D0.5_M0_energyPeak","load_mod_D0_M0_energyOnly","load_mod_D0.25_M0.25_energyOnly","load_mod_D0.5_M0_energyOnly"
"8294",8294,276972,2030-12-12 13:55:00,346,280296,275104,277251,280950,270120,249474
"8295",8295,273631,2030-12-12 14:55:00,346,277845,272395,277080,278662,265077,244474
"8296",8296,273650,2030-12-12 15:55:00,346,278428,271080,276200,279216,262877,241396
"8297",8297,278204,2030-12-12 16:55:00,346,282562,271091,277318,283000,262916,246852
"8298",8298,282041,2030-12-12 17:55:00,346,285545,272258,276770,285603,264784,256999
"8299",8299,282335,2030-12-12 18:55:00,346,284275,275033,276177,284515,269978,264169
"8300",8300,278706,2030-12-12 19:55:00,346,279522,274902,275393,280232,269703,269784
"8301",8301,271215,2030-12-12 20:55:00,346,272174,270216,276572,273199,261461,261823
"8302",8302,260840,2030-12-12 21:55:00,346,261737,261172,277213,262865,248782,245714
"8303",8303,251549,2030-12-12 22:55:00,346,251887,252614,272947,253036,237769,231870
"8304",8304,245630,2030-12-12 23:55:00,346,245061,241338,263256,246217,224136,212781
"8305",8305,241844,2030-12-13 00:55:00,347,240505,236739,257372,241663,218515,201994
"8306",8306,239235,2030-12-13 01:55:00,347,236957,232848,254308,238117,213713,196658
"8307",8307,237911,2030-12-13 02:55:00,347,235284,230050,253051,236445,210491,194187
"8308",8308,239670,2030-12-13 03:55:00,347,236910,230583,252400,238070,211085,192945
"8309",8309,244856,2030-12-13 04:55:00,347,242342,233858,253999,243499,214928,195995
"8310",8310,252760,2030-12-13 05:55:00,347,250869,242208,258515,252019,225175,203944
"8311",8311,260766,2030-12-13 06:55:00,347,259743,250755,263540,260877,235505,213236
"8312",8312,268185,2030-12-13 07:55:00,347,268335,262316,272673,269418,250330,230964
"8313",8313,272554,2030-12-13 08:55:00,347,273922,265919,275150,274902,255300,237689
"8314",8314,274112,2030-12-13 09:55:00,347,276068,269903,276893,276971,260912,243796
"8315",8315,272396,2030-12-13 10:55:00,347,274690,270855,277311,275646,262519,247745
"8316",8316,269406,2030-12-13 11:55:00,347,271917,271069,277316,272948,262858,246563
"8317",8317,266197,2030-12-13 12:55:00,347,268712,273662,276798,269791,267323,257142
"8318",8318,264121,2030-12-13 13:55:00,347,266505,268932,276867,267606,259508,243641
"8319",8319,262807,2030-12-13 14:55:00,347,265105,265562,273946,266216,254805,234477
"8320",8320,263582,2030-12-13 15:55:00,347,265816,264762,273060,266922,253683,232021
"8321",8321,268405,2030-12-13 16:55:00,347,270119,265714,275160,271178,255011,237797
"8322",8322,271864,2030-12-13 17:55:00,347,273422,270409,277050,274415,261762,251741
"8323",8323,271931,2030-12-13 18:55:00,347,273314,273492,276696,274311,266981,259025
"8324",8324,269037,2030-12-13 19:55:00,347,270131,273194,276484,271190,266499,261280
"8325",8325,262907,2030-12-13 20:55:00,347,263927,267573,277099,265045,257610,252757
"8326",8326,253485,2030-12-13 21:55:00,347,254013,257120,275327,255159,243481,238382
"8327",8327,244443,2030-12-13 22:55:00,347,243954,244719,263680,245110,228191,213611
"8328",8328,237687,2030-12-13 23:55:00,347,236280,235057,254038,237440,216388,196151
"8329",8329,232838,2030-12-14 00:55:00,348,230609,228747,246074,231770,209000,181033
"8330",8330,229173,2030-12-14 01:55:00,348,226404,223671,240876,227566,203294,173565
"8331",8331,227214,2030-12-14 02:55:00,348,224145,221496,239360,225307,200893,171681
"8332",8332,228526,2030-12-14 03:55:00,348,225490,219349,236256,226652,198536,167784
"8333",8333,233146,2030-12-14 04:55:00,348,230526,221562,234774,231687,200975,165899
"8334",8334,239875,2030-12-14 05:55:00,348,238119,230271,242525,239279,210741,175816
"8335",8335,246971,2030-12-14 06:55:00,348,246539,245875,257833,247694,229628,202746
"8336",8336,253586,2030-12-14 07:55:00,348,254435,258614,268083,255580,245468,221613
"8337",8337,258110,2030-12-14 08:55:00,348,259845,265145,274425,260979,254205,235674
"8338",8338,259824,2030-12-14 09:55:00,348,262023,271098,277367,263150,262928,247198
"8339",8339,258832,2030-12-14 10:55:00,348,261466,274560,276665,262594,269012,259916
"8340",8340,256246,2030-12-14 11:55:00,348,259307,275714,275906,260442,271404,265464
"8341",8341,253131,2030-12-14 12:55:00,348,256507,274841,276097,257649,269576,264864
"8342",8342,250166,2030-12-14 13:55:00,348,253709,269773,277040,254855,260717,251771
"8343",8343,247366,2030-12-14 14:55:00,348,250746,266098,276817,251896,255565,243458
"8344",8344,247355,2030-12-14 15:55:00,348,250211,262840,274907,251361,251032,236902
