,allocated,dispatched,difference_RT,difference_RT_perc
220,218201.4453,218201.4453,3.25962901115e-09,0.0
221,218201.4453,218201.4453,-3.20142135024e-09,0.0
222,237477.0644,237477.0644,3.2305251807e-09,0.0
223,237477.0644,237477.0644,-3.08500602841e-09,0.0
224,237477.0644,237477.0644,3.11410985887e-09,0.0
225,237477.0644,237477.0644,-3.25962901115e-09,0.0
226,237477.0644,237477.0644,3.31783667207e-09,0.0
227,237477.0644,237477.0644,-3.34694050252e-09,0.0
228,237477.0644,237477.0644,3.46335582435e-09,0.0
229,253856.9623,253856.9623,-3.52156348526e-09,0.0
230,253856.9623,253856.9623,3.40514816344e-09,0.0
231,253856.9623,253856.9623,-3.49245965481e-09,0.0
232,253856.9623,253856.9623,3.40514816344e-09,0.0
233,253856.9623,253856.9623,-3.37604433298e-09,0.0
234,253856.9623,253856.9623,3.25962901115e-09,0.0
235,253856.9623,253856.9623,-3.46335582435e-09,0.0
236,220649.3237,220649.3237,3.63797880709e-09,0.0
237,220649.3237,220649.3237,-3.75439412892e-09,0.0
238,220649.3237,220649.3237,4.01632860303e-09,0.0
239,220649.3237,220649.3237,-4.16184775531e-09,0.0
240,220649.3237,220649.3237,4.01632860303e-09,0.0
241,220649.3237,220649.3237,-4.04543243349e-09,0.0
242,220649.3237,220649.3237,4.1036400944e-09,0.0
243,223187.3084,223187.3084,-4.07453626394e-09,0.0
244,223187.3084,223187.3084,3.84170562029e-09,0.0
245,223187.3084,223187.3084,-3.8999132812e-09,0.0
246,223187.3084,223187.3084,3.78349795938e-09,0.0
247,223187.3084,223187.3084,-3.63797880709e-09,0.0
248,223187.3084,223187.3084,3.81260178983e-09,0.0
249,223187.3084,223187.3084,-3.81260178983e-09,0.0
250,257910.7592,257910.7592,3.8999132812e-09,0.0
251,257910.7592,257910.7592,-3.92901711166e-09,0.0
252,257910.7592,257910.7592,3.78349795938e-09,0.0
253,257910.7592,257910.7592,-4.1036400944e-09,0.0
254,257910.7592,257910.7592,4.13274392486e-09,0.0
255,257910.7592,257910.7592,-4.16184775531e-09,0.0
256,257910.7592,257910.7592,4.1036400944e-09,0.0
257,262979.3895,262979.3895,-4.07453626394e-09,0.0
258,262979.3895,262979.3895,4.19095158577e-09,0.0
259,262979.3895,262979.3895,-4.13274392486e-09,0.0
260,262979.3895,262979.3895,4.13274392486e-09,0.0
261,262979.3895,262979.3895,-4.07453626394e-09,0.0
262,262979.3895,262979.3895,4.19095158577e-09,0.0
263,262979.3895,262979.3895,-4.01632860303e-09,0.0
264,287722.1037,287722.1037,4.01632860303e-09,0.0
265,287722.1037,287722.1037,-4.01632860303e-09,0.0
266,287722.1037,287722.1037,4.01632860303e-09,0.0
267,287722.1037,287722.1037,-4.07453626394e-09,0.0
268,287722.1037,287722.1037,3.84170562029e-09,0.0
269,287722.1037,287722.1037,-3.66708263755e-09,0.0
270,287722.1037,287722.1037,3.43425199389e-09,0.0
271,258630.1184,258630.1184,-3.34694050252e-09,0.0
272,258630.1184,258630.1184,3.31783667207e-09,0.0
273,258630.1184,258630.1184,-3.46335582435e-09,0.0
274,258630.1184,258630.1184,3.20142135024e-09,0.0
275,258630.1184,258630.1184,-3.37604433298e-09,0.0
276,258630.1184,258630.1184,3.34694050252e-09,0.0
277,258630.1184,258630.1184,-3.17231751978e-09,0.0
278,215877.7762,215877.7762,3.34694050252e-09,0.0
279,215877.7762,215877.7762,-3.66708263755e-09,0.0
280,215877.7762,215877.7762,3.66708263755e-09,0.0
281,215877.7762,215877.7762,-3.52156348526e-09,0.0
282,215877.7762,215877.7762,3.37604433298e-09,0.0
283,215877.7762,215877.7762,-3.37604433298e-09,0.0
284,215877.7762,215877.7762,3.37604433298e-09,0.0
285,202674.1406,202674.1406,-3.55066731572e-09,0.0
286,202674.1406,202674.1406,3.37604433298e-09,0.0
287,202674.1406,202674.1406,-3.31783667207e-09,0.0
288,202674.1406,202674.1406,3.20142135024e-09,0.0
289,202674.1406,202674.1406,-3.2305251807e-09,0.0
290,202674.1406,202674.1406,3.2305251807e-09,0.0
291,202674.1406,202674.1406,-3.34694050252e-09,0.0
292,165022.6692,165022.6692,3.28873284161e-09,0.0
293,165022.6692,165022.6692,-3.37604433298e-09,0.0
294,165022.6692,165022.6692,3.40514816344e-09,0.0
295,165022.6692,165022.6692,-3.63797880709e-09,0.0
296,165022.6692,165022.6692,3.66708263755e-09,0.0
297,165022.6692,165022.6692,-3.69618646801e-09,0.0
298,165022.6692,165022.6692,3.60887497663e-09,0.0
299,139357.1921,139357.1921,-3.72529029846e-09,0.0
300,139357.1921,139357.1921,3.49245965481e-09,0.0
301,139357.1921,139357.1921,-3.52156348526e-09,0.0
302,139357.1921,139357.1921,3.60887497663e-09,0.0
303,139357.1921,139357.1921,-3.63797880709e-09,0.0
304,139357.1921,139357.1921,3.72529029846e-09,0.0
305,139357.1921,139357.1921,-3.72529029846e-09,0.0
306,164961.4476,164961.4476,3.55066731572e-09,0.0
307,164961.4476,164961.4476,-3.78349795938e-09,0.0
