,allocated,dispatched,difference_RT,difference_RT_perc
1,252342.129,252342.129,2.32830643654e-10,0.0
2,252342.129,252342.129,0.0,0.0
3,252342.129,252342.129,-5.82076609135e-11,0.0
4,252342.129,252342.129,-5.82076609135e-11,0.0
5,283708.6337,283708.6337,2.91038304567e-10,0.0
6,283708.6337,283708.6337,-2.91038304567e-10,0.0
7,283708.6337,283708.6337,3.49245965481e-10,0.0
8,283708.6337,283708.6337,-4.07453626394e-10,0.0
9,283708.6337,283708.6337,5.82076609135e-10,0.0
10,283708.6337,283708.6337,-4.07453626394e-10,0.0
11,283708.6337,283708.6337,4.65661287308e-10,0.0
12,268840.5772,268840.5772,-3.49245965481e-10,0.0
13,268840.5772,268840.5772,4.65661287308e-10,0.0
14,268840.5772,268840.5772,-4.65661287308e-10,0.0
15,268840.5772,268840.5772,3.49245965481e-10,0.0
16,268840.5772,268840.5772,-5.23868948221e-10,0.0
17,268840.5772,268840.5772,5.23868948221e-10,0.0
18,268840.5772,268840.5772,-7.56699591875e-10,0.0
19,239495.9417,239495.9417,6.69388100505e-10,0.0
20,239495.9417,239495.9417,-7.27595761418e-10,0.0
21,239495.9417,239495.9417,6.40284270048e-10,0.0
22,239495.9417,239495.9417,-6.69388100505e-10,0.0
23,239495.9417,239495.9417,7.27595761418e-10,0.0
24,239495.9417,239495.9417,-6.11180439591e-10,0.0
25,239495.9417,239495.9417,7.27595761418e-10,0.0
26,245778.6659,245778.6659,-6.40284270048e-10,0.0
27,245778.6659,245778.6659,4.65661287308e-10,0.0
28,245778.6659,245778.6659,-3.78349795938e-10,0.0
29,245778.6659,245778.6659,2.03726813197e-10,0.0
30,245778.6659,245778.6659,-5.82076609135e-11,0.0
31,245778.6659,245778.6659,-5.82076609135e-11,0.0
32,245778.6659,245778.6659,2.91038304567e-10,0.0
33,288954.0459,288954.0459,-3.49245965481e-10,0.0
34,288954.0459,288954.0459,0.0,0.0
35,288954.0459,288954.0459,1.7462298274e-10,0.0
36,288954.0459,288954.0459,-1.16415321827e-10,0.0
37,288954.0459,288954.0459,0.0,0.0
38,288954.0459,288954.0459,5.82076609135e-11,0.0
39,288954.0459,288954.0459,-1.16415321827e-10,0.0
40,266988.3852,266988.3852,2.91038304567e-10,0.0
41,266988.3852,266988.3852,-1.7462298274e-10,0.0
